"number" "dsum" "count" "missing" "quant_error" "fname"
146 75.0 75 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_coronatus.tif"
147 128.0 128 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_crumeniferus.tif"
148 30.0 30 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_inexpectatus.tif"
149 604.0 604 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_macrobullatus.tif"
150 8.0 8 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_nequam.tif"
151 28779.0 28779 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Histiotus_alienus.tif"
152 128228. 128228 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Histiotus_velatus.tif"
153 44.0 44 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Baiyankamys_habbema.tif"
154 50.0 50 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hydromys_hussoni.tif"
155 1630.0 1630 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hydromys_neobritannicus.tif"
156 2.0 2 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Amphibia_Bokermannohyla_langei.tif"
157 6.0 6 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hylopetes_bartelsi.tif"
158 16.0 16 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hylopetes_winstoni.tif"
159 4706.0 4706 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hyomys_dammermani.tif"
160 10399.0 10399 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Ichthyomys_stolzmanni.tif"
161 2523.0 2523 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Ichthyomys_tweedii.tif"
162 17941.0 17941 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Reptilia_Iguanognathus_werneri.tif"
163 24488.0 24488 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Kerivoula_cuprosa.tif"
164 24.0 24 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Kerivoula_eriophora.tif"
165 3543.0 3543 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Laephotis_angolensis.tif"
166 2302.0 2302 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lagidium_wolffsohni.tif"
167 5087.0 5087 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lariscus_niobe.tif"
168 380.0 380 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lasiurus_castaneus.tif"
169 2.0 2 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lasiurus_ebenus.tif"
170 54614.0 54614 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lasiurus_egregius.tif"
171 23.0 23 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Leimacomys_buettneri.tif"
172 22.0 22 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lemniscomys_hoogstraali.tif"
173 43.0 43 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lemniscomys_roseveari.tif"
174 394.0 394 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Reptilia_Liolaemus_kuhlmanni.tif"
175 20.0 20 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Amphibia_Litoria_piperata.tif"
176 26.0 26 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Lophuromys_cinereus.tif"
177 25.0 25 19585955 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Macruromys_elegans.tif"
