"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.01942 346329 0.0 0.9996 1.0000 0.7884 0.9996 0.9999 1.0000 0.7884
0.01952 346294 0.0 0.9996 1.0000 0.7877 0.9996 0.9999 1.0000 0.7877
0.01962 346259 0.0 0.9996 1.0000 0.7869 0.9996 0.9999 1.0000 0.7869
0.01972 346224 0.0 0.9996 1.0000 0.7862 0.9996 0.9999 1.0000 0.7862
0.01982 346189 0.0 0.9996 1.0000 0.7854 0.9996 0.9999 1.0000 0.7854
0.01992 346154 0.0 0.9996 1.0000 0.7847 0.9996 0.9999 1.0000 0.7847
0.02002 346119 0.0 0.9996 1.0000 0.7839 0.9996 0.9999 1.0000 0.7839
0.02012 346084 0.0 0.9996 1.0000 0.7832 0.9996 0.9999 1.0000 0.7832
0.02022 346049 0.0 0.9996 1.0000 0.7824 0.9996 0.9999 1.0000 0.7824
0.02031 346014 0.0 0.9996 1.0000 0.7816 0.9996 0.9999 1.0000 0.7816
0.02041 345979 0.0 0.9996 1.0000 0.7809 0.9996 0.9999 1.0000 0.7809
0.02051 345944 0.0 0.9996 1.0000 0.7802 0.9996 0.9999 1.0000 0.7802
0.02061 345909 0.0 0.9996 1.0000 0.7794 0.9996 0.9999 1.0000 0.7794
0.02071 345874 0.0 0.9996 1.0000 0.7787 0.9996 0.9999 1.0000 0.7787
0.02081 345839 0.0 0.9996 1.0000 0.7779 0.9996 0.9999 1.0000 0.7779
0.02091 345804 0.0 0.9996 1.0000 0.7771 0.9996 0.9999 1.0000 0.7771
0.02101 345769 0.0 0.9996 1.0000 0.7764 0.9996 0.9999 1.0000 0.7764
0.02111 345734 0.0 0.9996 1.0000 0.7757 0.9996 0.9999 1.0000 0.7757
0.02121 345699 0.0 0.9996 1.0000 0.7749 0.9996 0.9999 1.0000 0.7749
0.02131 345664 0.0 0.9996 1.0000 0.7741 0.9996 0.9999 1.0000 0.7741
0.02140 345629 0.0 0.9996 1.0000 0.7734 0.9996 0.9998 1.0000 0.7734
0.02150 345594 0.0 0.9996 1.0000 0.7726 0.9996 0.9998 1.0000 0.7726
0.02160 345559 0.0 0.9996 1.0000 0.7719 0.9996 0.9998 1.0000 0.7719
