"rank" "feature_density_pos" "weighted_feature_density_pos" "feature_density_zero" 
0.17458 0.0191 0.0078 0.0000
0.17468 0.0143 0.0066 0.0000
0.17478 0.0155 0.0078 0.0000
0.17488 0.0131 0.0066 0.0000
0.17498 0.0155 0.0066 0.0000
0.17508 0.0143 0.0078 0.0000
0.17518 0.0167 0.0060 0.0000
0.17528 0.0149 0.0078 0.0000
0.17538 0.0167 0.0054 0.0000
0.17548 0.0149 0.0078 0.0000
0.17558 0.0161 0.0060 0.0000
0.17568 0.0143 0.0066 0.0000
0.17578 0.0155 0.0066 0.0000
0.17588 0.0155 0.0066 0.0000
0.17598 0.0173 0.0066 0.0000
0.17608 0.0143 0.0060 0.0000
0.17618 0.0161 0.0078 0.0000
0.17628 0.0161 0.0078 0.0000
0.17638 0.0143 0.0054 0.0000
0.17648 0.0155 0.0060 0.0000
0.17658 0.0149 0.0078 0.0000
0.17668 0.0155 0.0054 0.0000
0.17678 0.0167 0.0078 0.0000
0.17688 0.0143 0.0060 0.0000
0.17698 0.0161 0.0072 0.0000
0.17708 0.0155 0.0060 0.0000
0.17718 0.0233 0.0078 0.0000
0.17728 0.0227 0.0054 0.0000
0.17738 0.0239 0.0078 0.0000
0.17748 0.0239 0.0066 0.0000
0.17758 0.0245 0.0072 0.0000
0.17768 0.0239 0.0072 0.0000
0.17778 0.0239 0.0072 0.0000
0.17788 0.0233 0.0066 0.0000
0.17798 0.0251 0.0078 0.0000
0.17808 0.0227 0.0066 0.0000
0.17818 0.0239 0.0066 0.0000
0.17828 0.0233 0.0078 0.0000
0.17838 0.0239 0.0066 0.0000
0.17848 0.0251 0.0078 0.0000
0.17858 0.0233 0.0066 0.0000
0.17868 0.0233 0.0066 0.0000
0.17878 0.0239 0.0066 0.0000
0.17888 0.0245 0.0078 0.0000
0.17898 0.0233 0.0066 0.0000
0.17908 0.0245 0.0078 0.0000
0.17918 0.0257 0.0066 0.0000
0.17928 0.0257 0.0078 0.0000
0.17938 0.0257 0.0066 0.0000
0.17948 0.0269 0.0072 0.0000
0.17958 0.0245 0.0072 0.0000
0.17968 0.0251 0.0060 0.0000
0.17978 0.0233 0.0078 0.0000
0.17987 0.0239 0.0066 0.0000
0.17997 0.0233 0.0066 0.0000
0.18007 0.0233 0.0078 0.0000
0.18017 0.0245 0.0066 0.0000
0.18027 0.0233 0.0078 0.0000
0.18037 0.0233 0.0066 0.0000
0.18047 0.0239 0.0078 0.0000
0.18057 0.0239 0.0060 0.0000
0.18067 0.0275 0.0072 0.0000
0.18077 0.0269 0.0078 0.0000
0.18087 0.0269 0.0060 0.0000
0.18097 0.0275 0.0078 0.0000
0.18107 0.0299 0.0072 0.0000
0.18117 0.0334 0.0072 0.0000
0.18127 0.0364 0.0066 0.0000
0.18137 0.0346 0.0078 0.0000
0.18147 0.0352 0.0066 0.0000
0.18157 0.0358 0.0066 0.0000
0.18167 0.0340 0.0066 0.0000
0.18177 0.0346 0.0066 0.0000
0.18187 0.0352 0.0078 0.0000
0.18197 0.0352 0.0066 0.0000
0.18207 0.0305 0.0072 0.0000
0.18217 0.0287 0.0066 0.0000
0.18227 0.0299 0.0066 0.0000
0.18237 0.0281 0.0066 0.0000
0.18247 0.0293 0.0066 0.0000
0.18257 0.0317 0.0072 0.0000
0.18267 0.0340 0.0066 0.0000
0.18277 0.0328 0.0078 0.0000
0.18287 0.0322 0.0066 0.0000
0.18297 0.0299 0.0066 0.0000
0.18307 0.0287 0.0066 0.0000
0.18317 0.0287 0.0066 0.0000
0.18327 0.0293 0.0072 0.0000
0.18337 0.0287 0.0066 0.0000
0.18347 0.0275 0.0054 0.0000
0.18357 0.0287 0.0078 0.0000
0.18367 0.0305 0.0060 0.0000
0.18377 0.0179 0.0066 0.0000
0.18387 0.0179 0.0066 0.0000
0.18397 0.0173 0.0060 0.0000
0.18407 0.0179 0.0054 0.0000
0.18417 0.0245 0.0060 0.0000
0.18427 0.0316 0.0066 0.0000
0.18437 0.0305 0.0066 0.0000
0.18447 0.0305 0.0072 0.0000
0.18457 0.0305 0.0066 0.0000
0.18467 0.0209 0.0054 0.0000
0.18477 0.0179 0.0060 0.0000
0.18487 0.0185 0.0060 0.0000
0.18497 0.0233 0.0072 0.0000
0.18507 0.0173 0.0060 0.0000
0.18517 0.0179 0.0060 0.0000
0.18527 0.0173 0.0054 0.0000
0.18536 0.0179 0.0066 0.0000
0.18546 0.0179 0.0060 0.0000
0.18556 0.0185 0.0066 0.0000
0.18566 0.0245 0.0066 0.0000
0.18576 0.0269 0.0072 0.0000
0.18586 0.0263 0.0072 0.0000
0.18596 0.0281 0.0078 0.0000
0.18606 0.0263 0.0066 0.0000
0.18616 0.0257 0.0072 0.0000
0.18626 0.0257 0.0072 0.0000
0.18636 0.0269 0.0078 0.0000
0.18646 0.0275 0.0078 0.0000
0.18656 0.0263 0.0066 0.0000
0.18666 0.0257 0.0078 0.0000
0.18676 0.0275 0.0066 0.0000
0.18686 0.0269 0.0078 0.0000
0.18696 0.0269 0.0078 0.0000
0.18706 0.0275 0.0078 0.0000
0.18716 0.0263 0.0054 0.0000
0.18726 0.0275 0.0090 0.0000
0.18736 0.0221 0.0072 0.0000
0.18746 0.0209 0.0072 0.0000
0.18756 0.0221 0.0072 0.0000
0.18766 0.0221 0.0078 0.0000
0.18776 0.0221 0.0060 0.0000
0.18786 0.0203 0.0078 0.0000
0.18796 0.0221 0.0072 0.0000
0.18806 0.0191 0.0072 0.0000
0.18816 0.0191 0.0066 0.0000
0.18826 0.0197 0.0078 0.0000
0.18836 0.0185 0.0072 0.0000
0.18846 0.0191 0.0072 0.0000
0.18856 0.0197 0.0066 0.0000
0.18866 0.0269 0.0078 0.0000
0.18876 0.0287 0.0072 0.0000
0.18886 0.0293 0.0078 0.0000
0.18896 0.0257 0.0078 0.0000
0.18906 0.0287 0.0078 0.0000
0.18916 0.0275 0.0078 0.0000
0.18926 0.0269 0.0054 0.0000
0.18936 0.0269 0.0078 0.0000
0.18946 0.0263 0.0084 0.0000
0.18956 0.0203 0.0078 0.0000
0.18966 0.0197 0.0066 0.0000
0.18976 0.0179 0.0078 0.0000
0.18986 0.0203 0.0078 0.0000
0.18996 0.0191 0.0078 0.0000
0.19006 0.0191 0.0066 0.0000
0.19016 0.0269 0.0078 0.0000
0.19026 0.0269 0.0078 0.0000
0.19036 0.0275 0.0066 0.0000
0.19046 0.0203 0.0078 0.0000
0.19056 0.0185 0.0072 0.0000
0.19066 0.0209 0.0078 0.0000
0.19076 0.0179 0.0066 0.0000
0.19085 0.0197 0.0078 0.0000
0.19095 0.0173 0.0066 0.0000
0.19105 0.0185 0.0060 0.0000
0.19115 0.0197 0.0078 0.0000
0.19125 0.0197 0.0054 0.0000
0.19135 0.0316 0.0078 0.0000
0.19145 0.0317 0.0078 0.0000
0.19155 0.0209 0.0060 0.0000
0.19165 0.0197 0.0072 0.0000
0.19175 0.0173 0.0060 0.0000
0.19185 0.0203 0.0078 0.0000
0.19195 0.0185 0.0066 0.0000
0.19205 0.0173 0.0066 0.0000
0.19215 0.0179 0.0060 0.0000
0.19225 0.0227 0.0078 0.0000
0.19235 0.0239 0.0072 0.0000
0.19245 0.0281 0.0060 0.0000
0.19255 0.0281 0.0078 0.0000
0.19265 0.0275 0.0078 0.0000
0.19275 0.0269 0.0066 0.0000
0.19285 0.0185 0.0066 0.0000
0.19295 0.0179 0.0066 0.0000
0.19305 0.0185 0.0066 0.0000
0.19315 0.0191 0.0072 0.0000
0.19325 0.0185 0.0066 0.0000
0.19335 0.0179 0.0054 0.0000
0.19345 0.0197 0.0078 0.0000
0.19355 0.0185 0.0066 0.0000
0.19365 0.0185 0.0072 0.0000
0.19375 0.0191 0.0066 0.0000
0.19385 0.0179 0.0066 0.0000
0.19395 0.0185 0.0078 0.0000
0.19405 0.0185 0.0054 0.0000
0.19415 0.0173 0.0072 0.0000
0.19425 0.0221 0.0066 0.0000
0.19435 0.0191 0.0078 0.0000
0.19445 0.0185 0.0054 0.0000
0.19455 0.0179 0.0066 0.0000
0.19465 0.0173 0.0072 0.0000
0.19475 0.0191 0.0066 0.0000
0.19485 0.0185 0.0066 0.0000
0.19495 0.0179 0.0066 0.6552
0.19505 0.0203 0.0066 0.0000
0.19515 0.0269 0.0078 0.9829
0.19525 0.0316 0.0066 0.0000
0.19535 0.0305 0.0072 1.3105
0.19545 0.0299 0.0072 0.0000
0.19555 0.0310 0.0072 1.6382
0.19565 0.0305 0.0072 0.0000
0.19575 0.0316 0.0072 1.6382
0.19585 0.0305 0.0072 0.0000
0.19595 0.0287 0.0072 1.6384
0.19605 0.0179 0.0066 2.2935
0.19615 0.0191 0.0054 0.0000
0.19625 0.0203 0.0078 2.2934
0.19635 0.0179 0.0078 2.2938
0.19644 0.0197 0.0060 0.0000
0.19654 0.0173 0.0066 2.2934
0.19664 0.0209 0.0078 2.2935
0.19674 0.0233 0.0066 0.0000
0.19684 0.0317 0.0078 2.2937
0.19694 0.0322 0.0072 0.0000
0.19704 0.0328 0.0078 1.6382
0.19714 0.0310 0.0078 0.0000
0.19724 0.0239 0.0078 1.6384
0.19734 0.0221 0.0066 0.0000
0.19744 0.0215 0.0078 0.9829
0.19754 0.0209 0.0066 0.3276
0.19764 0.0227 0.0066 0.0000
0.19774 0.0209 0.0066 0.0000
0.19784 0.0209 0.0078 0.0000
0.19794 0.0209 0.0078 0.0000
0.19804 0.0191 0.0078 0.0000
0.19814 0.0173 0.0078 0.0000
0.19824 0.0161 0.0072 0.0000
0.19834 0.0161 0.0096 0.0000
0.19844 0.0161 0.0078 0.0000
0.19854 0.0161 0.0078 0.0000
0.19864 0.0155 0.0078 0.0000
0.19874 0.0167 0.0078 0.0000
0.19884 0.0161 0.0072 0.0000
0.19894 0.0257 0.0090 0.0000
0.19904 0.0239 0.0078 0.0000
0.19914 0.0263 0.0084 0.0000
0.19924 0.0316 0.0078 0.0000
0.19934 0.0305 0.0096 0.0000
0.19944 0.0322 0.0078 0.0000
0.19954 0.0311 0.0072 0.0000
0.19964 0.0316 0.0078 0.0000
0.19974 0.0269 0.0090 0.0000
0.19984 0.0251 0.0084 0.0000
0.19994 0.0251 0.0078 0.0000
0.20004 0.0287 0.0096 0.0000
0.20014 0.0305 0.0078 0.0000
0.20024 0.0316 0.0072 0.0000
0.20034 0.0316 0.0096 0.0000
0.20044 0.0346 0.0078 0.0000
0.20054 0.0364 0.0066 0.0000
0.20064 0.0346 0.0090 0.0000
0.20074 0.0340 0.0078 0.0000
0.20084 0.0358 0.0072 0.0000
0.20094 0.0352 0.0078 0.0000
0.20104 0.0346 0.0078 0.0000
0.20114 0.0394 0.0078 0.0000
0.20124 0.0388 0.0078 0.0000
0.20134 0.0436 0.0084 0.0000
0.20144 0.0436 0.0078 0.0000
0.20154 0.0424 0.0084 0.0000
0.20164 0.0418 0.0078 0.0000
0.20174 0.0418 0.0078 0.0000
0.20184 0.0400 0.0078 0.0000
0.20193 0.0394 0.0072 0.0000
0.20203 0.0418 0.0078 0.0000
0.20213 0.0400 0.0078 0.0000
0.20223 0.0418 0.0078 0.0000
0.20233 0.0358 0.0078 0.0000
0.20243 0.0299 0.0072 0.0000
0.20253 0.0293 0.0060 0.0000
0.20263 0.0293 0.0078 0.0000
0.20273 0.0281 0.0078 0.0000
0.20283 0.0299 0.0072 0.0000
0.20293 0.0299 0.0072 0.0000
0.20303 0.0287 0.0066 0.0000
0.20313 0.0299 0.0078 0.0000
0.20323 0.0299 0.0066 0.0000
0.20333 0.0287 0.0078 0.0000
0.20343 0.0346 0.0066 0.0000
0.20353 0.0394 0.0078 0.0000
0.20363 0.0400 0.0066 0.0000
0.20373 0.0394 0.0084 0.0000
0.20383 0.0316 0.0066 0.0000
0.20393 0.0269 0.0072 0.0000
0.20403 0.0322 0.0072 0.0000
0.20413 0.0352 0.0078 0.0000
0.20423 0.0388 0.0078 0.0000
0.20433 0.0472 0.0078 0.0000
0.20443 0.0514 0.0078 0.0000
0.20453 0.0502 0.0072 0.0000
0.20463 0.0502 0.0078 0.0000
0.20473 0.0531 0.0090 0.0000
0.20483 0.0514 0.0084 0.0000
0.20493 0.0424 0.0078 0.0000
0.20503 0.0436 0.0078 0.0000
0.20513 0.0484 0.0072 0.0000
0.20523 0.0376 0.0078 0.0000
0.20533 0.0352 0.0078 0.0000
0.20543 0.0370 0.0078 0.0000
0.20553 0.0370 0.0078 0.0000
0.20563 0.0442 0.0066 0.0000
0.20573 0.0472 0.0084 0.0000
0.20583 0.0424 0.0090 0.0000
0.20593 0.0430 0.0084 0.0000
0.20603 0.0448 0.0078 0.0000
0.20613 0.0472 0.0084 0.0000
0.20623 0.0478 0.0090 0.0000
0.20633 0.0472 0.0066 0.0000
0.20643 0.0484 0.0084 0.0000
0.20653 0.0472 0.0078 0.0000
0.20663 0.0484 0.0078 0.0000
0.20673 0.0472 0.0084 0.0000
0.20683 0.0472 0.0090 0.0000
0.20693 0.0490 0.0066 0.0000
0.20703 0.0490 0.0084 0.0000
0.20713 0.0484 0.0078 0.0000
0.20723 0.0472 0.0084 0.0000
0.20733 0.0466 0.0078 0.0000
0.20743 0.0478 0.0090 0.0000
0.20752 0.0454 0.0072 0.0000
0.20762 0.0460 0.0096 0.0000
0.20772 0.0448 0.0090 0.0000
0.20782 0.0454 0.0084 0.0000
0.20792 0.0448 0.0078 0.0000
0.20802 0.0466 0.0096 0.0000
0.20812 0.0460 0.0084 0.0000
0.20822 0.0448 0.0078 0.0000
0.20832 0.0454 0.0090 0.0000
0.20842 0.0454 0.0096 0.0000
0.20852 0.0382 0.0084 0.0000
0.20862 0.0388 0.0084 0.0000
0.20872 0.0376 0.0090 0.0000
0.20882 0.0364 0.0084 0.0000
0.20892 0.0418 0.0096 0.0000
0.20902 0.0466 0.0096 0.0000
0.20912 0.0406 0.0078 0.0000
0.20922 0.0376 0.0096 0.0000
0.20932 0.0382 0.0084 0.0000
0.20942 0.0382 0.0090 0.0000
0.20952 0.0400 0.0084 0.0000
0.20962 0.0316 0.0090 0.0000
0.20972 0.0269 0.0084 0.0000
0.20982 0.0275 0.0084 0.0000
0.20992 0.0305 0.0078 0.0000
0.21002 0.0305 0.0096 0.0000
0.21012 0.0322 0.0078 0.0000
0.21022 0.0305 0.0096 0.0000
0.21032 0.0305 0.0078 0.0000
0.21042 0.0322 0.0096 0.0000
0.21052 0.0305 0.0078 0.0000
0.21062 0.0322 0.0096 0.0000
0.21072 0.0388 0.0072 0.0000
0.21082 0.0448 0.0096 0.0000
0.21092 0.0448 0.0090 0.0000
0.21102 0.0448 0.0084 0.0000
0.21112 0.0454 0.0096 0.0000
0.21122 0.0448 0.0078 0.0000
0.21132 0.0448 0.0096 0.0000
0.21142 0.0454 0.0084 0.0000
0.21152 0.0448 0.0090 0.0000
0.21162 0.0376 0.0096 0.0000
0.21172 0.0388 0.0096 0.0000
0.21182 0.0382 0.0096 0.0000
0.21192 0.0388 0.0096 0.0000
0.21202 0.0394 0.0084 0.0000
0.21212 0.0382 0.0096 0.0000
0.21222 0.0388 0.0096 0.0000
0.21232 0.0418 0.0090 0.0000
0.21242 0.0382 0.0096 0.0000
0.21252 0.0394 0.0096 0.0000
0.21262 0.0394 0.0096 0.0000
0.21272 0.0352 0.0096 0.0000
0.21282 0.0352 0.0096 0.0000
0.21292 0.0346 0.0084 0.0000
0.21301 0.0370 0.0107 0.0000
0.21311 0.0460 0.0096 0.0000
0.21321 0.0466 0.0084 0.0000
0.21331 0.0448 0.0107 0.0000
0.21341 0.0466 0.0096 0.0000
0.21351 0.0448 0.0096 0.0000
0.21361 0.0466 0.0096 0.0000
0.21371 0.0454 0.0096 0.0000
0.21381 0.0466 0.0096 0.0000
0.21391 0.0466 0.0096 0.0000
0.21401 0.0448 0.0102 0.0000
0.21411 0.0460 0.0096 0.0000
0.21421 0.0454 0.0096 0.0000
0.21431 0.0454 0.0096 0.0000
0.21441 0.0454 0.0096 0.0000
0.21451 0.0460 0.0107 0.0000
0.21461 0.0448 0.0096 0.0000
0.21471 0.0436 0.0096 0.0000
0.21481 0.0430 0.0096 0.0000
0.21491 0.0466 0.0096 0.0000
0.21501 0.0478 0.0096 0.0000
0.21511 0.0490 0.0096 0.0000
0.21521 0.0466 0.0096 0.0000
0.21531 0.0478 0.0084 0.0000
0.21541 0.0484 0.0107 0.0000
0.21551 0.0472 0.0084 0.0000
0.21561 0.0484 0.0096 0.0000
0.21571 0.0490 0.0096 0.0000
0.21581 0.0466 0.0090 0.0000
0.21591 0.0424 0.0102 0.0000
0.21601 0.0382 0.0107 0.0000
0.21611 0.0400 0.0096 0.0000
0.21621 0.0382 0.0096 0.0000
0.21631 0.0388 0.0102 0.0000
0.21641 0.0382 0.0107 0.0000
0.21651 0.0394 0.0096 0.0000
0.21661 0.0388 0.0096 0.0000
0.21671 0.0394 0.0096 0.0000
0.21681 0.0382 0.0113 0.0000
0.21691 0.0394 0.0096 0.0000
0.21701 0.0376 0.0096 0.0000
0.21711 0.0388 0.0096 0.0000
0.21721 0.0370 0.0107 0.0000
0.21731 0.0358 0.0096 0.0000
0.21741 0.0388 0.0102 0.0000
0.21751 0.0376 0.0096 0.0000
0.21761 0.0370 0.0096 0.0000
0.21771 0.0376 0.0107 0.0000
0.21781 0.0364 0.0084 0.0000
0.21791 0.0376 0.0107 0.0000
0.21801 0.0358 0.0107 0.0000
0.21811 0.0370 0.0096 0.0000
0.21821 0.0388 0.0096 0.0000
0.21831 0.0358 0.0102 0.0000
0.21841 0.0370 0.0107 0.0000
0.21850 0.0370 0.0096 0.0000
0.21860 0.0370 0.0096 0.0000
0.21870 0.0358 0.0096 0.0000
0.21880 0.0370 0.0102 0.0000
0.21890 0.0370 0.0096 0.0000
0.21900 0.0370 0.0107 0.0000
0.21910 0.0352 0.0107 0.0000
0.21920 0.0376 0.0096 0.0000
0.21930 0.0370 0.0096 0.0000
0.21940 0.0376 0.0102 0.0000
0.21950 0.0364 0.0096 0.0000
0.21960 0.0358 0.0096 0.0000
0.21970 0.0370 0.0096 0.0000
0.21980 0.0370 0.0096 0.0000
0.21990 0.0388 0.0113 0.0000
0.22000 0.0382 0.0096 0.0000
0.22010 0.0364 0.0096 0.0000
0.22020 0.0382 0.0096 0.0000
0.22030 0.0364 0.0107 0.0000
0.22040 0.0382 0.0096 0.0000
0.22050 0.0388 0.0107 0.0000
0.22060 0.0370 0.0096 0.0000
0.22070 0.0376 0.0096 0.0000
0.22080 0.0346 0.0096 0.0000
0.22090 0.0346 0.0096 0.0000
0.22100 0.0340 0.0096 0.0000
0.22110 0.0358 0.0102 0.0000
0.22120 0.0364 0.0107 0.0000
0.22130 0.0382 0.0096 0.0000
0.22140 0.0358 0.0102 0.0000
0.22150 0.0370 0.0096 0.0000
0.22160 0.0352 0.0107 0.0000
0.22170 0.0370 0.0096 0.0000
0.22180 0.0370 0.0096 0.0000
0.22190 0.0358 0.0096 0.0000
0.22200 0.0346 0.0107 0.0000
0.22210 0.0352 0.0102 0.0000
0.22220 0.0340 0.0096 0.0000
0.22230 0.0334 0.0107 0.0000
0.22240 0.0358 0.0096 0.0000
0.22250 0.0334 0.0102 0.0000
0.22260 0.0346 0.0107 0.0000
0.22270 0.0311 0.0084 0.0000
0.22280 0.0322 0.0119 0.0000
0.22290 0.0305 0.0096 0.0000
0.22300 0.0322 0.0096 0.0000
0.22310 0.0305 0.0096 0.0000
0.22320 0.0322 0.0096 0.0000
0.22330 0.0299 0.0102 0.0000
0.22340 0.0305 0.0107 0.0000
0.22350 0.0310 0.0096 0.0000
0.22360 0.0305 0.0096 0.0000
0.22370 0.0299 0.0102 0.0000
0.22380 0.0299 0.0107 0.0000
0.22390 0.0310 0.0096 0.0000
0.22400 0.0299 0.0096 0.0000
0.22409 0.0322 0.0107 0.0000
0.22419 0.0305 0.0096 0.0000
0.22429 0.0299 0.0096 0.0000
0.22439 0.0310 0.0102 0.0000
0.22449 0.0299 0.0096 0.0000
0.22459 0.0299 0.0096 0.0000
0.22469 0.0293 0.0107 0.0000
0.22479 0.0305 0.0102 0.0000
0.22489 0.0281 0.0096 0.0000
0.22499 0.0227 0.0096 0.0000
0.22509 0.0209 0.0096 0.0000
0.22519 0.0209 0.0107 0.0000
0.22529 0.0227 0.0107 0.0000
0.22539 0.0197 0.0096 0.0000
0.22549 0.0227 0.0096 0.0000
0.22559 0.0215 0.0096 0.0000
0.22569 0.0209 0.0102 0.0000
0.22579 0.0221 0.0107 0.0000
0.22589 0.0215 0.0084 0.0000
0.22599 0.0209 0.0107 0.0000
0.22609 0.0209 0.0096 0.0000
0.22619 0.0221 0.0102 0.0000
0.22629 0.0209 0.0107 0.0000
0.22639 0.0209 0.0096 0.0000
0.22649 0.0299 0.0096 0.0000
0.22659 0.0299 0.0096 0.0000
0.22669 0.0305 0.0107 0.0000
0.22679 0.0227 0.0102 0.0000
0.22689 0.0245 0.0096 0.0000
0.22699 0.0233 0.0096 0.0000
0.22709 0.0209 0.0107 0.0000
0.22719 0.0209 0.0096 0.0000
0.22729 0.0221 0.0102 0.0000
0.22739 0.0197 0.0107 0.0000
0.22749 0.0263 0.0107 0.0000
0.22759 0.0316 0.0096 0.0000
0.22769 0.0305 0.0113 0.0000
0.22779 0.0352 0.0096 0.0000
0.22789 0.0352 0.0102 0.0000
0.22799 0.0370 0.0107 0.0000
0.22809 0.0340 0.0107 0.0000
0.22819 0.0305 0.0102 0.0000
0.22829 0.0322 0.0096 0.0000
0.22839 0.0269 0.0113 0.0000
0.22849 0.0299 0.0107 0.0000
0.22859 0.0281 0.0107 0.0000
0.22869 0.0281 0.0102 0.0000
0.22879 0.0299 0.0107 0.0000
0.22889 0.0287 0.0102 0.0000
0.22899 0.0299 0.0107 0.0000
0.22909 0.0299 0.0107 0.0000
0.22919 0.0334 0.0096 0.0000
0.22929 0.0340 0.0102 0.0000
0.22939 0.0352 0.0096 0.0000
0.22949 0.0352 0.0107 0.0000
0.22958 0.0340 0.0102 0.0000
0.22968 0.0334 0.0107 0.0000
0.22978 0.0352 0.0107 0.0000
0.22988 0.0364 0.0102 0.0000
0.22998 0.0370 0.0096 0.0000
0.23008 0.0370 0.0107 0.0000
0.23018 0.0412 0.0096 0.0000
0.23028 0.0430 0.0102 0.0000
0.23038 0.0400 0.0096 0.0000
0.23048 0.0358 0.0107 0.0000
0.23058 0.0370 0.0096 0.0000
0.23068 0.0352 0.0107 0.0000
0.23078 0.0364 0.0102 0.0000
0.23088 0.0370 0.0096 0.0000
0.23098 0.0358 0.0096 0.0000
0.23108 0.0382 0.0107 0.0000
0.23118 0.0352 0.0102 0.0000
0.23128 0.0370 0.0107 0.0000
0.23138 0.0352 0.0107 0.0000
0.23148 0.0352 0.0096 0.0000
0.23158 0.0346 0.0102 0.0000
0.23168 0.0328 0.0107 0.0000
0.23178 0.0382 0.0096 0.0000
0.23188 0.0406 0.0102 0.0000
0.23198 0.0400 0.0107 0.0000
0.23208 0.0370 0.0107 0.0000
0.23218 0.0310 0.0084 0.0000
0.23228 0.0316 0.0107 0.0000
0.23238 0.0310 0.0102 0.0000
0.23248 0.0316 0.0096 0.0000
0.23258 0.0317 0.0107 0.0000
0.23268 0.0305 0.0102 0.0000
0.23278 0.0310 0.0096 0.0000
0.23288 0.0316 0.0096 0.0000
0.23298 0.0305 0.0107 0.0000
0.23308 0.0358 0.0107 0.0000
0.23318 0.0406 0.0072 0.0000
0.23328 0.0424 0.0107 0.0000
0.23338 0.0406 0.0084 0.0000
0.23348 0.0400 0.0096 0.0000
0.23358 0.0418 0.0096 0.0000
0.23368 0.0424 0.0078 0.0000
0.23378 0.0490 0.0107 0.0000
0.23388 0.0484 0.0096 0.0000
0.23398 0.0478 0.0084 0.0000
0.23408 0.0478 0.0096 0.0000
0.23418 0.0490 0.0096 0.0000
0.23428 0.0484 0.0096 0.0000
0.23438 0.0478 0.0096 0.0000
0.23448 0.0484 0.0096 0.0000
0.23458 0.0484 0.0090 0.0000
0.23468 0.0478 0.0102 0.0000
0.23478 0.0490 0.0096 0.0000
0.23488 0.0490 0.0096 0.0000
0.23498 0.0502 0.0096 0.0000
0.23508 0.0478 0.0096 0.0000
0.23517 0.0502 0.0096 0.0000
0.23527 0.0478 0.0096 0.0000
0.23537 0.0502 0.0096 0.0000
0.23547 0.0478 0.0096 0.0000
0.23557 0.0502 0.0096 0.0000
0.23567 0.0490 0.0107 0.0000
0.23577 0.0472 0.0084 0.0000
0.23587 0.0478 0.0096 0.0000
0.23597 0.0472 0.0096 0.0000
0.23607 0.0484 0.0096 0.0000
0.23617 0.0472 0.0096 0.0000
0.23627 0.0472 0.0096 0.0000
0.23637 0.0466 0.0090 0.0000
0.23647 0.0400 0.0096 0.0000
0.23657 0.0418 0.0084 0.0000
0.23667 0.0430 0.0096 0.0000
0.23677 0.0496 0.0096 0.0000
0.23687 0.0537 0.0096 0.0000
0.23697 0.0561 0.0107 0.0000
0.23707 0.0579 0.0102 0.0000
0.23717 0.0561 0.0096 0.0000
0.23727 0.0561 0.0096 0.0000
0.23737 0.0561 0.0096 0.0000
0.23747 0.0627 0.0107 0.0000
0.23757 0.0597 0.0102 0.0000
0.23767 0.0579 0.0096 0.0000
0.23777 0.0591 0.0096 0.0000
0.23787 0.0579 0.0107 0.0000
0.23797 0.0585 0.0107 0.0000
0.23807 0.0585 0.0096 0.0000
0.23817 0.0603 0.0102 0.0000
0.23827 0.0585 0.0107 0.0000
0.23837 0.0567 0.0084 0.0000
0.23847 0.0573 0.0107 0.0000
0.23857 0.0579 0.0096 0.0000
0.23867 0.0579 0.0102 0.0000
0.23877 0.0627 0.0096 0.0000
0.23887 0.0579 0.0107 0.0000
0.23897 0.0573 0.0096 0.0000
0.23907 0.0579 0.0107 0.0000
0.23917 0.0573 0.0096 0.0000
0.23927 0.0543 0.0102 0.0000
0.23937 0.0531 0.0096 0.0000
0.23947 0.0555 0.0096 0.0000
0.23957 0.0567 0.0113 0.0000
0.23967 0.0555 0.0096 0.0000
0.23977 0.0561 0.0096 0.0000
0.23987 0.0579 0.0107 0.0000
0.23997 0.0561 0.0107 0.0000
0.24007 0.0549 0.0096 0.0000
0.24017 0.0537 0.0096 0.0000
0.24027 0.0537 0.0102 0.0000
0.24037 0.0561 0.0107 0.0000
0.24047 0.0561 0.0096 0.0000
0.24057 0.0603 0.0096 0.0000
0.24066 0.0627 0.0096 0.0000
0.24076 0.0579 0.0113 0.0000
0.24086 0.0525 0.0096 0.0000
0.24096 0.0525 0.0096 0.0000
0.24106 0.0442 0.0113 0.0000
0.24116 0.0490 0.0107 0.0000
0.24126 0.0490 0.0102 0.0000
0.24136 0.0502 0.0096 0.0000
0.24146 0.0520 0.0107 0.0000
0.24156 0.0496 0.0107 0.0000
0.24166 0.0519 0.0102 0.0000
0.24176 0.0531 0.0107 0.0000
0.24186 0.0519 0.0096 0.0000
0.24196 0.0532 0.0113 0.0000
0.24206 0.0531 0.0096 0.0000
0.24216 0.0514 0.0113 0.0000
0.24226 0.0543 0.0107 0.0000
0.24236 0.0549 0.0102 0.0000
0.24246 0.0561 0.0096 0.0000
0.24256 0.0531 0.0119 0.0000
0.24266 0.0514 0.0096 0.0000
0.24276 0.0543 0.0102 0.0000
0.24286 0.0549 0.0107 0.0000
0.24296 0.0549 0.0102 0.0000
0.24306 0.0555 0.0107 0.0000
0.24316 0.0555 0.0107 0.0000
0.24326 0.0555 0.0102 0.0000
0.24336 0.0543 0.0107 0.0000
0.24346 0.0555 0.0102 0.0000
0.24356 0.0537 0.0096 0.0000
0.24366 0.0549 0.0119 0.0000
0.24376 0.0561 0.0102 0.0000
0.24386 0.0537 0.0107 0.0000
0.24396 0.0555 0.0096 0.0000
0.24406 0.0567 0.0113 0.0000
0.24416 0.0573 0.0096 0.0000
