"rank" "feature_density_pos" "weighted_feature_density_pos" "feature_density_zero" 
0.03124 0.0102 0.0018 0.0000
0.03134 0.0119 0.0018 0.0000
0.03144 0.0107 0.0024 0.0000
0.03154 0.0113 0.0018 0.0000
0.03164 0.0113 0.0018 0.0000
0.03174 0.0102 0.0030 0.0000
0.03184 0.0102 0.0018 0.0000
0.03194 0.0125 0.0018 0.0000
0.03204 0.0102 0.0018 0.7185
0.03214 0.0113 0.0024 0.0000
0.03224 0.0113 0.0018 0.0000
0.03234 0.0113 0.0018 0.0000
0.03244 0.0102 0.0018 0.0000
0.03254 0.0119 0.0018 0.0000
0.03264 0.0107 0.0024 0.0000
0.03274 0.0137 0.0018 0.0000
0.03284 0.0185 0.0018 0.0000
0.03294 0.0167 0.0018 0.0000
0.03304 0.0173 0.0018 0.0000
0.03314 0.0179 0.0024 0.0000
0.03324 0.0179 0.0018 0.0000
0.03334 0.0096 0.0018 0.0000
0.03344 0.0084 0.0018 0.0000
0.03354 0.0161 0.0030 0.0000
0.03364 0.0185 0.0018 0.5388
0.03374 0.0173 0.0018 0.0000
0.03384 0.0167 0.0012 0.0000
0.03394 0.0173 0.0030 0.0000
0.03404 0.0185 0.0018 0.0000
0.03414 0.0173 0.0018 0.0000
0.03424 0.0173 0.0018 0.0000
0.03434 0.0179 0.0030 0.0000
0.03444 0.0173 0.0018 0.0000
0.03454 0.0179 0.0024 0.0000
0.03464 0.0167 0.0018 0.0000
0.03474 0.0167 0.0018 0.0000
0.03484 0.0197 0.0018 0.0000
0.03494 0.0167 0.0018 0.0000
0.03504 0.0167 0.0024 0.3592
0.03514 0.0179 0.0018 0.1797
0.03524 0.0185 0.0018 0.0000
0.03534 0.0173 0.0018 0.0000
0.03544 0.0167 0.0018 0.0000
0.03554 0.0185 0.0024 0.0000
0.03564 0.0173 0.0018 0.0000
0.03574 0.0173 0.0018 0.0000
0.03584 0.0179 0.0018 0.0000
0.03594 0.0173 0.0018 0.0000
0.03603 0.0179 0.0024 0.0000
0.03613 0.0167 0.0018 0.0000
0.03623 0.0167 0.0018 0.0000
0.03633 0.0185 0.0030 0.0000
0.03643 0.0179 0.0006 0.0000
0.03653 0.0173 0.0024 0.3592
0.03663 0.0173 0.0018 0.0000
0.03673 0.0191 0.0018 0.0000
0.03683 0.0161 0.0018 0.0000
0.03693 0.0167 0.0030 0.0000
0.03703 0.0185 0.0018 0.0000
0.03713 0.0179 0.0018 0.0000
0.03723 0.0173 0.0024 0.0000
0.03733 0.0167 0.0018 0.0000
0.03743 0.0173 0.0030 0.0000
0.03753 0.0191 0.0006 0.0000
0.03763 0.0167 0.0018 0.0000
0.03773 0.0179 0.0024 0.0000
0.03783 0.0167 0.0018 0.3592
0.03793 0.0179 0.0030 0.0000
0.03803 0.0173 0.0018 0.0000
0.03813 0.0179 0.0018 0.0000
0.03823 0.0185 0.0018 0.0000
0.03833 0.0167 0.0018 0.0000
0.03843 0.0179 0.0012 0.0000
0.03853 0.0167 0.0030 0.0000
0.03863 0.0185 0.0018 0.0000
0.03873 0.0173 0.0018 0.0000
0.03883 0.0173 0.0018 0.0000
0.03893 0.0167 0.0024 0.0000
0.03903 0.0185 0.0018 0.0000
0.03913 0.0167 0.0018 0.0000
0.03923 0.0179 0.0018 0.1797
0.03933 0.0173 0.0018 0.0000
0.03943 0.0179 0.0024 0.0000
0.03953 0.0173 0.0018 0.0000
0.03963 0.0173 0.0018 0.0000
0.03973 0.0173 0.0018 0.0000
0.03983 0.0185 0.0018 0.0000
0.03993 0.0179 0.0024 0.0000
0.04003 0.0167 0.0018 0.0000
0.04013 0.0167 0.0018 0.0000
0.04023 0.0185 0.0018 0.0000
0.04033 0.0167 0.0018 0.0000
0.04043 0.0179 0.0024 0.0000
0.04053 0.0185 0.0024 0.1796
0.04063 0.0167 0.0024 0.0000
0.04073 0.0179 0.0018 0.0000
0.04083 0.0167 0.0006 0.0000
0.04093 0.0185 0.0030 0.0000
0.04103 0.0173 0.0012 0.0000
0.04113 0.0161 0.0030 0.0000
0.04123 0.0179 0.0018 0.0000
0.04133 0.0161 0.0018 0.0000
0.04143 0.0161 0.0018 0.0000
0.04152 0.0155 0.0030 0.0000
0.04162 0.0161 0.0018 0.0000
0.04172 0.0161 0.0018 0.0000
0.04182 0.0161 0.0024 0.0000
0.04192 0.0167 0.0006 0.0000
0.04202 0.0161 0.0018 0.0000
0.04212 0.0155 0.0030 0.0000
0.04222 0.0167 0.0018 0.0000
0.04232 0.0161 0.0024 0.0000
0.04242 0.0161 0.0018 0.0000
0.04252 0.0149 0.0018 0.0000
0.04262 0.0173 0.0018 0.0000
0.04272 0.0167 0.0018 0.0000
0.04282 0.0161 0.0024 0.0000
0.04292 0.0149 0.0018 0.0000
0.04302 0.0161 0.0018 0.0000
0.04312 0.0167 0.0018 0.0000
0.04322 0.0155 0.0018 0.0000
0.04332 0.0161 0.0024 0.0000
0.04342 0.0167 0.0024 0.0000
0.04352 0.0161 0.0024 0.0000
0.04362 0.0155 0.0006 0.0000
0.04372 0.0161 0.0018 0.0000
0.04382 0.0167 0.0024 0.0000
0.04392 0.0161 0.0024 0.0000
0.04402 0.0161 0.0024 0.0000
0.04412 0.0155 0.0018 0.0000
0.04422 0.0161 0.0018 0.0000
0.04432 0.0161 0.0018 0.0000
0.04442 0.0155 0.0018 0.0000
0.04452 0.0161 0.0030 0.0000
0.04462 0.0167 0.0018 0.0000
0.04472 0.0161 0.0024 0.0000
0.04482 0.0161 0.0018 0.0000
0.04492 0.0161 0.0018 0.0000
0.04502 0.0155 0.0012 0.0000
0.04512 0.0161 0.0024 0.0000
0.04522 0.0161 0.0024 0.0000
0.04532 0.0161 0.0018 0.0000
0.04542 0.0161 0.0018 0.0000
0.04552 0.0161 0.0018 0.0000
0.04562 0.0155 0.0018 0.0000
0.04572 0.0167 0.0024 0.0000
0.04582 0.0161 0.0018 0.0000
0.04592 0.0161 0.0030 0.0000
0.04602 0.0155 0.0006 0.0000
0.04612 0.0161 0.0018 0.0000
0.04622 0.0155 0.0024 0.0000
0.04632 0.0167 0.0018 0.0000
0.04642 0.0155 0.0018 0.0000
0.04652 0.0167 0.0030 0.0000
0.04662 0.0161 0.0018 0.0000
0.04672 0.0161 0.0018 0.0000
0.04682 0.0149 0.0018 0.0000
0.04692 0.0161 0.0030 0.0000
0.04702 0.0167 0.0018 0.0000
0.04711 0.0161 0.0024 0.0000
0.04721 0.0155 0.0018 0.0000
0.04731 0.0167 0.0018 0.0000
0.04741 0.0155 0.0012 0.0000
0.04751 0.0167 0.0024 0.0000
0.04761 0.0161 0.0024 0.0000
0.04771 0.0149 0.0018 0.0000
0.04781 0.0173 0.0018 0.0000
0.04791 0.0155 0.0018 0.0000
0.04801 0.0155 0.0018 0.0000
0.04811 0.0167 0.0024 0.0000
0.04821 0.0155 0.0018 0.0000
0.04831 0.0161 0.0018 0.0000
0.04841 0.0161 0.0018 0.0000
0.04851 0.0155 0.0018 0.0000
0.04861 0.0173 0.0024 0.0000
0.04871 0.0149 0.0018 0.0000
0.04881 0.0161 0.0018 0.0000
0.04891 0.0167 0.0018 0.0000
0.04901 0.0155 0.0030 0.0000
0.04911 0.0161 0.0018 0.0000
0.04921 0.0161 0.0018 0.0000
0.04931 0.0149 0.0012 0.0000
0.04941 0.0161 0.0018 0.0000
0.04951 0.0167 0.0030 0.0000
0.04961 0.0155 0.0018 0.0000
0.04971 0.0167 0.0018 0.0000
0.04981 0.0161 0.0024 0.0000
0.04991 0.0155 0.0024 0.0000
0.05001 0.0167 0.0024 0.0000
0.05011 0.0149 0.0018 0.0000
0.05021 0.0161 0.0018 0.0000
0.05031 0.0161 0.0012 0.0000
0.05041 0.0161 0.0018 0.0000
0.05051 0.0167 0.0030 0.0000
0.05061 0.0155 0.0018 0.0000
0.05071 0.0161 0.0018 0.0000
0.05081 0.0161 0.0018 0.0000
0.05091 0.0119 0.0018 0.0000
0.05101 0.0090 0.0024 0.0000
0.05111 0.0096 0.0018 0.0000
0.05121 0.0096 0.0018 0.0000
0.05131 0.0090 0.0018 0.0000
0.05141 0.0102 0.0018 0.0000
0.05151 0.0084 0.0024 0.0000
0.05161 0.0096 0.0018 0.0000
0.05171 0.0096 0.0018 0.0000
0.05181 0.0096 0.0018 0.0000
0.05191 0.0090 0.0018 0.0000
0.05201 0.0090 0.0024 0.0000
0.05211 0.0096 0.0018 0.0000
0.05221 0.0096 0.0018 0.0000
0.05231 0.0096 0.0030 0.0000
0.05241 0.0090 0.0018 0.0000
0.05251 0.0102 0.0018 0.0000
0.05260 0.0149 0.0030 0.0000
0.05270 0.0149 0.0018 0.0000
0.05280 0.0155 0.0030 0.0000
0.05290 0.0149 0.0018 0.0000
0.05300 0.0155 0.0030 0.0000
0.05310 0.0161 0.0018 0.0000
0.05320 0.0149 0.0030 0.0000
0.05330 0.0143 0.0018 0.0000
0.05340 0.0155 0.0030 0.0000
0.05350 0.0161 0.0018 0.0000
0.05360 0.0143 0.0030 0.0000
0.05370 0.0161 0.0030 0.0000
0.05380 0.0143 0.0018 0.0000
0.05390 0.0161 0.0018 0.0000
0.05400 0.0209 0.0042 0.0000
0.05410 0.0191 0.0024 0.0000
0.05420 0.0191 0.0030 0.0000
0.05430 0.0197 0.0042 0.0000
0.05440 0.0191 0.0036 0.0000
0.05450 0.0179 0.0018 0.0000
0.05460 0.0125 0.0030 0.0000
0.05470 0.0143 0.0030 0.0000
0.05480 0.0137 0.0036 0.0000
0.05490 0.0137 0.0018 0.0000
0.05500 0.0143 0.0030 0.0000
0.05510 0.0131 0.0042 0.0000
0.05520 0.0143 0.0024 0.0000
0.05530 0.0131 0.0024 0.0000
0.05540 0.0131 0.0036 0.0000
0.05550 0.0137 0.0030 0.0000
0.05560 0.0137 0.0030 0.0000
0.05570 0.0137 0.0018 0.0000
0.05580 0.0143 0.0036 0.0000
0.05590 0.0131 0.0030 0.0000
0.05600 0.0143 0.0030 0.0000
0.05610 0.0137 0.0030 0.0000
0.05620 0.0137 0.0024 0.0000
0.05630 0.0131 0.0030 0.0000
0.05640 0.0137 0.0030 0.0000
0.05650 0.0137 0.0030 0.0000
0.05660 0.0137 0.0030 0.0000
0.05670 0.0137 0.0024 0.0000
0.05680 0.0137 0.0030 0.0000
0.05690 0.0143 0.0030 0.0000
0.05700 0.0125 0.0030 0.0000
0.05710 0.0149 0.0036 0.0000
0.05720 0.0137 0.0018 0.0000
0.05730 0.0131 0.0030 0.0000
0.05740 0.0137 0.0030 0.0000
0.05750 0.0137 0.0036 0.0000
0.05760 0.0143 0.0024 0.0000
0.05770 0.0227 0.0036 0.0000
0.05780 0.0137 0.0018 0.0000
0.05790 0.0137 0.0042 0.0000
0.05800 0.0137 0.0024 0.0000
0.05809 0.0131 0.0030 0.0000
0.05819 0.0137 0.0018 0.0000
0.05829 0.0137 0.0042 0.0000
0.05839 0.0137 0.0030 0.0000
0.05849 0.0137 0.0024 0.0000
0.05859 0.0137 0.0030 0.0000
0.05869 0.0137 0.0030 0.0000
0.05879 0.0131 0.0030 0.0000
0.05889 0.0137 0.0030 0.0000
0.05899 0.0149 0.0024 0.0000
0.05909 0.0125 0.0030 0.0000
0.05919 0.0143 0.0030 0.0000
0.05929 0.0131 0.0030 0.0000
0.05939 0.0143 0.0030 0.0000
0.05949 0.0137 0.0024 0.0000
0.05959 0.0137 0.0042 0.0000
0.05969 0.0137 0.0018 0.0000
0.05979 0.0131 0.0030 0.0000
0.05989 0.0149 0.0030 0.0000
0.05999 0.0125 0.0036 0.0000
0.06009 0.0137 0.0018 0.0000
0.06019 0.0137 0.0042 0.0000
0.06029 0.0143 0.0024 0.0000
0.06039 0.0131 0.0030 0.0000
0.06049 0.0143 0.0018 0.0000
0.06059 0.0125 0.0042 0.0000
0.06069 0.0143 0.0018 0.0000
0.06079 0.0137 0.0030 0.0000
0.06089 0.0137 0.0030 0.0000
0.06099 0.0131 0.0036 0.0000
0.06109 0.0143 0.0018 0.0000
0.06119 0.0137 0.0030 0.0000
0.06129 0.0137 0.0030 0.0000
0.06139 0.0125 0.0036 0.0000
0.06149 0.0143 0.0030 0.0000
0.06159 0.0137 0.0030 0.0000
0.06169 0.0137 0.0030 0.0000
0.06179 0.0143 0.0024 0.0000
0.06189 0.0131 0.0042 0.0000
0.06199 0.0143 0.0018 0.0000
0.06209 0.0161 0.0030 0.0000
0.06219 0.0143 0.0030 0.0000
0.06229 0.0143 0.0036 0.0000
0.06239 0.0161 0.0018 0.0000
0.06249 0.0155 0.0042 0.0000
0.06259 0.0143 0.0024 0.0000
0.06269 0.0155 0.0030 0.0000
0.06279 0.0143 0.0018 0.0000
0.06289 0.0149 0.0042 0.0000
0.06299 0.0155 0.0030 0.0000
0.06309 0.0143 0.0018 0.0000
0.06319 0.0143 0.0030 0.0000
0.06329 0.0155 0.0036 0.0000
0.06339 0.0149 0.0018 0.0000
0.06349 0.0149 0.0030 0.0000
0.06359 0.0143 0.0030 0.0000
0.06368 0.0149 0.0036 0.0000
0.06378 0.0155 0.0018 0.0000
0.06388 0.0143 0.0042 0.0000
0.06398 0.0143 0.0018 0.0000
0.06408 0.0161 0.0036 0.0000
0.06418 0.0143 0.0024 0.0000
0.06428 0.0203 0.0036 0.0000
0.06438 0.0185 0.0030 0.0000
0.06448 0.0209 0.0030 0.0000
0.06458 0.0209 0.0036 0.0000
0.06468 0.0191 0.0030 0.0000
0.06478 0.0209 0.0036 0.0000
0.06488 0.0203 0.0030 0.0000
0.06498 0.0191 0.0036 0.0000
0.06508 0.0203 0.0030 0.0000
0.06518 0.0191 0.0030 0.0000
0.06528 0.0209 0.0036 0.0000
0.06538 0.0191 0.0042 0.0000
0.06548 0.0191 0.0018 0.0000
0.06558 0.0197 0.0036 0.0000
0.06568 0.0191 0.0024 0.0000
0.06578 0.0191 0.0036 0.0000
0.06588 0.0191 0.0030 0.0000
0.06598 0.0197 0.0030 0.0000
0.06608 0.0191 0.0024 0.0000
0.06618 0.0191 0.0030 0.0000
0.06628 0.0203 0.0030 0.0000
0.06638 0.0191 0.0030 0.0000
0.06648 0.0179 0.0036 0.0000
0.06658 0.0191 0.0018 0.0000
0.06668 0.0191 0.0042 0.0000
0.06678 0.0197 0.0030 0.0000
0.06688 0.0197 0.0024 0.0000
0.06698 0.0191 0.0042 0.0000
0.06708 0.0197 0.0036 0.0000
0.06718 0.0191 0.0018 0.0000
0.06728 0.0191 0.0042 0.0000
0.06738 0.0185 0.0036 0.0000
0.06748 0.0203 0.0030 0.0000
0.06758 0.0185 0.0030 0.0000
0.06768 0.0197 0.0036 0.0000
0.06778 0.0197 0.0042 0.0000
0.06788 0.0191 0.0036 0.0000
0.06798 0.0203 0.0030 0.0000
0.06808 0.0215 0.0030 0.0000
0.06818 0.0221 0.0036 0.0000
0.06828 0.0227 0.0036 0.0000
0.06838 0.0227 0.0030 0.0000
0.06848 0.0221 0.0030 0.0000
0.06858 0.0227 0.0036 0.0000
0.06868 0.0227 0.0042 0.0000
0.06878 0.0215 0.0030 0.0000
0.06888 0.0233 0.0024 0.0000
0.06898 0.0233 0.0042 0.0000
0.06908 0.0215 0.0036 0.0000
0.06917 0.0227 0.0042 0.0000
