"number" "dsum" "count" "missing" "quant_error" "fname"
144 48.0 48 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_breviceps.tif"
145 599.0 599 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Doryrhina_camerunensis.tif"
146 78.0 78 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_coronatus.tif"
147 147.0 147 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_crumeniferus.tif"
148 36.0 36 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_inexpectatus.tif"
149 693.0 693 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_macrobullatus.tif"
150 8.0 8 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hipposideros_nequam.tif"
151 40389.0 40389 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Histiotus_alienus.tif"
152 156651. 156651 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Histiotus_velatus.tif"
153 51.0 51 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Baiyankamys_habbema.tif"
154 58.0 58 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hydromys_hussoni.tif"
155 1901.0 1901 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hydromys_neobritannicus.tif"
156 2.0 2 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Amphibia_Bokermannohyla_langei.tif"
157 8.0 8 26505689 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\dd_rasters\Mammalia_Hylopetes_bartelsi.tif"
