internalTaxonId,scientificName,orderName,className,familyName
42641,Abditomys latidens,RODENTIA,MAMMALIA,MURIDAE
22687170,Abeillia abeillei,CAPRIMULGIFORMES,AVES,TROCHILIDAE
17879,Abeomelomys sevia,RODENTIA,MAMMALIA,MURIDAE
48839409,Ablepharus bivittatus,SQUAMATA,REPTILIA,SCINCIDAE
61450,Ablepharus budaki,SQUAMATA,REPTILIA,SCINCIDAE
164622,Ablepharus chernovi,SQUAMATA,REPTILIA,SCINCIDAE
47756038,Ablepharus darvazi,SQUAMATA,REPTILIA,SCINCIDAE
178546,Ablepharus deserti,SQUAMATA,REPTILIA,SCINCIDAE
47756048,Ablepharus grayanus,SQUAMATA,REPTILIA,SCINCIDAE
29691,Ablepharus kitaibelii,SQUAMATA,REPTILIA,SCINCIDAE
48839132,Ablepharus lindbergi,SQUAMATA,REPTILIA,SCINCIDAE
164747,Ablepharus pannonicus,SQUAMATA,REPTILIA,SCINCIDAE
61451,Ablepharus rueppellii,SQUAMATA,REPTILIA,SCINCIDAE
47761700,Abrawayaomys chebezi,RODENTIA,MAMMALIA,CRICETIDAE
47760825,Abrawayaomys ruschii,RODENTIA,MAMMALIA,CRICETIDAE
42656,Abrocoma bennettii,RODENTIA,MAMMALIA,ABROCOMIDAE
18,Abrocoma boliviensis,RODENTIA,MAMMALIA,ABROCOMIDAE
136334,Abrocoma budini,RODENTIA,MAMMALIA,ABROCOMIDAE
42657,Abrocoma cinerea,RODENTIA,MAMMALIA,ABROCOMIDAE
136367,Abrocoma famatina,RODENTIA,MAMMALIA,ABROCOMIDAE
136525,Abrocoma shistacea,RODENTIA,MAMMALIA,ABROCOMIDAE
136302,Abrocoma uspallata,RODENTIA,MAMMALIA,ABROCOMIDAE
136546,Abrocoma vaccarum,RODENTIA,MAMMALIA,ABROCOMIDAE
63712,Abronia antauges,SQUAMATA,REPTILIA,ANGUIDAE
203012,Abronia anzuetoi,SQUAMATA,REPTILIA,ANGUIDAE
203013,Abronia aurita,SQUAMATA,REPTILIA,ANGUIDAE
63674,Abronia bogerti,SQUAMATA,REPTILIA,ANGUIDAE
203014,Abronia campbelli,SQUAMATA,REPTILIA,ANGUIDAE
63675,Abronia chiszari,SQUAMATA,REPTILIA,ANGUIDAE
63676,Abronia deppii,SQUAMATA,REPTILIA,ANGUIDAE
203015,Abronia fimbriata,SQUAMATA,REPTILIA,ANGUIDAE
29479,Abronia frosti,SQUAMATA,REPTILIA,ANGUIDAE
63677,Abronia fuscolabialis,SQUAMATA,REPTILIA,ANGUIDAE
63713,Abronia gadovii,SQUAMATA,REPTILIA,ANGUIDAE
203016,Abronia gaiophantasma,SQUAMATA,REPTILIA,ANGUIDAE
63678,Abronia graminea,SQUAMATA,REPTILIA,ANGUIDAE
63714,Abronia juarezi,SQUAMATA,REPTILIA,ANGUIDAE
63679,Abronia leurolepis,SQUAMATA,REPTILIA,ANGUIDAE
63680,Abronia lythrochila,SQUAMATA,REPTILIA,ANGUIDAE
63681,Abronia martindelcampoi,SQUAMATA,REPTILIA,ANGUIDAE
63682,Abronia matudai,SQUAMATA,REPTILIA,ANGUIDAE
203017,Abronia meledona,SQUAMATA,REPTILIA,ANGUIDAE
63683,Abronia mitchelli,SQUAMATA,REPTILIA,ANGUIDAE
63684,Abronia mixteca,SQUAMATA,REPTILIA,ANGUIDAE
20,Abronia montecristoi,SQUAMATA,REPTILIA,ANGUIDAE
176253,Abronia monticola,SQUAMATA,REPTILIA,ANGUIDAE
176254,Abronia moreletii,SQUAMATA,REPTILIA,ANGUIDAE
63685,Abronia oaxacae,SQUAMATA,REPTILIA,ANGUIDAE
63686,Abronia ochoterenai,SQUAMATA,REPTILIA,ANGUIDAE
63687,Abronia ornelasi,SQUAMATA,REPTILIA,ANGUIDAE
63688,Abronia ramirezi,SQUAMATA,REPTILIA,ANGUIDAE
63689,Abronia reidi,SQUAMATA,REPTILIA,ANGUIDAE
203018,Abronia salvadorensis,SQUAMATA,REPTILIA,ANGUIDAE
63690,Abronia smithi,SQUAMATA,REPTILIA,ANGUIDAE
63691,Abronia taeniata,SQUAMATA,REPTILIA,ANGUIDAE
203019,Abronia vasconcelosii,SQUAMATA,REPTILIA,ANGUIDAE
63715,Abronia viridiflava,SQUAMATA,REPTILIA,ANGUIDAE
22715451,Abroscopus albogularis,PASSERIFORMES,AVES,SCOTOCERCIDAE
22715454,Abroscopus schisticeps,PASSERIFORMES,AVES,SCOTOCERCIDAE
22731005,Abroscopus superciliaris,PASSERIFORMES,AVES,SCOTOCERCIDAE
4803,Abrothrix andinus,RODENTIA,MAMMALIA,CRICETIDAE
735,Abrothrix illutea,RODENTIA,MAMMALIA,CRICETIDAE
4804,Abrothrix jelskii,RODENTIA,MAMMALIA,CRICETIDAE
740,Abrothrix lanosus,RODENTIA,MAMMALIA,CRICETIDAE
743,Abrothrix longipilis,RODENTIA,MAMMALIA,CRICETIDAE
114955961,Abrothrix manni,RODENTIA,MAMMALIA,CRICETIDAE
751,Abrothrix olivaceus,RODENTIA,MAMMALIA,CRICETIDAE
754,Abrothrix sanborni,RODENTIA,MAMMALIA,CRICETIDAE
22678440,Aburria aburri,GALLIFORMES,AVES,CRACIDAE
22704451,Acanthagenys rufogularis,PASSERIFORMES,AVES,MELIPHAGIDAE
22723128,Acanthidops bairdi,PASSERIFORMES,AVES,THRAUPIDAE
22725044,Acanthis flammea,PASSERIFORMES,AVES,FRINGILLIDAE
22698577,Acanthisitta chloris,PASSERIFORMES,AVES,ACANTHISITTIDAE
56054,Acanthixalus sonjae,ANURA,AMPHIBIA,HYPEROLIIDAE
56055,Acanthixalus spinosus,ANURA,AMPHIBIA,HYPEROLIIDAE
22731025,Acanthiza apicalis,PASSERIFORMES,AVES,ACANTHIZIDAE
22704647,Acanthiza chrysorrhoa,PASSERIFORMES,AVES,ACANTHIZIDAE
22704665,Acanthiza cinerea,PASSERIFORMES,AVES,ACANTHIZIDAE
22704635,Acanthiza ewingii,PASSERIFORMES,AVES,ACANTHIZIDAE
22704641,Acanthiza inornata,PASSERIFORMES,AVES,ACANTHIZIDAE
22704644,Acanthiza iredalei,PASSERIFORMES,AVES,ACANTHIZIDAE
22704627,Acanthiza katherina,PASSERIFORMES,AVES,ACANTHIZIDAE
22704656,Acanthiza lineata,PASSERIFORMES,AVES,ACANTHIZIDAE
22704624,Acanthiza murina,PASSERIFORMES,AVES,ACANTHIZIDAE
22704653,Acanthiza nana,PASSERIFORMES,AVES,ACANTHIZIDAE
22704630,Acanthiza pusilla,PASSERIFORMES,AVES,ACANTHIZIDAE
22704638,Acanthiza reguloides,PASSERIFORMES,AVES,ACANTHIZIDAE
22704659,Acanthiza robustirostris,PASSERIFORMES,AVES,ACANTHIZIDAE
22704650,Acanthiza uropygialis,PASSERIFORMES,AVES,ACANTHIZIDAE
199598,Acanthocercus adramitanus,SQUAMATA,REPTILIA,AGAMIDAE
170363,Acanthocercus annectans,SQUAMATA,REPTILIA,AGAMIDAE
110132395,Acanthocercus atricollis,SQUAMATA,REPTILIA,AGAMIDAE
20877922,Acanthocercus branchi,SQUAMATA,REPTILIA,AGAMIDAE
136544007,Acanthocercus cyanocephalus,SQUAMATA,REPTILIA,AGAMIDAE
170365,Acanthocercus cyanogaster,SQUAMATA,REPTILIA,AGAMIDAE
136544462,Acanthocercus gregorii,SQUAMATA,REPTILIA,AGAMIDAE
20877932,Acanthocercus guentherpetersi,SQUAMATA,REPTILIA,AGAMIDAE
136544794,Acanthocercus kiwuensis,SQUAMATA,REPTILIA,AGAMIDAE
136545273,Acanthocercus minutus,SQUAMATA,REPTILIA,AGAMIDAE
20877943,Acanthocercus phillipsii,SQUAMATA,REPTILIA,AGAMIDAE
136545426,Acanthocercus ugandaensis,SQUAMATA,REPTILIA,AGAMIDAE
199599,Acanthocercus yemensis,SQUAMATA,REPTILIA,AGAMIDAE
97259978,Acanthochelys macrocephala,TESTUDINES,REPTILIA,CHELIDAE
75,Acanthochelys pallidipectoris,TESTUDINES,REPTILIA,CHELIDAE
78,Acanthochelys radiolata,TESTUDINES,REPTILIA,CHELIDAE
76,Acanthochelys spixii,TESTUDINES,REPTILIA,CHELIDAE
61452,Acanthodactylus ahmaddisii,SQUAMATA,REPTILIA,LACERTIDAE
177908,Acanthodactylus arabicus,SQUAMATA,REPTILIA,LACERTIDAE
197434,Acanthodactylus aureus,SQUAMATA,REPTILIA,LACERTIDAE
61453,Acanthodactylus bedriagai,SQUAMATA,REPTILIA,LACERTIDAE
61454,Acanthodactylus beershebensis,SQUAMATA,REPTILIA,LACERTIDAE
61455,Acanthodactylus blanci,SQUAMATA,REPTILIA,LACERTIDAE
164596,Acanthodactylus blanfordii,SQUAMATA,REPTILIA,LACERTIDAE
164610,Acanthodactylus boskianus,SQUAMATA,REPTILIA,LACERTIDAE
13151858,Acanthodactylus boueti,SQUAMATA,REPTILIA,LACERTIDAE
178569,Acanthodactylus busacki,SQUAMATA,REPTILIA,LACERTIDAE
21220771,Acanthodactylus cantoris,SQUAMATA,REPTILIA,LACERTIDAE
197433,Acanthodactylus dumerilii,SQUAMATA,REPTILIA,LACERTIDAE
61456,Acanthodactylus erythrurus,SQUAMATA,REPTILIA,LACERTIDAE
199610,Acanthodactylus felicis,SQUAMATA,REPTILIA,LACERTIDAE
199609,Acanthodactylus gongrorhynchatus,SQUAMATA,REPTILIA,LACERTIDAE
164590,Acanthodactylus grandis,SQUAMATA,REPTILIA,LACERTIDAE
13151869,Acanthodactylus guineensis,SQUAMATA,REPTILIA,LACERTIDAE
178437,Acanthodactylus haasi,SQUAMATA,REPTILIA,LACERTIDAE
164562,Acanthodactylus harranensis,SQUAMATA,REPTILIA,LACERTIDAE
197435,Acanthodactylus longipes,SQUAMATA,REPTILIA,LACERTIDAE
61458,Acanthodactylus maculatus,SQUAMATA,REPTILIA,LACERTIDAE
199608,Acanthodactylus masirae,SQUAMATA,REPTILIA,LACERTIDAE
61459,Acanthodactylus mechriguensis,SQUAMATA,REPTILIA,LACERTIDAE
164646,Acanthodactylus micropholis,SQUAMATA,REPTILIA,LACERTIDAE
29483,Acanthodactylus nilsoni,SQUAMATA,REPTILIA,LACERTIDAE
164656,Acanthodactylus opheodurus,SQUAMATA,REPTILIA,LACERTIDAE
164723,Acanthodactylus orientalis,SQUAMATA,REPTILIA,LACERTIDAE
61460,Acanthodactylus pardalis,SQUAMATA,REPTILIA,LACERTIDAE
164724,Acanthodactylus robustus,SQUAMATA,REPTILIA,LACERTIDAE
61461,Acanthodactylus savignyi,SQUAMATA,REPTILIA,LACERTIDAE
164695,Acanthodactylus schmidti,SQUAMATA,REPTILIA,LACERTIDAE
222350753,Acanthodactylus schreiberi,SQUAMATA,REPTILIA,LACERTIDAE
164678,Acanthodactylus scutellatus,SQUAMATA,REPTILIA,LACERTIDAE
13151884,Acanthodactylus senegalensis,SQUAMATA,REPTILIA,LACERTIDAE
61463,Acanthodactylus spinicauda,SQUAMATA,REPTILIA,LACERTIDAE
197432,Acanthodactylus taghitensis,SQUAMATA,REPTILIA,LACERTIDAE
199607,Acanthodactylus tilburyi,SQUAMATA,REPTILIA,LACERTIDAE
164627,Acanthodactylus tristrami,SQUAMATA,REPTILIA,LACERTIDAE
199841,Acanthodactylus yemenicus,SQUAMATA,REPTILIA,LACERTIDAE
42492756,Acanthophis antarcticus,SQUAMATA,REPTILIA,ELAPIDAE
102703587,Acanthophis cryptamydros,SQUAMATA,REPTILIA,ELAPIDAE
42492770,Acanthophis hawkei,SQUAMATA,REPTILIA,ELAPIDAE
42492778,Acanthophis laevis,SQUAMATA,REPTILIA,ELAPIDAE
42492787,Acanthophis praelongus,SQUAMATA,REPTILIA,ELAPIDAE
42492797,Acanthophis pyrrhus,SQUAMATA,REPTILIA,ELAPIDAE
177483,Acanthophis rugosus,SQUAMATA,REPTILIA,ELAPIDAE
42492807,Acanthophis wellsi,SQUAMATA,REPTILIA,ELAPIDAE
22716338,Acanthoptila nipalensis,PASSERIFORMES,AVES,LEIOTRICHIDAE
22704424,Acanthorhynchus superciliosus,PASSERIFORMES,AVES,MELIPHAGIDAE
22704421,Acanthorhynchus tenuirostris,PASSERIFORMES,AVES,MELIPHAGIDAE
22704585,Acanthornis magna,PASSERIFORMES,AVES,ACANTHIZIDAE
99927809,Acanthosaura armata,SQUAMATA,REPTILIA,AGAMIDAE
99927868,Acanthosaura bintangensis,SQUAMATA,REPTILIA,AGAMIDAE
99927952,Acanthosaura brachypoda,SQUAMATA,REPTILIA,AGAMIDAE
104634462,Acanthosaura capra,SQUAMATA,REPTILIA,AGAMIDAE
99928012,Acanthosaura cardamomensis,SQUAMATA,REPTILIA,AGAMIDAE
99928108,Acanthosaura coronata,SQUAMATA,REPTILIA,AGAMIDAE
99928146,Acanthosaura crucigera,SQUAMATA,REPTILIA,AGAMIDAE
170366,Acanthosaura lepidogaster,SQUAMATA,REPTILIA,AGAMIDAE
99928179,Acanthosaura nataliae,SQUAMATA,REPTILIA,AGAMIDAE
99928222,Acanthosaura phuketensis,SQUAMATA,REPTILIA,AGAMIDAE
99928409,Acanthosaura titiwangsaensis,SQUAMATA,REPTILIA,AGAMIDAE
22695535,Accipiter albogularis,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695490,Accipiter badius,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695669,Accipiter bicolor,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695605,Accipiter brachyurus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695499,Accipiter brevipes,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695494,Accipiter butleri,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695486,Accipiter castanilius,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
219590066,Accipiter cirrocephalus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695568,Accipiter collaris,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695656,Accipiter cooperii,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695596,Accipiter erythrauchen,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695576,Accipiter erythropus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
219590235,Accipiter fasciatus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695508,Accipiter francesiae,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695683,Accipiter gentilis,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695465,Accipiter griseiceps,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695585,Accipiter gularis,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695659,Accipiter gundlachi,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695541,Accipiter haplochrous,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695544,Accipiter henicogrammus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695678,Accipiter henstii,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22727721,Accipiter hiogaster,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695553,Accipiter imitator,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695547,Accipiter luteoschistaceus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695613,Accipiter madagascariensis,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695532,Accipiter melanochlamys,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695673,Accipiter melanoleucus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695689,Accipiter meyerianus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695581,Accipiter minullus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695591,Accipiter nanus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695624,Accipiter nisus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22727714,Accipiter novaehollandiae,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695619,Accipiter ovampensis,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695558,Accipiter poliocephalus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695453,Accipiter poliogaster,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695561,Accipiter princeps,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695610,Accipiter rhodogaster,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695538,Accipiter rufitorques,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695630,Accipiter rufiventris,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695503,Accipiter soloensis,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22734130,Accipiter striatus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695565,Accipiter superciliosus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22727727,Accipiter sylvestris,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22727697,Accipiter tachiro,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22727705,Accipiter toussenelii,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695516,Accipiter trinotatus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695462,Accipiter trivirgatus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
22695588,Accipiter virgatus,ACCIPITRIFORMES,AVES,ACCIPITRIDAE
137,Acerodon celebensis,CHIROPTERA,MAMMALIA,PTEROPODIDAE
138,Acerodon humilis,CHIROPTERA,MAMMALIA,PTEROPODIDAE
139,Acerodon jubatus,CHIROPTERA,MAMMALIA,PTEROPODIDAE
140,Acerodon leucotis,CHIROPTERA,MAMMALIA,PTEROPODIDAE
142,Acerodon mackloti,CHIROPTERA,MAMMALIA,PTEROPODIDAE
22682510,Aceros nipalensis,BUCEROTIFORMES,AVES,BUCEROTIDAE
22714641,Achaetops pycnopygius,PASSERIFORMES,AVES,MACROSPHENIDAE
176324,Achalinus ater,SQUAMATA,REPTILIA,XENODERMIDAE
211837219,Achalinus dehuaensis,SQUAMATA,REPTILIA,XENODERMIDAE
192148,Achalinus formosanus,SQUAMATA,REPTILIA,XENODERMIDAE
192028,Achalinus hainanus,SQUAMATA,REPTILIA,XENODERMIDAE
211837241,Achalinus huangjietangi,SQUAMATA,REPTILIA,XENODERMIDAE
176325,Achalinus jinggangensis,SQUAMATA,REPTILIA,XENODERMIDAE
191936,Achalinus meiguensis,SQUAMATA,REPTILIA,XENODERMIDAE
192192,Achalinus niger,SQUAMATA,REPTILIA,XENODERMIDAE
221611361,Achalinus ningshanensis,SQUAMATA,REPTILIA,XENODERMIDAE
211837263,Achalinus panzhihuaensis,SQUAMATA,REPTILIA,XENODERMIDAE
199524183,Achalinus pingbianensis,SQUAMATA,REPTILIA,XENODERMIDAE
192099,Achalinus rufescens,SQUAMATA,REPTILIA,XENODERMIDAE
192200,Achalinus spinalis,SQUAMATA,REPTILIA,XENODERMIDAE
161,Achalinus werneri,SQUAMATA,REPTILIA,XENODERMIDAE
211837282,Achalinus yangdatongi,SQUAMATA,REPTILIA,XENODERMIDAE
199524219,Achalinus yunkaiensis,SQUAMATA,REPTILIA,XENODERMIDAE
219,Acinonyx jubatus,CARNIVORA,MAMMALIA,FELIDAE
44936,Acomys airensis,RODENTIA,MAMMALIA,MURIDAE
263,Acomys cahirinus,RODENTIA,MAMMALIA,MURIDAE
264,Acomys cilicicus,RODENTIA,MAMMALIA,MURIDAE
265,Acomys cineraceus,RODENTIA,MAMMALIA,MURIDAE
136471,Acomys dimidiatus,RODENTIA,MAMMALIA,MURIDAE
266,Acomys ignitus,RODENTIA,MAMMALIA,MURIDAE
44938,Acomys johannis,RODENTIA,MAMMALIA,MURIDAE
267,Acomys kempi,RODENTIA,MAMMALIA,MURIDAE
268,Acomys louisae,RODENTIA,MAMMALIA,MURIDAE
269,Acomys minous,RODENTIA,MAMMALIA,MURIDAE
270,Acomys mullah,RODENTIA,MAMMALIA,MURIDAE
47806447,Acomys muzei,RODENTIA,MAMMALIA,MURIDAE
271,Acomys nesiotes,RODENTIA,MAMMALIA,MURIDAE
47806534,Acomys ngurui,RODENTIA,MAMMALIA,MURIDAE
272,Acomys percivali,RODENTIA,MAMMALIA,MURIDAE
273,Acomys russatus,RODENTIA,MAMMALIA,MURIDAE
47806307,Acomys selousi,RODENTIA,MAMMALIA,MURIDAE
44939,Acomys seurati,RODENTIA,MAMMALIA,MURIDAE
47805694,Acomys spinosissimus,RODENTIA,MAMMALIA,MURIDAE
275,Acomys subspinosus,RODENTIA,MAMMALIA,MURIDAE
276,Acomys wilsoni,RODENTIA,MAMMALIA,MURIDAE
278,Aconaemys fuscus,RODENTIA,MAMMALIA,OCTODONTIDAE
136331,Aconaemys porteri,RODENTIA,MAMMALIA,OCTODONTIDAE
279,Aconaemys sagei,RODENTIA,MAMMALIA,OCTODONTIDAE
128870755,Acontias albigularis,SQUAMATA,REPTILIA,SCINCIDAE
44960171,Acontias aurantiacus,SQUAMATA,REPTILIA,SCINCIDAE
44960183,Acontias bicolor,SQUAMATA,REPTILIA,SCINCIDAE
128870065,Acontias breviceps,SQUAMATA,REPTILIA,SCINCIDAE
44960195,Acontias cregoi,SQUAMATA,REPTILIA,SCINCIDAE
110229440,Acontias fitzsimonsi,SQUAMATA,REPTILIA,SCINCIDAE
44960203,Acontias gariepensis,SQUAMATA,REPTILIA,SCINCIDAE
44975977,Acontias gracilicauda,SQUAMATA,REPTILIA,SCINCIDAE
44974254,Acontias grayi,SQUAMATA,REPTILIA,SCINCIDAE
44960217,Acontias jappi,SQUAMATA,REPTILIA,SCINCIDAE
44960290,Acontias kgalagadi,SQUAMATA,REPTILIA,SCINCIDAE
44960378,Acontias lineatus,SQUAMATA,REPTILIA,SCINCIDAE
44977744,Acontias lineicauda,SQUAMATA,REPTILIA,SCINCIDAE
44977870,Acontias litoralis,SQUAMATA,REPTILIA,SCINCIDAE
44974868,Acontias meleagris,SQUAMATA,REPTILIA,SCINCIDAE
44975368,Acontias namaquensis,SQUAMATA,REPTILIA,SCINCIDAE
44960156,Acontias occidentalis,SQUAMATA,REPTILIA,SCINCIDAE
44975191,Acontias orientalis,SQUAMATA,REPTILIA,SCINCIDAE
110230048,Acontias parietalis,SQUAMATA,REPTILIA,SCINCIDAE
44960134,Acontias percivali,SQUAMATA,REPTILIA,SCINCIDAE
161192926,Acontias plumbeus,SQUAMATA,REPTILIA,SCINCIDAE
44977877,Acontias richardi,SQUAMATA,REPTILIA,SCINCIDAE
41230,Acontias rieppeli,SQUAMATA,REPTILIA,SCINCIDAE
44978126,Acontias schmitzi,SQUAMATA,REPTILIA,SCINCIDAE
44975073,Acontias tristis,SQUAMATA,REPTILIA,SCINCIDAE
128870867,Acontias wakkerstroomensis,SQUAMATA,REPTILIA,SCINCIDAE
282,Acrantophis dumerili,SQUAMATA,REPTILIA,BOIDAE
283,Acrantophis madagascariensis,SQUAMATA,REPTILIA,BOIDAE
134878005,Acratosaura mentalis,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE
134878739,Acratosaura spinosa,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE
22710943,Acridotheres albocinctus,PASSERIFORMES,AVES,STURNIDAE
103870359,Acridotheres burmannicus,PASSERIFORMES,AVES,STURNIDAE
22710940,Acridotheres cinereus,PASSERIFORMES,AVES,STURNIDAE
22710946,Acridotheres cristatellus,PASSERIFORMES,AVES,STURNIDAE
22710932,Acridotheres fuscus,PASSERIFORMES,AVES,STURNIDAE
22710929,Acridotheres ginginianus,PASSERIFORMES,AVES,STURNIDAE
103871222,Acridotheres grandis,PASSERIFORMES,AVES,STURNIDAE
103871334,Acridotheres javanicus,PASSERIFORMES,AVES,STURNIDAE
103870738,Acridotheres leucocephalus,PASSERIFORMES,AVES,STURNIDAE
22710909,Acridotheres melanopterus,PASSERIFORMES,AVES,STURNIDAE
22710921,Acridotheres tristis,PASSERIFORMES,AVES,STURNIDAE
76508560,Acris blanchardi,ANURA,AMPHIBIA,HYLIDAE
76508845,Acris crepitans,ANURA,AMPHIBIA,HYLIDAE
55287,Acris gryllus,ANURA,AMPHIBIA,HYLIDAE
22713173,Acritillas indica,PASSERIFORMES,AVES,PYCNONOTIDAE
102964863,Acritoscincus duperreyi,SQUAMATA,REPTILIA,SCINCIDAE
102965002,Acritoscincus platynotus,SQUAMATA,REPTILIA,SCINCIDAE
178407,Acritoscincus trilineatus,SQUAMATA,REPTILIA,SCINCIDAE
40584,Acrobates pygmaeus,DIPROTODONTIA,MAMMALIA,ACROBATIDAE
22724510,Acrobatornis fonsecai,PASSERIFORMES,AVES,FURNARIIDAE
22714802,Acrocephalus aequinoctialis,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714714,Acrocephalus agricola,PASSERIFORMES,AVES,ACROCEPHALIDAE
104317670,Acrocephalus arundinaceus,PASSERIFORMES,AVES,ACROCEPHALIDAE
103780156,Acrocephalus astrolabii,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714816,Acrocephalus atyphus,PASSERIFORMES,AVES,ACROCEPHALIDAE
219591228,Acrocephalus australis,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714709,Acrocephalus bistrigiceps,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714852,Acrocephalus brevipennis,PASSERIFORMES,AVES,ACROCEPHALIDAE
104003523,Acrocephalus caffer,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714719,Acrocephalus concinens,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714736,Acrocephalus dumetorum,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714797,Acrocephalus familiaris,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714859,Acrocephalus gracilirostris,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714757,Acrocephalus griseldis,PASSERIFORMES,AVES,ACROCEPHALIDAE
103780118,Acrocephalus hiwae,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714821,Acrocephalus kerearako,PASSERIFORMES,AVES,ACROCEPHALIDAE
22735588,Acrocephalus longirostris,PASSERIFORMES,AVES,ACROCEPHALIDAE
103780078,Acrocephalus luscinius,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714693,Acrocephalus melanopogon,PASSERIFORMES,AVES,ACROCEPHALIDAE
104012371,Acrocephalus mendanae,PASSERIFORMES,AVES,ACROCEPHALIDAE
22735592,Acrocephalus musae,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714865,Acrocephalus newtoni,PASSERIFORMES,AVES,ACROCEPHALIDAE
103780109,Acrocephalus nijoi,PASSERIFORMES,AVES,ACROCEPHALIDAE
22734033,Acrocephalus orientalis,PASSERIFORMES,AVES,ACROCEPHALIDAE
22729551,Acrocephalus orinus,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714696,Acrocephalus paludicola,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714741,Acrocephalus palustris,PASSERIFORMES,AVES,ACROCEPHALIDAE
104011899,Acrocephalus percernis,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714791,Acrocephalus rehsei,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714826,Acrocephalus rimitarae,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714874,Acrocephalus rodericanus,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714846,Acrocephalus rufescens,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714700,Acrocephalus schoenobaenus,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714722,Acrocephalus scirpaceus,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714882,Acrocephalus sechellensis,PASSERIFORMES,AVES,ACROCEPHALIDAE
22714704,Acrocephalus sorghophilus,PASSERIFORMES,AVES,ACROCEPHALIDAE
219591644,Acrocephalus stentoreus,PASSERIFORMES,AVES,ACROCEPHALIDAE
