condition group weight wgrp filename
1 1 0.364 1 ../dd_rasters/Amphibia_Hylarana parkeriana.tif
1 1 0.072 1 ../dd_rasters/Amphibia_Amolops kaulbacki.tif
1 1 0.218 1 ../dd_rasters/Amphibia_Amolops longimanus.tif
1 1 0.462 1 ../dd_rasters/Amphibia_Amolops nepalicus.tif
1 1 0.133 1 ../dd_rasters/Amphibia_Cornufer gigas.tif
1 1 0.22 1 ../dd_rasters/Amphibia_Limnonectes ghoshi.tif
1 1 0.468 1 ../dd_rasters/Amphibia_Minervarya brevipalmata.tif
1 1 0.546 1 ../dd_rasters/Amphibia_Fejervarya pulla.tif
1 1 0.206 1 ../dd_rasters/Amphibia_Hildebrandtia ornatissima.tif
1 1 0.357 1 ../dd_rasters/Amphibia_Indirana longicrus.tif
1 1 0.168 1 ../dd_rasters/Amphibia_Ingerana reticulata.tif
1 1 0.098 1 ../dd_rasters/Amphibia_Limnonectes khammonensis.tif
1 1 0.306 1 ../dd_rasters/Amphibia_Limnonectes mawlyndipi.tif
1 1 0.308 1 ../dd_rasters/Amphibia_Odorrana mawphlangensis.tif
1 1 0.294 1 ../dd_rasters/Amphibia_Limnonectes micrixalus.tif
1 1 0.08 1 ../dd_rasters/Amphibia_Meristogenys macrophthalmus.tif
1 1 0.098 1 ../dd_rasters/Amphibia_Nanorana conaensis.tif
1 1 0.185 1 ../dd_rasters/Amphibia_Nanorana feae.tif
1 1 0.471 1 ../dd_rasters/Amphibia_Nanorana mokokchungensis.tif
1 1 0.244 1 ../dd_rasters/Amphibia_Nanorana rarica.tif
1 1 0.108 1 ../dd_rasters/Amphibia_Cornufer bimaculatus.tif
1 1 0.082 1 ../dd_rasters/Amphibia_Cornufer mimicus.tif
1 1 0.233 1 ../dd_rasters/Amphibia_Ptychadena arnei.tif
1 1 0.345 1 ../dd_rasters/Amphibia_Ptychadena filwoha.tif
1 1 0.207 1 ../dd_rasters/Amphibia_Ptychadena harenna.tif
1 1 0.076 1 ../dd_rasters/Amphibia_Ptychadena ingeri.tif
1 1 0.268 1 ../dd_rasters/Amphibia_Ptychadena mapacha.tif
1 1 0.22 1 ../dd_rasters/Amphibia_Ptychadena pujoli.tif
1 1 0.172 1 ../dd_rasters/Amphibia_Ptychadena submascareniensis.tif
1 1 0.568 1 ../dd_rasters/Amphibia_Ptychadena wadei.tif
1 1 0.11 1 ../dd_rasters/Amphibia_Papurana aurata.tif
1 1 0.3 1 ../dd_rasters/Amphibia_Pulchrana debussyi.tif
1 1 0.345 1 ../dd_rasters/Amphibia_Hylarana garoensis.tif
1 1 0.119 1 ../dd_rasters/Amphibia_Papurana grisea.tif
1 1 0.574 1 ../dd_rasters/Amphibia_Odorrana leporipes.tif
1 1 0.223 1 ../dd_rasters/Amphibia_Hylarana margariana.tif
1 1 0.646 1 ../dd_rasters/Amphibia_Humerana oatesii.tif
1 1 0.251 1 ../dd_rasters/Amphibia_Hylarana persimilis.tif
1 1 0.505 1 ../dd_rasters/Amphibia_Sphaerotheca leucorhynchus.tif
1 1 0.37 1 ../dd_rasters/Amphibia_Tomopterna ahli.tif
1 1 0.252 1 ../dd_rasters/Amphibia_Rohanixalus punctatus.tif
1 1 0.348 1 ../dd_rasters/Amphibia_Philautus cinerascens.tif
1 1 0.315 1 ../dd_rasters/Amphibia_Raorchestes garo.tif
1 1 0.268 1 ../dd_rasters/Amphibia_Philautus maosonensis.tif
1 1 0.153 1 ../dd_rasters/Amphibia_Gracixalus medogensis.tif
1 1 0.113 1 ../dd_rasters/Amphibia_Philautus tytthus.tif
1 1 0.603 1 ../dd_rasters/Amphibia_Polypedates zed.tif
1 1 0.239 1 ../dd_rasters/Amphibia_Rhacophorus rhyssocephalus.tif
1 1 0.165 1 ../dd_rasters/Amphibia_Rhacophorus tuberculatus.tif
1 1 0.02 1 ../dd_rasters/Amphibia_Rhacophorus turpes.tif
1 1 0.286 1 ../dd_rasters/Amphibia_Hynobius chinensis.tif
1 1 0.384 1 ../dd_rasters/Amphibia_Hynobius turkestanicus.tif
1 1 0.228 1 ../dd_rasters/Amphibia_Bolitoglossa digitigrada.tif
1 1 0.305 1 ../dd_rasters/Amphibia_Bolitoglossa epimela.tif
1 1 0.253 1 ../dd_rasters/Amphibia_Bolitoglossa nigrescens.tif
1 1 0.046 1 ../dd_rasters/Amphibia_Bolitoglossa peruviana.tif
1 1 0.183 1 ../dd_rasters/Amphibia_Bolitoglossa silverstonei.tif
1 1 0.472 1 ../dd_rasters/Amphibia_Oedipina altura.tif
1 1 0.207 1 ../dd_rasters/Amphibia_Oedipina collaris.tif
1 1 0.411 1 ../dd_rasters/Amphibia_Oedipina paucidentata.tif
1 1 0.125 1 ../dd_rasters/Amphibia_Plethodon aureolus.tif
1 1 0.094 1 ../dd_rasters/Amphibia_Plethodon sequoyah.tif
1 1 0.247 1 ../dd_rasters/Amphibia_Caecilia antioquiaensis.tif
1 1 0.141 1 ../dd_rasters/Amphibia_Caecilia attenuata.tif
1 1 0.276 1 ../dd_rasters/Amphibia_Caecilia caribea.tif
1 1 0.281 1 ../dd_rasters/Amphibia_Caecilia corpulenta.tif
1 1 0.168 1 ../dd_rasters/Amphibia_Caecilia crassisquama.tif
1 1 0.318 1 ../dd_rasters/Amphibia_Caecilia degenerata.tif
1 1 0.167 1 ../dd_rasters/Amphibia_Caecilia dunni.tif
1 1 0.398 1 ../dd_rasters/Amphibia_Caecilia flavopunctata.tif
1 1 0.101 1 ../dd_rasters/Amphibia_Caecilia inca.tif
1 1 0.361 1 ../dd_rasters/Amphibia_Caecilia tenuissima.tif
1 1 0.345 1 ../dd_rasters/Amphibia_Chthonerpeton braestrupi.tif
1 1 0.233 1 ../dd_rasters/Amphibia_Chthonerpeton onorei.tif
1 1 0.117 1 ../dd_rasters/Amphibia_Chthonerpeton perissodus.tif
1 1 0.343 1 ../dd_rasters/Amphibia_Dermophis costaricense.tif
1 1 0.363 1 ../dd_rasters/Amphibia_Dermophis gracilior.tif
1 1 0.347 1 ../dd_rasters/Amphibia_Gegeneophis carnosus.tif
1 1 0.737 1 ../dd_rasters/Amphibia_Gegeneophis krishni.tif
1 1 0.256 1 ../dd_rasters/Amphibia_Geotrypetes angeli.tif
1 1 0.252 1 ../dd_rasters/Amphibia_Geotrypetes pseudoangeli.tif
1 1 0.233 1 ../dd_rasters/Amphibia_Herpele multiplicata.tif
1 1 0.165 1 ../dd_rasters/Amphibia_Idiocranium russeli.tif
1 1 0.662 1 ../dd_rasters/Amphibia_Indotyphlus battersbyi.tif
1 1 0.012 1 ../dd_rasters/Amphibia_Microcaecilia rabei.tif
1 1 0.367 1 ../dd_rasters/Amphibia_Mimosiphonops vermiculatus.tif
1 1 0.205 1 ../dd_rasters/Amphibia_Oscaecilia elongata.tif
1 1 0.36 1 ../dd_rasters/Amphibia_Oscaecilia hypereumeces.tif
1 1 0.153 1 ../dd_rasters/Amphibia_Oscaecilia koepckeorum.tif
1 1 0.132 1 ../dd_rasters/Amphibia_Ichthyophis asplenius.tif
1 1 0.394 1 ../dd_rasters/Amphibia_Ichthyophis larutensis.tif
1 1 0.269 1 ../dd_rasters/Amphibia_Ichthyophis paucidentulus.tif
1 1 0.218 1 ../dd_rasters/Amphibia_Ichthyophis acuminatus.tif
1 1 0.197 1 ../dd_rasters/Amphibia_Ichthyophis billitonensis.tif
1 1 0.089 1 ../dd_rasters/Amphibia_Ichthyophis dulitensis.tif
1 1 0.241 1 ../dd_rasters/Amphibia_Ichthyophis elongatus.tif
1 1 0.229 1 ../dd_rasters/Amphibia_Ichthyophis kohtaoensis.tif
1 1 0.268 1 ../dd_rasters/Amphibia_Ichthyophis monochrous.tif
1 1 0.805 1 ../dd_rasters/Amphibia_Ichthyophis singaporensis.tif
1 1 0.495 1 ../dd_rasters/Amphibia_Ichthyophis sumatranus.tif
1 1 0.34 1 ../dd_rasters/Amphibia_Ichthyophis supachaii.tif
1 1 0.176 1 ../dd_rasters/Amphibia_Ichthyophis youngorum.tif
1 1 0.354 1 ../dd_rasters/Amphibia_Epicrionops marmoratus.tif
1 1 0.115 1 ../dd_rasters/Amphibia_Epicrionops peruvianus.tif
1 1 0.731 1 ../dd_rasters/Amphibia_Crotaphatrema bornmuelleri.tif
1 1 0.118 1 ../dd_rasters/Amphibia_Crotaphatrema tchabalmbaboensis.tif
1 1 0.534 1 ../dd_rasters/Amphibia_Uraeotyphlus interruptus.tif
1 1 0.403 1 ../dd_rasters/Amphibia_Uraeotyphlus malabaricus.tif
1 1 0.643 1 ../dd_rasters/Amphibia_Uraeotyphlus menoni.tif
1 2 0.324 2 ../dd_rasters/Reptilia_Chalcides simonyi.tif
1 2 0.679 2 ../dd_rasters/Reptilia_Macroprotodon abubakeri.tif
1 2 0.716 2 ../dd_rasters/Reptilia_Ophiomorus latastii.tif
1 2 0.067 2 ../dd_rasters/Reptilia_Spalerosophis dolichospilus.tif
1 1 0.278 1 ../dd_rasters/Amphibia_Rhinella multiverrucosa.tif
1 1 0.128 1 ../dd_rasters/Amphibia_Anomaloglossus triunfo.tif
1 1 0.021 1 ../dd_rasters/Amphibia_Hyloxalus chlorocraspedus.tif
1 1 0.006 1 ../dd_rasters/Amphibia_Dendrobates nubeculosus.tif
1 1 0.108 1 ../dd_rasters/Amphibia_Litoria multicolor.tif
1 1 0.109 1 ../dd_rasters/Amphibia_Litoria umarensis.tif
1 1 0.108 1 ../dd_rasters/Amphibia_Litoria verae.tif
1 1 0.033 1 ../dd_rasters/Amphibia_Leptopelis crystallinoron.tif
1 1 0.079 1 ../dd_rasters/Amphibia_Gastrotheca ossilaginis.tif
1 1 0.084 1 ../dd_rasters/Amphibia_Gastrotheca phalarosa.tif
1 1 0.196 1 ../dd_rasters/Amphibia_Gastrotheca zeugocystis.tif
1 1 0.244 1 ../dd_rasters/Amphibia_Phrynopus bufoides.tif
1 1 0.271 1 ../dd_rasters/Amphibia_Phrynopus paucari.tif
1 1 0.204 1 ../dd_rasters/Amphibia_Phrynopus pesantesi.tif
1 1 0.193 1 ../dd_rasters/Amphibia_Nanohyla nanapollexa.tif
1 1 0.121 1 ../dd_rasters/Amphibia_Oreophryne alticola.tif
1 1 0.06 1 ../dd_rasters/Amphibia_Oreophryne geminus.tif
1 1 0.145 1 ../dd_rasters/Amphibia_Oreophryne habbemensis.tif
1 1 0.06 1 ../dd_rasters/Amphibia_Oreophryne terrestris.tif
1 1 0.211 1 ../dd_rasters/Amphibia_Hylarana fonensis.tif
1 1 0.262 1 ../dd_rasters/Amphibia_Amolops iriodes.tif
1 1 0.134 1 ../dd_rasters/Amphibia_Lithobates lemosespinali.tif
1 1 0.185 1 ../dd_rasters/Amphibia_Strongylopus kilimanjaro.tif
1 1 0.148 1 ../dd_rasters/Amphibia_Ambystoma silvense.tif
1 1 0.289 1 ../dd_rasters/Amphibia_Bolitoglossa obscura.tif
1 1 0.583 1 ../dd_rasters/Amphibia_Gegeneophis madhavai.tif
1 1 0.386 1 ../dd_rasters/Amphibia_Indotyphlus maharashtraensis.tif
1 4 0.175 4 ../dd_rasters/Mammalia_Dasypus yepesi.tif
1 2 0.562 2 ../dd_rasters/Reptilia_Boiga ranawanei.tif
1 2 0.049 2 ../dd_rasters/Reptilia_Abronia bogerti.tif
1 2 0.216 2 ../dd_rasters/Reptilia_Abronia leurolepis.tif
1 2 0.116 2 ../dd_rasters/Reptilia_Abronia mitchelli.tif
1 2 0.215 2 ../dd_rasters/Reptilia_Abronia ochoterenai.tif
1 2 0.092 2 ../dd_rasters/Reptilia_Abronia ornelasi.tif
1 2 0.535 2 ../dd_rasters/Reptilia_Abronia ramirezi.tif
1 2 0.664 2 ../dd_rasters/Reptilia_Abronia reidi.tif
1 2 0.124 2 ../dd_rasters/Reptilia_Barisia levicollis.tif
1 2 0.238 2 ../dd_rasters/Reptilia_Siderolamprus ingridae.tif
1 2 0.244 2 ../dd_rasters/Reptilia_Abronia antauges.tif
1 2 0.69 2 ../dd_rasters/Reptilia_Ophisaurus incomptus.tif
1 2 0.119 2 ../dd_rasters/Reptilia_Adelophis foxi.tif
1 2 0.089 2 ../dd_rasters/Reptilia_Adelphicos latifasciatum.tif
1 2 0.477 2 ../dd_rasters/Reptilia_Coniophanes alvarezi.tif
1 2 0.226 2 ../dd_rasters/Reptilia_Coniophanes lateritius.tif
1 2 0.754 2 ../dd_rasters/Reptilia_Coniophanes melanocephalus.tif
1 2 0.19 2 ../dd_rasters/Reptilia_Coniophanes sarae.tif
1 2 0.266 2 ../dd_rasters/Reptilia_Conophis morai.tif
1 2 0.149 2 ../dd_rasters/Reptilia_Cryophis hallbergi.tif
1 2 0.541 2 ../dd_rasters/Reptilia_Enulius oligostichus.tif
1 2 0.125 2 ../dd_rasters/Reptilia_Eridiphas marcosensis.tif
1 2 0.659 2 ../dd_rasters/Reptilia_Ficimia ramirezi.tif
1 2 0.416 2 ../dd_rasters/Reptilia_Ficimia ruspator.tif
1 2 0.703 2 ../dd_rasters/Reptilia_Ficimia variegata.tif
1 2 0.173 2 ../dd_rasters/Reptilia_Geagras redimitus.tif
1 2 0.214 2 ../dd_rasters/Reptilia_Geophis bicolor.tif
1 2 0.404 2 ../dd_rasters/Reptilia_Geophis blanchardi.tif
1 2 0.568 2 ../dd_rasters/Reptilia_Geophis chalybeus.tif
1 2 0.199 2 ../dd_rasters/Reptilia_Geophis incomptus.tif
1 2 0.142 2 ../dd_rasters/Reptilia_Geophis juarezi.tif
1 2 0.326 2 ../dd_rasters/Reptilia_Geophis laticollaris.tif
1 2 0.134 2 ../dd_rasters/Reptilia_Geophis latifrontalis.tif
1 2 0.198 2 ../dd_rasters/Reptilia_Geophis maculiferus.tif
1 2 0.139 2 ../dd_rasters/Reptilia_Geophis nigrocinctus.tif
1 2 0.372 2 ../dd_rasters/Reptilia_Geophis petersii.tif
1 2 0.141 2 ../dd_rasters/Reptilia_Geophis pyburni.tif
1 2 0.239 2 ../dd_rasters/Reptilia_Geophis russatus.tif
1 2 0.151 2 ../dd_rasters/Reptilia_Geophis sallaei.tif
1 2 0.331 2 ../dd_rasters/Reptilia_Geophis sieboldi.tif
1 2 0.219 2 ../dd_rasters/Reptilia_Geophis tarascae.tif
1 2 0.203 2 ../dd_rasters/Reptilia_Hypsiglena tanzeri.tif
1 2 0 2 ../dd_rasters/Reptilia_Lampropeltis catalinensis.tif
1 2 0.191 2 ../dd_rasters/Reptilia_Lampropeltis webbi.tif
1 2 0.038 2 ../dd_rasters/Reptilia_Masticophis barbouri.tif
1 2 0.28 2 ../dd_rasters/Reptilia_Pantherophis slowinskii.tif
1 2 0.676 2 ../dd_rasters/Reptilia_Pliocercus wilmarai.tif
1 2 0.129 2 ../dd_rasters/Reptilia_Rhadinaea bogertorum.tif
1 2 0.668 2 ../dd_rasters/Reptilia_Rhadinaea cuneata.tif
1 2 0.477 2 ../dd_rasters/Reptilia_Rhadinaea forbesi.tif
1 2 0.437 2 ../dd_rasters/Reptilia_Rhadinella hannsteini.tif
1 2 0.433 2 ../dd_rasters/Reptilia_Rhadinella kanalchutchan.tif
1 2 0.049 2 ../dd_rasters/Reptilia_Rhadinaea macdougalli.tif
1 2 0.165 2 ../dd_rasters/Reptilia_Rhadinaea myersi.tif
1 2 0.198 2 ../dd_rasters/Reptilia_Rhadinaea omiltemana.tif
1 2 0.408 2 ../dd_rasters/Reptilia_Rhadinaea quinquelineata.tif
1 2 0.193 2 ../dd_rasters/Reptilia_Rhadinophanes monticola.tif
1 2 0.061 2 ../dd_rasters/Reptilia_Rhinocheilus etheridgei.tif
1 2 0.675 2 ../dd_rasters/Reptilia_Sibon linearis.tif
1 2 0.107 2 ../dd_rasters/Reptilia_Tantilla briggsi.tif
1 2 0.127 2 ../dd_rasters/Reptilia_Tantilla cascadae.tif
1 2 0.384 2 ../dd_rasters/Reptilia_Tantilla johnsoni.tif
1 2 0.137 2 ../dd_rasters/Reptilia_Tantilla oaxacae.tif
1 2 0.54 2 ../dd_rasters/Reptilia_Tantilla robusta.tif
1 2 0.243 2 ../dd_rasters/Reptilia_Tantilla sertula.tif
1 2 0.732 2 ../dd_rasters/Reptilia_Tantilla slavensi.tif
1 2 0.135 2 ../dd_rasters/Reptilia_Tantilla striata.tif
1 2 0.426 2 ../dd_rasters/Reptilia_Tantilla tayrae.tif
1 2 0.186 2 ../dd_rasters/Reptilia_Tantilla triseriata.tif
1 2 0.119 2 ../dd_rasters/Reptilia_Thamnophis nigronuchalis.tif
1 2 0.36 2 ../dd_rasters/Reptilia_Thamnophis rossmani.tif
1 2 0.182 2 ../dd_rasters/Reptilia_Tropidodipsas repleta.tif
1 2 0.631 2 ../dd_rasters/Reptilia_Micrurus bogerti.tif
1 2 0.141 2 ../dd_rasters/Reptilia_Micrurus nebularis.tif
1 2 0.344 2 ../dd_rasters/Reptilia_Micrurus pachecogili.tif
1 2 0.502 2 ../dd_rasters/Reptilia_Micrurus tamaulipensis.tif
1 2 0.57 2 ../dd_rasters/Reptilia_Phyllodactylus paucituberculatus.tif
1 2 0.377 2 ../dd_rasters/Reptilia_Rena bressoni.tif
1 2 0.102 2 ../dd_rasters/Reptilia_Phrynosoma ditmarsi.tif
1 2 0.205 2 ../dd_rasters/Reptilia_Sceloporus halli.tif
1 2 0.121 2 ../dd_rasters/Reptilia_Sceloporus lemosespinali.tif
1 2 0.297 2 ../dd_rasters/Reptilia_Sceloporus salvini.tif
1 2 0.266 2 ../dd_rasters/Reptilia_Sceloporus subpictus.tif
1 2 0.138 2 ../dd_rasters/Reptilia_Sceloporus tanneri.tif
1 2 0.583 2 ../dd_rasters/Reptilia_Anolis alvarezdeltoroi.tif
1 2 0.755 2 ../dd_rasters/Reptilia_Anolis cymbops.tif
1 2 0.711 2 ../dd_rasters/Reptilia_Anolis duellmani.tif
1 2 0.294 2 ../dd_rasters/Reptilia_Anolis forbesi.tif
1 2 0.661 2 ../dd_rasters/Reptilia_Anolis boulengerianus.tif
1 2 0.187 2 ../dd_rasters/Reptilia_Anolis milleri.tif
1 2 0.132 2 ../dd_rasters/Reptilia_Anolis rubiginosus.tif
1 2 0.675 2 ../dd_rasters/Reptilia_Anolis schiedii.tif
1 2 0.66 2 ../dd_rasters/Reptilia_Anolis simmonsi.tif
1 2 0.466 2 ../dd_rasters/Reptilia_Anolis subocularis.tif
1 2 0.412 2 ../dd_rasters/Reptilia_Plestiodon colimensis.tif
1 2 0.103 2 ../dd_rasters/Reptilia_Plestiodon multilineatus.tif
1 2 0.134 2 ../dd_rasters/Reptilia_Plestiodon parviauriculatus.tif
1 2 0.251 2 ../dd_rasters/Reptilia_Plestiodon parvulus.tif
1 2 0.402 2 ../dd_rasters/Reptilia_Mesoscincus altamirani.tif
1 2 0.353 2 ../dd_rasters/Reptilia_Holcosus chaitzami.tif
1 2 0.081 2 ../dd_rasters/Reptilia_Aspidoscelis opatae.tif
1 2 0.406 2 ../dd_rasters/Reptilia_Cerrophidion petlalcalensis.tif
1 2 0.354 2 ../dd_rasters/Reptilia_Crotalus lannomi.tif
1 2 0.079 2 ../dd_rasters/Reptilia_Crotalus tancitarensis.tif
1 2 0.432 2 ../dd_rasters/Reptilia_Porthidium hespere.tif
1 2 0.678 2 ../dd_rasters/Reptilia_Lepidophyma chicoasensis.tif
1 2 0.113 2 ../dd_rasters/Reptilia_Lepidophyma dontomasi.tif
1 2 0.18 2 ../dd_rasters/Reptilia_Lepidophyma lineri.tif
1 2 0.147 2 ../dd_rasters/Reptilia_Lepidophyma lowei.tif
1 2 0.188 2 ../dd_rasters/Reptilia_Lepidophyma radula.tif
1 2 0.426 2 ../dd_rasters/Reptilia_Lepidophyma tarascae.tif
1 2 0.208 2 ../dd_rasters/Reptilia_Lepidophyma tuxtlae.tif
1 2 0.14 2 ../dd_rasters/Reptilia_Xantusia bolsonae.tif
1 2 0.073 2 ../dd_rasters/Reptilia_Xenosaurus phalaroanthereon.tif
1 4 0.398 4 ../dd_rasters/Mammalia_Talpa davidiana.tif
1 1 0.302 1 ../dd_rasters/Amphibia_Phrynobatrachus breviceps.tif
1 1 0.083 1 ../dd_rasters/Amphibia_Pristimantis stictoboubonus.tif
1 1 0.185 1 ../dd_rasters/Amphibia_Litoria biakensis.tif
1 1 0.108 1 ../dd_rasters/Amphibia_Cophixalus tridactylus.tif
1 1 0.057 1 ../dd_rasters/Amphibia_Polypedates chlorophthalmus.tif
1 1 0.43 1 ../dd_rasters/Amphibia_Gegeneophis goaensis.tif
1 1 0.024 1 ../dd_rasters/Amphibia_Pristimantis dendrobatoides.tif
1 1 0.081 1 ../dd_rasters/Amphibia_Cornufer adiastolus.tif
1 1 0.462 1 ../dd_rasters/Amphibia_Pristimantis meridionalis.tif
1 1 0.385 1 ../dd_rasters/Amphibia_Odorrana monjerai.tif
1 1 0.137 1 ../dd_rasters/Amphibia_Pristimantis vilcabambae.tif
1 1 0.26 1 ../dd_rasters/Amphibia_Phrynopus tautzorum.tif
1 1 0.152 1 ../dd_rasters/Amphibia_Cochranella phryxa.tif
1 1 0.109 1 ../dd_rasters/Amphibia_Gastrotheca antoniiochoai.tif
1 1 0.137 1 ../dd_rasters/Amphibia_Pristimantis tanyrhynchus.tif
1 1 0.169 1 ../dd_rasters/Amphibia_Ansonia latirostra.tif
1 1 0.268 1 ../dd_rasters/Amphibia_Phyllomedusa neildi.tif
1 1 0.114 1 ../dd_rasters/Amphibia_Gastrotheca carinaceps.tif
1 1 0.355 1 ../dd_rasters/Amphibia_Sarcohyla miahuatlanensis.tif
1 1 0.212 1 ../dd_rasters/Amphibia_Phrynopus oblivius.tif
1 1 0.185 1 ../dd_rasters/Amphibia_Pristimantis caeruleonotus.tif
1 1 0.191 1 ../dd_rasters/Amphibia_Pristimantis minutulus.tif
1 1 0.44 1 ../dd_rasters/Amphibia_Hyloxalus parcus.tif
1 1 0.168 1 ../dd_rasters/Amphibia_Litoria spartacus.tif
1 1 0.26 1 ../dd_rasters/Amphibia_Arthroleptis stridens.tif
1 1 0.199 1 ../dd_rasters/Amphibia_Nymphargus vicenteruedai.tif
1 1 0.08 1 ../dd_rasters/Amphibia_Cornufer sulcatus.tif
1 1 0.462 1 ../dd_rasters/Amphibia_Uraeotyphlus oommeni.tif
1 1 0.256 1 ../dd_rasters/Amphibia_Theloderma nagalandense.tif
1 1 0.61 1 ../dd_rasters/Amphibia_Leptodactylus lauramiriamae.tif
1 1 0.364 1 ../dd_rasters/Amphibia_Bolitoglossa tica.tif
1 1 0.458 1 ../dd_rasters/Amphibia_Phrynopus kotosh.tif
1 1 0.214 1 ../dd_rasters/Amphibia_Pristimantis amydrotus.tif
1 1 0.108 1 ../dd_rasters/Amphibia_Asterophrys pullifer.tif
1 1 0.394 1 ../dd_rasters/Amphibia_Tachiramantis padrecarlosi.tif
1 1 0.107 1 ../dd_rasters/Amphibia_Litoria fuscula.tif
1 1 0.215 1 ../dd_rasters/Amphibia_Mertensophryne nairobiensis.tif
1 1 0.104 1 ../dd_rasters/Amphibia_Mantidactylus noralottae.tif
1 1 0.149 1 ../dd_rasters/Amphibia_Pristimantis seorsus.tif
1 1 0.107 1 ../dd_rasters/Amphibia_Xenorhina macrodisca.tif
1 1 0.193 1 ../dd_rasters/Amphibia_Pristimantis ventriguttatus.tif
1 1 0.055 1 ../dd_rasters/Amphibia_Physalaemus irroratus.tif
1 1 0.107 1 ../dd_rasters/Amphibia_Litoria megalops.tif
1 1 0.185 1 ../dd_rasters/Amphibia_Pristimantis coronatus.tif
1 1 0.46 1 ../dd_rasters/Amphibia_Gegeneophis mhadeiensis.tif
1 1 0.214 1 ../dd_rasters/Amphibia_Pristimantis phalaroinguinis.tif
1 1 0.333 1 ../dd_rasters/Amphibia_Nyctimystes kuduki.tif
1 1 0.203 1 ../dd_rasters/Amphibia_Microkayla iani.tif
1 1 0.245 1 ../dd_rasters/Amphibia_Rhaebo lynchi.tif
1 1 0.213 1 ../dd_rasters/Amphibia_Kaloula aureata.tif
1 1 0.265 1 ../dd_rasters/Amphibia_Pristimantis chimu.tif
1 1 0.109 1 ../dd_rasters/Amphibia_Litoria rara.tif
1 1 0.346 1 ../dd_rasters/Amphibia_Xenorhina varia.tif
1 1 0.275 1 ../dd_rasters/Amphibia_Xenorhina lanthanites.tif
1 1 0.287 1 ../dd_rasters/Amphibia_Cornufer wuenscheorum.tif
1 1 0.012 1 ../dd_rasters/Amphibia_Oreophrynella dendronastes.tif
1 1 0.17 1 ../dd_rasters/Amphibia_Paradoxophyla tiarano.tif
1 1 0.327 1 ../dd_rasters/Amphibia_Kassina wazae.tif
1 1 0.08 1 ../dd_rasters/Amphibia_Cornufer bufonulus.tif
1 1 0.115 1 ../dd_rasters/Amphibia_Raorchestes sahai.tif
1 4 0.181 4 ../dd_rasters/Mammalia_Hylomys megalotis.tif
1 4 0.258 4 ../dd_rasters/Mammalia_Brucepattersonius paradisus.tif
1 4 0.033 4 ../dd_rasters/Mammalia_Micronycteris matses.tif
1 4 0.175 4 ../dd_rasters/Mammalia_Aotus jorgehernandezi.tif
1 4 0.278 4 ../dd_rasters/Mammalia_Myotis bucharensis.tif
1 4 0.111 4 ../dd_rasters/Mammalia_Rhogeessa hussoni.tif
1 4 0.175 4 ../dd_rasters/Mammalia_Kerodon acrobata.tif
1 4 0.197 4 ../dd_rasters/Mammalia_Crocidura hilliana.tif
1 4 0.102 4 ../dd_rasters/Mammalia_Salinomys delicatus.tif
1 4 0.111 4 ../dd_rasters/Mammalia_Neusticomys ferreirai.tif
1 4 0.475 4 ../dd_rasters/Mammalia_Microtus anatolicus.tif
1 4 0.176 4 ../dd_rasters/Mammalia_Anoura fistulata.tif
1 4 0.171 4 ../dd_rasters/Mammalia_Thylamys tatei.tif
1 4 0.394 4 ../dd_rasters/Mammalia_Calomyscus grandis.tif
1 4 0.244 4 ../dd_rasters/Mammalia_Chodsigoa caovansunga.tif
1 4 0.242 4 ../dd_rasters/Mammalia_Akodon mystax.tif
1 4 0.089 4 ../dd_rasters/Mammalia_Euneomys fossor.tif
1 4 0.212 4 ../dd_rasters/Mammalia_Hylopetes platyurus.tif
1 4 0.143 4 ../dd_rasters/Mammalia_Gardnerycteris koepckeae.tif
1 4 0.271 4 ../dd_rasters/Mammalia_Hydrochoerus isthmius.tif
1 4 0.211 4 ../dd_rasters/Mammalia_Myotis annamiticus.tif
1 4 0.104 4 ../dd_rasters/Mammalia_Ctenomys johannis.tif
1 4 0.101 4 ../dd_rasters/Mammalia_Hylaeamys acritus.tif
1 4 0.265 4 ../dd_rasters/Mammalia_Mazama temama.tif
1 4 0.211 4 ../dd_rasters/Mammalia_Muntiacus puhoatensis.tif
1 4 0.08 4 ../dd_rasters/Mammalia_Ctenomys coyhaiquensis.tif
1 4 0.388 4 ../dd_rasters/Mammalia_Chodsigoa parva.tif
1 4 0.148 4 ../dd_rasters/Mammalia_Abrocoma uspallata.tif
1 4 0.002 4 ../dd_rasters/Mammalia_Lemmus portenkoi.tif
1 4 0.167 4 ../dd_rasters/Mammalia_Trinomys mirapitanga.tif
1 4 0.038 4 ../dd_rasters/Mammalia_Ctenomys coludo.tif
1 4 0.191 4 ../dd_rasters/Mammalia_Miniopterus newtoni.tif
1 4 0.334 4 ../dd_rasters/Mammalia_Dremomys gularis.tif
1 4 0.241 4 ../dd_rasters/Mammalia_Tarsius lariang.tif
1 4 0.177 4 ../dd_rasters/Mammalia_Xeronycteris vieirai.tif
1 4 0.176 4 ../dd_rasters/Mammalia_Eliurus ellermani.tif
1 4 0.156 4 ../dd_rasters/Mammalia_Aconaemys porteri.tif
1 4 0.127 4 ../dd_rasters/Mammalia_Abrocoma budini.tif
1 4 0.144 4 ../dd_rasters/Mammalia_Oligoryzomys moojeni.tif
1 4 0.246 4 ../dd_rasters/Mammalia_Sorex ixtlanensis.tif
