condition group weight wgrp filename
1 2 0.058 2 ../lost_rasters/Reptilia_Nannoscincus humectus.tif
1 2 0.082 2 ../lost_rasters/Reptilia_Marmorosphax kaala.tif
1 2 0.082 2 ../lost_rasters/Reptilia_Emoia loyaltiensis.tif
1 2 0.078 2 ../lost_rasters/Reptilia_Caledoniscincus terma.tif
1 2 0.227 2 ../lost_rasters/Reptilia_Amphisbaena polygrammica.tif
1 2 0.134 2 ../lost_rasters/Reptilia_Amphisbaena tragorrhectes.tif
1 2 0.176 2 ../lost_rasters/Reptilia_Amphisbaena absaberi.tif
1 2 0.74 2 ../lost_rasters/Reptilia_Cynisca schaeferi.tif
1 2 0.403 2 ../lost_rasters/Reptilia_Liotyphlops schubarti.tif
1 2 0.105 2 ../lost_rasters/Reptilia_Trioceros chapini.tif
1 2 0.301 2 ../lost_rasters/Reptilia_Hydrophis nigrocinctus.tif
1 2 0.235 2 ../lost_rasters/Reptilia_Hydrophis torquatus.tif
1 2 0.219 2 ../lost_rasters/Reptilia_Kolpophis annandalei.tif
1 2 0.283 2 ../lost_rasters/Reptilia_Hydrophis klossi.tif
1 2 0.203 2 ../lost_rasters/Reptilia_Aipysurus fuscus.tif
1 2 0.007 2 ../lost_rasters/Reptilia_Hydrophis vorisi.tif
1 2 0.472 2 ../lost_rasters/Reptilia_Erythrolamprus williamsi.tif
1 2 0.167 2 ../lost_rasters/Reptilia_Lygodactylus grandisonae.tif
1 2 0.404 2 ../lost_rasters/Reptilia_Oreosaurus luctuosus.tif
1 2 0.409 2 ../lost_rasters/Reptilia_Anolis juangundlachi.tif
1 2 0.181 2 ../lost_rasters/Reptilia_Vietnascincus rugosus.tif
1 2 0.078 2 ../lost_rasters/Reptilia_Liolaemus duellmani.tif
1 2 0.614 2 ../lost_rasters/Reptilia_Sphaerodactylus williamsi.tif
1 2 0.363 2 ../lost_rasters/Reptilia_Riama inanis.tif
1 2 0.27 2 ../lost_rasters/Reptilia_Scolecoseps acontias.tif
1 2 0.16 2 ../lost_rasters/Reptilia_Varanus telenesetes.tif
1 2 0.199 2 ../lost_rasters/Reptilia_Gekko iskandari.tif
1 2 0.218 2 ../lost_rasters/Reptilia_Trachylepis vezo.tif
1 2 0.205 2 ../lost_rasters/Reptilia_Lygodactylus pauliani.tif
1 2 0.288 2 ../lost_rasters/Reptilia_Sphenomorphus tritaeniatus.tif
1 2 0.213 2 ../lost_rasters/Reptilia_Cnemaspis jacobsoni.tif
1 2 0.026 2 ../lost_rasters/Reptilia_Plica lumaria.tif
1 2 0.159 2 ../lost_rasters/Reptilia_Panaspis helleri.tif
1 2 0.28 2 ../lost_rasters/Reptilia_Lygodactylus blanci.tif
1 2 0.169 2 ../lost_rasters/Reptilia_Emoia aneityumensis.tif
1 2 0.673 2 ../lost_rasters/Reptilia_Tropidophorus latiscutatus.tif
1 2 0.743 2 ../lost_rasters/Reptilia_Stenocercus haenschi.tif
1 1 0.119 1 ../lost_rasters/Amphibia_Atelopus chirripoensis.tif
1 2 0.173 2 ../lost_rasters/Reptilia_Montaspis gilvomaculata.tif
1 2 0.427 2 ../lost_rasters/Reptilia_Hypsirhynchus melanichnus.tif
1 2 0.427 2 ../lost_rasters/Reptilia_Ialtris parishi.tif
1 2 0.202 2 ../lost_rasters/Reptilia_Pseudocophotis kontumensis.tif
1 2 0.32 2 ../lost_rasters/Reptilia_Lycodon kundui.tif
1 2 0.191 2 ../lost_rasters/Reptilia_Paracontias kankana.tif
1 2 0.317 2 ../lost_rasters/Reptilia_Paracontias fasika.tif
1 2 0.473 2 ../lost_rasters/Reptilia_Cnemaspis monticola.tif
1 1 0.33 1 ../lost_rasters/Amphibia_Bolitoglossa nussbaumi.tif
1 1 0.721 1 ../lost_rasters/Amphibia_Eleutherodactylus limbensis.tif
1 1 0.155 1 ../lost_rasters/Amphibia_Eleutherodactylus rucillensis.tif
1 2 0.21 2 ../lost_rasters/Reptilia_Lipinia subvittata.tif
1 2 0.164 2 ../lost_rasters/Reptilia_Paracontias vermisaurus.tif
1 2 0.087 2 ../lost_rasters/Reptilia_Lepidodactylus buleli.tif
1 2 0.157 2 ../lost_rasters/Reptilia_Lepidodactylus gardineri.tif
1 2 0.15 2 ../lost_rasters/Reptilia_Lepidodactylus oligoporus.tif
1 2 0.035 2 ../lost_rasters/Reptilia_Lepidodactylus tepukapili.tif
1 2 0.116 2 ../lost_rasters/Reptilia_Emoia campbelli.tif
1 2 0.263 2 ../lost_rasters/Reptilia_Emoia erronan.tif
1 2 0.098 2 ../lost_rasters/Reptilia_Emoia rufilabialis.tif
1 2 0.123 2 ../lost_rasters/Reptilia_Emoia taumakoensis.tif
1 2 0.144 2 ../lost_rasters/Reptilia_Emoia tuitarere.tif
1 2 0.134 2 ../lost_rasters/Reptilia_Sphenomorphus fragosus.tif
1 2 0.133 2 ../lost_rasters/Reptilia_Sphenomorphus tanneri.tif
1 2 0.156 2 ../lost_rasters/Reptilia_Sphenomorphus taylori.tif
1 2 0.156 2 ../lost_rasters/Reptilia_Sphenomorphus transversus.tif
1 2 0.374 2 ../lost_rasters/Reptilia_Chirindia mpwapwaensis.tif
1 2 0.703 2 ../lost_rasters/Reptilia_Nessia deraniyagalai.tif
1 2 0.458 2 ../lost_rasters/Reptilia_Lankascincus sripadensis.tif
1 2 0.27 2 ../lost_rasters/Reptilia_Cnemaspis punctata.tif
1 2 0.445 2 ../lost_rasters/Reptilia_Cnemaspis menikay.tif
1 2 0.641 2 ../lost_rasters/Reptilia_Cnemaspis latha.tif
1 2 0.785 2 ../lost_rasters/Reptilia_Eumeces indothalensis.tif
1 2 0.8 2 ../lost_rasters/Reptilia_Eumeces cholistanensis.tif
1 2 0.304 2 ../lost_rasters/Reptilia_Phelsuma gouldi.tif
1 2 0.272 2 ../lost_rasters/Reptilia_Brachymeles lukbani.tif
1 2 0.209 2 ../lost_rasters/Reptilia_Gekko gulat.tif
1 2 0.125 2 ../lost_rasters/Reptilia_Parvoscincus igorotorum.tif
1 2 0.265 2 ../lost_rasters/Reptilia_Insulasaurus traanorum.tif
1 2 0.311 2 ../lost_rasters/Reptilia_Pristurus schneideri.tif
1 2 0.242 2 ../lost_rasters/Reptilia_Tropiocolotes wolfgangboehmei.tif
1 2 0.304 2 ../lost_rasters/Reptilia_Python kyaiktiyo.tif
1 2 0.366 2 ../lost_rasters/Reptilia_Abronia anzuetoi.tif
1 2 0.139 2 ../lost_rasters/Reptilia_Siderolamprus adercus.tif
1 2 0.011 2 ../lost_rasters/Reptilia_Rheosaurus sulcarostrum.tif
1 2 0.197 2 ../lost_rasters/Reptilia_Alopoglossus eurylepis.tif
1 2 0.249 2 ../lost_rasters/Reptilia_Alopoglossus grandisquamatus.tif
1 2 0.106 2 ../lost_rasters/Reptilia_Enyalius erythroceneus.tif
1 2 0.151 2 ../lost_rasters/Reptilia_Sphenomorphus rarus.tif
1 2 0.751 2 ../lost_rasters/Reptilia_Trachyboa gularis.tif
1 2 0.342 2 ../lost_rasters/Reptilia_Dendrophidion atlantica.tif
1 2 0.154 2 ../lost_rasters/Reptilia_Tantilla albiceps.tif
1 2 0.125 2 ../lost_rasters/Reptilia_Tantilla tecta.tif
1 2 0.224 2 ../lost_rasters/Reptilia_Omoadiphas cannula.tif
1 2 0.661 2 ../lost_rasters/Reptilia_Trimetopon viquezi.tif
1 2 0.476 2 ../lost_rasters/Reptilia_Baikia africana.tif
1 2 0.412 2 ../lost_rasters/Reptilia_Cynisca gansi.tif
1 2 0.087 2 ../lost_rasters/Reptilia_Cynisca haugi.tif
1 2 0.529 2 ../lost_rasters/Reptilia_Cynisca kigomensis.tif
1 2 0.704 2 ../lost_rasters/Reptilia_Cynisca nigeriensis.tif
1 2 0.717 2 ../lost_rasters/Reptilia_Cynisca williamsi.tif
1 2 0.268 2 ../lost_rasters/Reptilia_Hemidactylus lopezjuradoi.tif
1 2 0.177 2 ../lost_rasters/Reptilia_Hemidactylus makolowodei.tif
1 2 0.517 2 ../lost_rasters/Reptilia_Latastia ornata.tif
1 2 0.965 2 ../lost_rasters/Reptilia_Latastia siebenrocki.tif
1 2 0.158 2 ../lost_rasters/Reptilia_Panaspis burgeoni.tif
1 2 0.215 2 ../lost_rasters/Reptilia_Nactus acutus.tif
1 2 0.149 2 ../lost_rasters/Reptilia_Lygosoma bampfyldei.tif
1 2 0.197 2 ../lost_rasters/Reptilia_Lygosoma boehmei.tif
1 2 0.694 2 ../lost_rasters/Reptilia_Mochlus simonettai.tif
1 2 0.313 2 ../lost_rasters/Reptilia_Ditaxodon taeniatus.tif
1 2 0.416 2 ../lost_rasters/Reptilia_Marisora magnacornae.tif
1 2 0.371 2 ../lost_rasters/Reptilia_Leptosiaphos fuhni.tif
1 2 0.138 2 ../lost_rasters/Reptilia_Leptosiaphos hylophilus.tif
1 2 0.295 2 ../lost_rasters/Reptilia_Leptosiaphos koutoui.tif
1 2 0.19 2 ../lost_rasters/Reptilia_Leptosiaphos rhomboidalis.tif
1 1 0.375 1 ../lost_rasters/Amphibia_Arthroleptis kutogundua.tif
1 2 0.647 2 ../lost_rasters/Reptilia_Agama lucyae.tif
1 1 0.468 1 ../lost_rasters/Amphibia_Atelopus ardila.tif
1 1 0.401 1 ../lost_rasters/Amphibia_Atelopus gigas.tif
1 1 0.128 1 ../lost_rasters/Amphibia_Atelopus orcesi.tif
1 1 0.393 1 ../lost_rasters/Amphibia_Atelopus pastuso.tif
1 1 0.158 1 ../lost_rasters/Amphibia_Atelopus podocarpus.tif
1 2 0.331 2 ../lost_rasters/Reptilia_Hemidactylus aporus.tif
1 2 0.257 2 ../lost_rasters/Reptilia_Hemidactylus klauberi.tif
1 2 0.307 2 ../lost_rasters/Reptilia_Hemidactylus newtoni.tif
1 2 0.266 2 ../lost_rasters/Reptilia_Goniurosaurus huuliensis.tif
1 2 0.622 2 ../lost_rasters/Reptilia_Mesalina ercolinii.tif
1 2 0.148 2 ../lost_rasters/Reptilia_Pseuderemias savagei.tif
1 2 0.649 2 ../lost_rasters/Reptilia_Haackgreerius miopus.tif
1 2 0.11 2 ../lost_rasters/Reptilia_Hypsilurus nigrigularis.tif
1 3 0.389 3 ../lost_rasters/Aves_Ophrysia superciliosa.tif
1 3 0.804 3 ../lost_rasters/Aves_Tadorna cristata.tif
1 3 0.495 3 ../lost_rasters/Aves_Rhodonessa caryophyllacea.tif
1 3 0.172 3 ../lost_rasters/Aves_Campephilus imperialis.tif
1 3 0.311 3 ../lost_rasters/Aves_Campephilus principalis.tif
1 3 0.062 3 ../lost_rasters/Aves_Charmosyna diadema.tif
1 3 0.137 3 ../lost_rasters/Aves_Charmosyna amabilis.tif
1 3 0.226 3 ../lost_rasters/Aves_Anodorhynchus glaucus.tif
1 3 0.189 3 ../lost_rasters/Aves_Campylopterus phainopeplus.tif
1 3 0.78 3 ../lost_rasters/Aves_Eriocnemis godini.tif
1 3 0.072 3 ../lost_rasters/Aves_Aegotheles savesi.tif
1 3 0.516 3 ../lost_rasters/Aves_Siphonorhis americana.tif
1 3 0.028 3 ../lost_rasters/Aves_Setopagis maculosa.tif
1 3 0.078 3 ../lost_rasters/Aves_Caprimulgus prigoginei.tif
1 3 0.237 3 ../lost_rasters/Aves_Paraclaravis geoffroyi.tif
1 3 0.216 3 ../lost_rasters/Aves_Gallicolumba menagei.tif
1 3 0.396 3 ../lost_rasters/Aves_Ptilinopus arcanus.tif
1 3 0.062 3 ../lost_rasters/Aves_Gallirallus lafresnayanus.tif
1 3 0.119 3 ../lost_rasters/Aves_Pareudiastes pacificus.tif
1 3 0.1 3 ../lost_rasters/Aves_Pareudiastes silvestris.tif
1 3 0.171 3 ../lost_rasters/Aves_Numenius borealis.tif
1 3 0.782 3 ../lost_rasters/Aves_Vanellus macropterus.tif
1 3 0.47 3 ../lost_rasters/Aves_Rhinoptilus bitorquatus.tif
1 3 0.245 3 ../lost_rasters/Aves_Pterodroma caribbaea.tif
1 3 0.013 3 ../lost_rasters/Aves_Hydrobates macrodactylus.tif
1 3 0.36 3 ../lost_rasters/Aves_Calyptura cristata.tif
1 3 0.157 3 ../lost_rasters/Aves_Myadestes lanaiensis.tif
1 3 0.345 3 ../lost_rasters/Aves_Cyornis ruckii.tif
1 3 0.184 3 ../lost_rasters/Aves_Aplonis pelzelni.tif
1 3 0.14 3 ../lost_rasters/Aves_Toxostoma guttatum.tif
1 3 0.296 3 ../lost_rasters/Aves_Eurochelidon sirintarae.tif
1 3 0.239 3 ../lost_rasters/Aves_Sylvietta chapini.tif
1 3 0.12 3 ../lost_rasters/Aves_Psittirostra psittacea.tif
1 3 0.4 3 ../lost_rasters/Aves_Paroreomyza maculata.tif
1 3 0.321 3 ../lost_rasters/Aves_Vermivora bachmanii.tif
1 3 0.349 3 ../lost_rasters/Aves_Leucopeza semperi.tif
1 3 0.059 3 ../lost_rasters/Aves_Eurostopodus exul.tif
1 3 0.136 3 ../lost_rasters/Aves_Atlapetes terborghi.tif
1 3 0.357 3 ../lost_rasters/Aves_Otus siaoensis.tif
1 3 0.142 3 ../lost_rasters/Aves_Pomarea mira.tif
1 3 0.37 3 ../lost_rasters/Aves_Glaucidium mooreorum.tif
1 3 0.067 3 ../lost_rasters/Aves_Turnix novaecaledoniae.tif
1 3 0.328 3 ../lost_rasters/Aves_Acrocephalus longirostris.tif
1 2 0.07 2 ../lost_rasters/Reptilia_Cyrtodactylus derongo.tif
1 2 0.018 2 ../lost_rasters/Reptilia_Cryptoblepharus wulbu.tif
1 2 0.129 2 ../lost_rasters/Reptilia_Emoia coggeri.tif
1 2 0.248 2 ../lost_rasters/Reptilia_Emoia cyclops.tif
1 2 0.47 2 ../lost_rasters/Reptilia_Emoia laobaoense.tif
1 2 0.189 2 ../lost_rasters/Reptilia_Emoia paniai.tif
1 2 0.173 2 ../lost_rasters/Reptilia_Eugongylus sulaensis.tif
1 2 0.265 2 ../lost_rasters/Reptilia_Ornithuroscincus albodorsalis.tif
1 2 0.086 2 ../lost_rasters/Reptilia_Lipinia cheesmanae.tif
1 2 0.133 2 ../lost_rasters/Reptilia_Lipinia nitens.tif
1 2 0.065 2 ../lost_rasters/Reptilia_Ornithuroscincus nototaenia.tif
1 2 0.109 2 ../lost_rasters/Reptilia_Lipinia occidentalis.tif
1 2 0.233 2 ../lost_rasters/Reptilia_Lipinia relicta.tif
1 2 0.103 2 ../lost_rasters/Reptilia_Lipinia venemai.tif
1 2 0.076 2 ../lost_rasters/Reptilia_Papuascincus phaeodes.tif
1 2 0.133 2 ../lost_rasters/Reptilia_Prasinohaema parkeri.tif
1 2 0.162 2 ../lost_rasters/Reptilia_Sphenomorphus cinereus.tif
1 2 0.147 2 ../lost_rasters/Reptilia_Sphenomorphus fuscolineatus.tif
1 2 0.203 2 ../lost_rasters/Reptilia_Sphenomorphus leptofasciatus.tif
1 2 0.064 2 ../lost_rasters/Reptilia_Sphenomorphus longicaudatus.tif
1 2 0.176 2 ../lost_rasters/Reptilia_Sphenomorphus louisiadensis.tif
1 2 0.134 2 ../lost_rasters/Reptilia_Sphenomorphus mimikanus.tif
1 2 0.158 2 ../lost_rasters/Reptilia_Sphenomorphus neuhaussi.tif
1 2 0.07 2 ../lost_rasters/Reptilia_Sphenomorphus oligolepis.tif
1 2 0.134 2 ../lost_rasters/Reptilia_Sphenomorphus wollastoni.tif
1 2 0.138 2 ../lost_rasters/Reptilia_Cyrtodactylus minor.tif
1 2 0.392 2 ../lost_rasters/Reptilia_Anolis lamari.tif
1 2 0.43 2 ../lost_rasters/Reptilia_Anolis paravertebralis.tif
1 2 0.361 2 ../lost_rasters/Reptilia_Anolis vicarius.tif
1 2 0.319 2 ../lost_rasters/Reptilia_Alopoglossus lehmanni.tif
1 2 0.286 2 ../lost_rasters/Reptilia_Anadia altaserrania.tif
1 2 0.322 2 ../lost_rasters/Reptilia_Anadia blakei.tif
1 2 0.056 2 ../lost_rasters/Reptilia_Arthrosaura testigensis.tif
1 2 0.151 2 ../lost_rasters/Reptilia_Cercosaura steyeri.tif
1 2 0.041 2 ../lost_rasters/Reptilia_Potamites ocellatus.tif
1 2 0.237 2 ../lost_rasters/Reptilia_Andinosaura afrania.tif
1 2 0.187 2 ../lost_rasters/Reptilia_Andinosaura stellae.tif
1 2 0.795 2 ../lost_rasters/Reptilia_Alinea lanceolata.tif
1 2 0.009 2 ../lost_rasters/Reptilia_Plica pansticta.tif
1 2 0.589 2 ../lost_rasters/Reptilia_Loveridgea phylofiniens.tif
1 2 0.117 2 ../lost_rasters/Reptilia_Urocotyledon rasmusseni.tif
1 2 0.117 2 ../lost_rasters/Reptilia_Tetradactylus udzungwensis.tif
1 2 0.221 2 ../lost_rasters/Reptilia_Ichnotropis chapini.tif
1 2 0.114 2 ../lost_rasters/Reptilia_Ichnotropis tanganicana.tif
1 2 0.17 2 ../lost_rasters/Reptilia_Scelotes duttoni.tif
1 2 0.173 2 ../lost_rasters/Reptilia_Scelotes poensis.tif
1 2 0.187 2 ../lost_rasters/Reptilia_Scolecoseps boulengeri.tif
1 2 0.35 2 ../lost_rasters/Reptilia_Trachylepis loluiensis.tif
1 2 0.217 2 ../lost_rasters/Reptilia_Typhlacontias rudebecki.tif
1 3 0.312 3 ../lost_rasters/Aves_Lophura edwardsi.tif
1 3 0.327 3 ../lost_rasters/Aves_Pyrrhura subandina.tif
1 1 0.11 1 ../lost_rasters/Amphibia_Telmatobius mendelsoni.tif
1 1 0.382 1 ../lost_rasters/Amphibia_Melanophryniscus peritus.tif
1 2 0.577 2 ../lost_rasters/Reptilia_Copeoglossum margaritae.tif
1 2 0.677 2 ../lost_rasters/Reptilia_Mabuya cochonae.tif
1 2 0.555 2 ../lost_rasters/Reptilia_Mabuya grandisterrae.tif
1 2 0.455 2 ../lost_rasters/Reptilia_Mabuya guadeloupae.tif
1 2 0.835 2 ../lost_rasters/Reptilia_Mabuya hispaniolae.tif
1 2 0.308 2 ../lost_rasters/Reptilia_Mabuya montserratae.tif
1 2 0.522 2 ../lost_rasters/Reptilia_Mabuya mabouya.tif
1 2 0.348 2 ../lost_rasters/Reptilia_Spondylurus anegadae.tif
1 2 0.744 2 ../lost_rasters/Reptilia_Spondylurus haitiae.tif
1 2 0.532 2 ../lost_rasters/Reptilia_Spondylurus lineolatus.tif
1 2 0.099 2 ../lost_rasters/Reptilia_Spondylurus macleani.tif
1 2 0.539 2 ../lost_rasters/Reptilia_Spondylurus magnacruzae.tif
1 2 0.604 2 ../lost_rasters/Reptilia_Spondylurus martinae.tif
1 2 0.074 2 ../lost_rasters/Reptilia_Spondylurus monae.tif
1 2 0.543 2 ../lost_rasters/Reptilia_Spondylurus spilonotus.tif
1 2 0 2 ../lost_rasters/Reptilia_Lygisaurus absconditus.tif
1 1 0.342 1 ../lost_rasters/Amphibia_Amolops mengyangensis.tif
1 2 0.106 2 ../lost_rasters/Reptilia_Anolis laevis.tif
1 2 0.184 2 ../lost_rasters/Reptilia_Bachia micromela.tif
1 2 0.165 2 ../lost_rasters/Reptilia_Bachia psamophila.tif
1 2 0.026 2 ../lost_rasters/Reptilia_Euspondylus auyanensis.tif
1 2 0.441 2 ../lost_rasters/Reptilia_Macropholidus ataktolepis.tif
1 2 0.155 2 ../lost_rasters/Reptilia_Petracola labioocularis.tif
1 2 0.274 2 ../lost_rasters/Reptilia_Proctoporus cephalolineatus.tif
1 2 0.535 2 ../lost_rasters/Reptilia_Stenocercus ivitus.tif
1 2 0.69 2 ../lost_rasters/Reptilia_Holcosus orcesi.tif
1 2 0.407 2 ../lost_rasters/Reptilia_Stenocercus tricristatus.tif
1 1 0.211 1 ../lost_rasters/Amphibia_Nototriton tomamorum.tif
1 1 0.068 1 ../lost_rasters/Amphibia_Oedipina petiola.tif
1 2 0.207 2 ../lost_rasters/Reptilia_Cyrtopodion belaense.tif
1 2 0.198 2 ../lost_rasters/Reptilia_Cyrtodactylus batik.tif
1 1 0.167 1 ../lost_rasters/Amphibia_Incilius majordomus.tif
1 1 0.217 1 ../lost_rasters/Amphibia_Incilius peripatetes.tif
1 2 0.112 2 ../lost_rasters/Reptilia_Liolaemus antumalguen.tif
1 2 0.023 2 ../lost_rasters/Reptilia_Liolaemus montanezi.tif
1 2 0.386 2 ../lost_rasters/Reptilia_Phymaturus desuetus.tif
1 2 0.112 2 ../lost_rasters/Reptilia_Amphisbaena myersi.tif
1 2 0.069 2 ../lost_rasters/Reptilia_Amphisbaena stejnegeri.tif
1 2 0.012 2 ../lost_rasters/Reptilia_Kaieteurosaurus hindsi.tif
1 2 0.033 2 ../lost_rasters/Reptilia_Pantepuisaurus rodriguesi.tif
1 2 0.029 2 ../lost_rasters/Reptilia_Gonatodes infernalis.tif
1 2 0.203 2 ../lost_rasters/Reptilia_Gonatodes lichenosus.tif
1 2 0.021 2 ../lost_rasters/Reptilia_Amphisbaena rozei.tif
1 2 0.037 2 ../lost_rasters/Reptilia_Anolis carlostoddi.tif
1 2 0.037 2 ../lost_rasters/Reptilia_Adercosaurus vixadnexus.tif
1 2 0.011 2 ../lost_rasters/Reptilia_Riolama luridiventris.tif
1 2 0.011 2 ../lost_rasters/Reptilia_Riolama uzzelli.tif
1 4 0.187 4 ../lost_rasters/Mammalia_Mustela russelliana.tif
1 4 0.21 4 ../lost_rasters/Mammalia_Mustela tonkinensis.tif
1 2 0.567 2 ../lost_rasters/Reptilia_Amphisbaena cayemite.tif
1 2 0.724 2 ../lost_rasters/Reptilia_Amphisbaena leali.tif
1 2 0.175 2 ../lost_rasters/Reptilia_Anolis altitudinalis.tif
1 2 0.175 2 ../lost_rasters/Reptilia_Anolis incredulus.tif
1 2 0.28 2 ../lost_rasters/Reptilia_Anolis oporinus.tif
1 2 0.716 2 ../lost_rasters/Reptilia_Anolis singularis.tif
1 2 0.054 2 ../lost_rasters/Reptilia_Amphisbaena acrobeles.tif
1 2 0.074 2 ../lost_rasters/Reptilia_Amphisbaena arda.tif
1 2 0.137 2 ../lost_rasters/Reptilia_Amphisbaena brevis.tif
1 2 0.302 2 ../lost_rasters/Reptilia_Leposternon cerradensis.tif
1 2 0.723 2 ../lost_rasters/Reptilia_Leiocephalus pratensis.tif
1 2 0.373 2 ../lost_rasters/Reptilia_Leiocephalus rhutidira.tif
1 2 0.313 2 ../lost_rasters/Reptilia_Mitophis calypso.tif
1 2 0.279 2 ../lost_rasters/Reptilia_Sphaerodactylus bromeliarum.tif
1 2 0.179 2 ../lost_rasters/Reptilia_Sphaerodactylus cochranae.tif
1 2 0.729 2 ../lost_rasters/Reptilia_Sphaerodactylus elasmorhynchus.tif
1 2 0.457 2 ../lost_rasters/Reptilia_Sphaerodactylus epiurus.tif
1 2 0.777 2 ../lost_rasters/Reptilia_Sphaerodactylus lazelli.tif
1 2 0.456 2 ../lost_rasters/Reptilia_Sphaerodactylus nycteropus.tif
1 2 0.138 2 ../lost_rasters/Reptilia_Sphaerodactylus plummeri.tif
1 2 0.411 2 ../lost_rasters/Reptilia_Sphaerodactylus sommeri.tif
1 2 0.728 2 ../lost_rasters/Reptilia_Typhlops agoralionis.tif
1 1 0.295 1 ../lost_rasters/Amphibia_Phrynobatrachus njiomock.tif
1 2 0.697 2 ../lost_rasters/Reptilia_Typhlops tetrathyreus.tif
1 1 0.244 1 ../lost_rasters/Amphibia_Atelopus ebenoides.tif
1 2 0.446 2 ../lost_rasters/Reptilia_Varanus auffenbergi.tif
1 2 0.171 2 ../lost_rasters/Reptilia_Varanus zugorum.tif
1 1 0.182 1 ../lost_rasters/Amphibia_Pristimantis hoogmoedi.tif
1 1 0.182 1 ../lost_rasters/Amphibia_Pristimantis longicorpus.tif
1 4 0.538 4 ../lost_rasters/Mammalia_Spalax istricus.tif
1 2 0.224 2 ../lost_rasters/Reptilia_Acanthosaura bintangensis.tif
1 2 0.6 2 ../lost_rasters/Reptilia_Acanthosaura brachypoda.tif
1 2 0.184 2 ../lost_rasters/Reptilia_Bronchocela orlovi.tif
1 2 0.21 2 ../lost_rasters/Reptilia_Complicitus nigrigularis.tif
1 2 0.048 2 ../lost_rasters/Reptilia_Gonocephalus mjobergi.tif
1 2 0.253 2 ../lost_rasters/Reptilia_Harpesaurus ensicauda.tif
1 2 0.096 2 ../lost_rasters/Reptilia_Pseudocalotes saravacensis.tif
1 2 0.167 2 ../lost_rasters/Reptilia_Dibamus alfredi.tif
1 2 0.207 2 ../lost_rasters/Reptilia_Dibamus booliati.tif
1 2 0.126 2 ../lost_rasters/Reptilia_Dibamus ingeri.tif
1 2 0.154 2 ../lost_rasters/Reptilia_Dibamus vorisi.tif
1 2 0.161 2 ../lost_rasters/Reptilia_Cnemaspis bayuensis.tif
1 2 0.662 2 ../lost_rasters/Reptilia_Lamprolepis leucosticta.tif
1 2 0.392 2 ../lost_rasters/Reptilia_Cyrtodactylus jarakensis.tif
1 2 0.254 2 ../lost_rasters/Reptilia_Takydromus madaensis.tif
1 2 0.563 2 ../lost_rasters/Reptilia_Takydromus sikkimensis.tif
1 2 0.366 2 ../lost_rasters/Reptilia_Dasia johnsinghi.tif
1 2 0.307 2 ../lost_rasters/Reptilia_Eutropis darevskii.tif
1 2 0.244 2 ../lost_rasters/Reptilia_Eutropis macrophthalma.tif
1 2 0.806 2 ../lost_rasters/Reptilia_Eutropis quadratilobus.tif
1 2 0.216 2 ../lost_rasters/Reptilia_Larutia puehensis.tif
1 2 0.083 2 ../lost_rasters/Reptilia_Tytthoscincus cophias.tif
1 2 0.129 2 ../lost_rasters/Reptilia_Sphenomorphus crassus.tif
1 2 0.065 2 ../lost_rasters/Reptilia_Sphenomorphus haasi.tif
1 2 0.046 2 ../lost_rasters/Reptilia_Sphenomorphus murudensis.tif
1 2 0.148 2 ../lost_rasters/Reptilia_Sphenomorphus shelfordi.tif
1 2 0.174 2 ../lost_rasters/Reptilia_Sphenomorphus tenuiculus.tif
1 2 0.294 2 ../lost_rasters/Reptilia_Tytthoscincus perhentianensis.tif
1 2 0.361 2 ../lost_rasters/Reptilia_Scincella darevskii.tif
1 2 0.155 2 ../lost_rasters/Reptilia_Lipinia inconspicua.tif
1 2 0.357 2 ../lost_rasters/Reptilia_Scincella przewalskii.tif
1 2 0.182 2 ../lost_rasters/Reptilia_Scincella rara.tif
1 2 0.162 2 ../lost_rasters/Reptilia_Cyrtodactylus kimberleyensis.tif
1 2 0.355 2 ../lost_rasters/Reptilia_Anilios insperatus.tif
1 2 0.224 2 ../lost_rasters/Reptilia_Carlia sukur.tif
1 3 0.013 3 ../lost_rasters/Aves_Tityra leucura.tif
1 3 0.137 3 ../lost_rasters/Aves_Callaeas cinereus.tif
1 3 0.113 3 ../lost_rasters/Aves_Hemignathus hanapepe.tif
1 3 0.21 3 ../lost_rasters/Aves_Hemignathus affinis.tif
1 3 0.21 3 ../lost_rasters/Aves_Loxops ochraceus.tif
1 2 0.222 2 ../lost_rasters/Reptilia_Calotes bhutanensis.tif
1 2 0.278 2 ../lost_rasters/Reptilia_Draco biaro.tif
1 2 0.283 2 ../lost_rasters/Reptilia_Draco iskandari.tif
1 2 0.552 2 ../lost_rasters/Reptilia_Dibamus deharvengi.tif
1 2 0.253 2 ../lost_rasters/Reptilia_Dibamus dezwaani.tif
1 2 0.317 2 ../lost_rasters/Reptilia_Dibamus kondaoensis.tif
1 2 0.321 2 ../lost_rasters/Reptilia_Dibamus montanus.tif
1 2 0.169 2 ../lost_rasters/Reptilia_Dibamus somsaki.tif
1 2 0.213 2 ../lost_rasters/Reptilia_Dibamus tebal.tif
1 2 0.253 2 ../lost_rasters/Reptilia_Cnemaspis dezwaani.tif
1 2 0.213 2 ../lost_rasters/Reptilia_Cnemaspis laoensis.tif
1 2 0.297 2 ../lost_rasters/Reptilia_Cyrtodactylus cucphuongensis.tif
