id,class,order,family,species,iucn,criteria,population,systems,realm
58804,Amphibia,Anura,Rhacophoridae,Nyctixalus margaritifer,LC,,Decreasing,Terrestrial,Indomalayan
58805,Amphibia,Anura,Rhacophoridae,Theloderma moloch,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58806,Amphibia,Anura,Rhacophoridae,Nyctixalus pictus,LC,,Decreasing,Terrestrial,Indomalayan
58807,Amphibia,Anura,Rhacophoridae,Philautus abditus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58809,Amphibia,Anura,Rhacophoridae,Philautus acutirostris,LC,,Decreasing,Terrestrial,Indomalayan
58810,Amphibia,Anura,Rhacophoridae,Philautus acutus,LC,,Unknown,Terrestrial,Indomalayan
58811,Amphibia,Anura,Rhacophoridae,Pseudophilautus adspersus,EX,,,Terrestrial,Indomalayan
58812,Amphibia,Anura,Rhacophoridae,Theloderma albopunctatum,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58813,Amphibia,Anura,Rhacophoridae,Pseudophilautus alto,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58814,Amphibia,Anura,Rhacophoridae,Philautus amoenus,LC,,Stable,Terrestrial,Indomalayan
58815,Amphibia,Anura,Rhacophoridae,Raorchestes andersoni,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58816,Amphibia,Anura,Rhacophoridae,Raorchestes annandalii,LC,,Stable,Terrestrial,Indomalayan|Palearctic
58818,Amphibia,Anura,Rhacophoridae,Philautus aurantium,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58819,Amphibia,Anura,Rhacophoridae,Pseudophilautus auratus,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58820,Amphibia,Anura,Rhacophoridae,Philautus aurifasciatus,LC,,Decreasing,Terrestrial,Indomalayan
58821,Amphibia,Anura,Rhacophoridae,Kurixalus banaensis,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58822,Amphibia,Anura,Rhacophoridae,Raorchestes beddomii,LC,,Stable,Terrestrial,Indomalayan
58824,Amphibia,Anura,Rhacophoridae,Philautus bunitus,LC,,Stable,Terrestrial,Indomalayan
58825,Amphibia,Anura,Rhacophoridae,Pseudophilautus caeruleus,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58826,Amphibia,Anura,Rhacophoridae,Philautus cardamonus,EN,B1ab(iii),Unknown,Terrestrial,Indomalayan
58828,Amphibia,Anura,Rhacophoridae,Pseudophilautus cavirostris,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58829,Amphibia,Anura,Rhacophoridae,Raorchestes chalazodes,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58830,Amphibia,Anura,Rhacophoridae,Raorchestes charius,LC,,Decreasing,Terrestrial,Indomalayan
58831,Amphibia,Anura,Rhacophoridae,Philautus cinerascens,DD,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58832,Amphibia,Anura,Rhacophoridae,Philautus cornutus,EN,B1ab(iii),Unknown,Terrestrial,Indomalayan
58833,Amphibia,Anura,Rhacophoridae,Pseudophilautus cuspis,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58834,Amphibia,Anura,Rhacophoridae,Pseudophilautus decoris,CR,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58835,Amphibia,Anura,Rhacophoridae,Pseudophilautus dimbullae,EX,,,Terrestrial,Indomalayan
58836,Amphibia,Anura,Rhacophoridae,Philautus disgregus,NT,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58837,Amphibia,Anura,Rhacophoridae,Philautus dubius,DD,,Unknown,Terrestrial,Indomalayan
58838,Amphibia,Anura,Rhacophoridae,Philautus erythrophthalmus,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58839,Amphibia,Anura,Rhacophoridae,Pseudophilautus eximius,EX,,,Terrestrial,Indomalayan
58840,Amphibia,Anura,Rhacophoridae,Pseudophilautus extirpo,EX,,,Terrestrial,Indomalayan
58841,Amphibia,Anura,Rhacophoridae,Pseudophilautus femoralis,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58844,Amphibia,Anura,Rhacophoridae,Pseudophilautus folicola,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58846,Amphibia,Anura,Rhacophoridae,Raorchestes garo,DD,,Unknown,Terrestrial,Indomalayan
58847,Amphibia,Anura,Rhacophoridae,Raorchestes glandulosus,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58848,Amphibia,Anura,Rhacophoridae,Gracixalus gracilipes,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58849,Amphibia,Anura,Rhacophoridae,Raorchestes griet,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58850,Amphibia,Anura,Rhacophoridae,Raorchestes gryllus,VU,"B1ab(i,iii)",Decreasing,Terrestrial,Indomalayan
58851,Amphibia,Anura,Rhacophoridae,Philautus gunungensis,LC,,Unknown,Terrestrial,Indomalayan
58852,Amphibia,Anura,Rhacophoridae,Pseudophilautus halyi,EX,,,Terrestrial,Indomalayan
58854,Amphibia,Anura,Rhacophoridae,Philautus hosii,LC,,Decreasing,Terrestrial,Indomalayan
58855,Amphibia,Anura,Rhacophoridae,Pseudophilautus hypomelas,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58856,Amphibia,Anura,Rhacophoridae,Philautus ingeri,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58857,Amphibia,Anura,Rhacophoridae,Philautus jacobsoni,CR,D,Decreasing,Terrestrial,Indomalayan
58858,Amphibia,Anura,Rhacophoridae,Nasutixalus jerdonii,LC,,Decreasing,Terrestrial,Indomalayan|Palearctic
58860,Amphibia,Anura,Rhacophoridae,Raorchestes kempiae,CR,B1ab(iii),Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58861,Amphibia,Anura,Rhacophoridae,Philautus kerangae,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58862,Amphibia,Anura,Rhacophoridae,Pseudophilautus leucorhinus,EX,,,Terrestrial,Indomalayan
58864,Amphibia,Anura,Rhacophoridae,Raorchestes longchuanensis,LC,,Decreasing,Terrestrial,Indomalayan|Palearctic
58866,Amphibia,Anura,Rhacophoridae,Pseudophilautus lunatus,CR,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58868,Amphibia,Anura,Rhacophoridae,Pseudophilautus macropus,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58869,Amphibia,Anura,Rhacophoridae,Pseudophilautus malcolmsmithi,EX,,,Terrestrial,Indomalayan
58870,Amphibia,Anura,Rhacophoridae,Philautus maosonensis,DD,,Decreasing,Terrestrial,Indomalayan
58871,Amphibia,Anura,Rhacophoridae,Gracixalus medogensis,DD,,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic
58872,Amphibia,Anura,Rhacophoridae,Raorchestes menglaensis,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58873,Amphibia,Anura,Rhacophoridae,Philautus microdiscus,CR,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58874,Amphibia,Anura,Rhacophoridae,Pseudophilautus microtympanum,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58876,Amphibia,Anura,Rhacophoridae,Philautus namdaphaensis,VU,B2ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58877,Amphibia,Anura,Rhacophoridae,Pseudophilautus nanus,EX,,,Terrestrial,Indomalayan
58878,Amphibia,Anura,Rhacophoridae,Pseudophilautus nasutus,EX,,,Terrestrial,Indomalayan
58879,Amphibia,Anura,Rhacophoridae,Pseudophilautus nemus,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58880,Amphibia,Anura,Rhacophoridae,Liuixalus ocellatus,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58881,Amphibia,Anura,Rhacophoridae,Pseudophilautus ocularis,CR,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58882,Amphibia,Anura,Rhacophoridae,Kurixalus odontotarsus,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58883,Amphibia,Anura,Rhacophoridae,Pseudophilautus oxyrhynchus,EX,,,Terrestrial,Indomalayan
58884,Amphibia,Anura,Rhacophoridae,Philautus pallidipes,LC,,Decreasing,Terrestrial,Indomalayan
58886,Amphibia,Anura,Rhacophoridae,Raorchestes parvulus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58889,Amphibia,Anura,Rhacophoridae,Pseudophilautus popularis,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58891,Amphibia,Anura,Rhacophoridae,Philautus refugii,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58892,Amphibia,Anura,Rhacophoridae,Pseudophilautus regius,LC,,Stable,Terrestrial,Indomalayan
58894,Amphibia,Anura,Rhacophoridae,Theloderma rhododiscus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58895,Amphibia,Anura,Rhacophoridae,Pseudophilautus rugatus,EX,,,Terrestrial,Indomalayan
58896,Amphibia,Anura,Rhacophoridae,Pseudophilautus rus,NT,B1ab(iii),Stable,Terrestrial,Indomalayan
58898,Amphibia,Anura,Rhacophoridae,Pseudophilautus sarasinorum,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58899,Amphibia,Anura,Rhacophoridae,Philautus saueri,LC,,Stable,Terrestrial,Indomalayan
58900,Amphibia,Anura,Rhacophoridae,Pseudophilautus schmarda,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58901,Amphibia,Anura,Rhacophoridae,Pseudophilautus semiruber,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58902,Amphibia,Anura,Rhacophoridae,Raorchestes shillongensis,LC,,Stable,Terrestrial,Indomalayan
58903,Amphibia,Anura,Rhacophoridae,Raorchestes signatus,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58905,Amphibia,Anura,Rhacophoridae,Pseudophilautus simba,CR,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58908,Amphibia,Anura,Rhacophoridae,Pseudophilautus sordidus,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58909,Amphibia,Anura,Rhacophoridae,Raorchestes graminirupes,LC,,Stable,Terrestrial,Indomalayan
58910,Amphibia,Anura,Rhacophoridae,Pseudophilautus amboli,LC,,Decreasing,Terrestrial,Indomalayan
58912,Amphibia,Anura,Rhacophoridae,Raorchestes dubois,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58913,Amphibia,Anura,Rhacophoridae,Raorchestes anili,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58914,Amphibia,Anura,Rhacophoridae,Raorchestes munnarensis,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58916,Amphibia,Anura,Rhacophoridae,Raorchestes ponmudi,LC,,Decreasing,Terrestrial,Indomalayan
58917,Amphibia,Anura,Rhacophoridae,Raorchestes bobingeri,NT,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58919,Amphibia,Anura,Rhacophoridae,Pseudophilautus stellatus,CR,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58920,Amphibia,Anura,Rhacophoridae,Pseudophilautus stictomerus,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58921,Amphibia,Anura,Rhacophoridae,Philautus surdus,LC,,Stable,Terrestrial,Indomalayan
58922,Amphibia,Anura,Rhacophoridae,Philautus surrufus,NT,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58923,Amphibia,Anura,Rhacophoridae,Philautus tectus,LC,,Decreasing,Terrestrial,Indomalayan
58924,Amphibia,Anura,Rhacophoridae,Pseudophilautus temporalis,EX,,,Terrestrial,Indomalayan
58926,Amphibia,Anura,Rhacophoridae,Raorchestes tinniens,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58927,Amphibia,Anura,Rhacophoridae,Raorchestes travancoricus,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58928,Amphibia,Anura,Rhacophoridae,Raorchestes tuberohumerus,LC,,Stable,Terrestrial,Indomalayan
58929,Amphibia,Anura,Rhacophoridae,Philautus tytthus,DD,,Unknown,Terrestrial,Indomalayan
58930,Amphibia,Anura,Rhacophoridae,Philautus umbra,LC,,Stable,Terrestrial,Indomalayan
58931,Amphibia,Anura,Rhacophoridae,Pseudophilautus variabilis,EX,,,Terrestrial,Indomalayan
58932,Amphibia,Anura,Rhacophoridae,Philautus vermiculatus,LC,,Decreasing,Terrestrial,Indomalayan
58934,Amphibia,Anura,Rhacophoridae,Pseudophilautus viridis,EN,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58935,Amphibia,Anura,Rhacophoridae,Feihyla vittiger,NT,B1ab(iii),Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58936,Amphibia,Anura,Rhacophoridae,Philautus worcesteri,LC,,Decreasing,Terrestrial,Indomalayan
58937,Amphibia,Anura,Rhacophoridae,Pseudophilautus wynaadensis,LC,,Stable,Terrestrial,Indomalayan
58938,Amphibia,Anura,Rhacophoridae,Pseudophilautus zal,EX,,,Terrestrial,Indomalayan
58939,Amphibia,Anura,Rhacophoridae,Pseudophilautus zimmeri,EX,,,Terrestrial,Indomalayan
58940,Amphibia,Anura,Rhacophoridae,Pseudophilautus zorro,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
58941,Amphibia,Anura,Rhacophoridae,Zhangixalus chenfui,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58942,Amphibia,Anura,Rhacophoridae,Polypedates colletti,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58943,Amphibia,Anura,Rhacophoridae,Polypedates cruciger,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58946,Amphibia,Anura,Rhacophoridae,Taruga eques,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58947,Amphibia,Anura,Rhacophoridae,Taruga fastigo,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58948,Amphibia,Anura,Rhacophoridae,Zhangixalus feae,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58950,Amphibia,Anura,Rhacophoridae,Polypedates hecticus,DD,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58951,Amphibia,Anura,Rhacophoridae,Zhangixalus hungfuensis,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58952,Amphibia,Anura,Rhacophoridae,Polypedates insularis,NT,B1ab(iii),Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58954,Amphibia,Anura,Rhacophoridae,Taruga longinasus,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58955,Amphibia,Anura,Rhacophoridae,Polypedates macrotis,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58958,Amphibia,Anura,Rhacophoridae,Polypedates mutus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58959,Amphibia,Anura,Rhacophoridae,Kurixalus naso,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58960,Amphibia,Anura,Rhacophoridae,Zhangixalus nigropunctatus,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58961,Amphibia,Anura,Rhacophoridae,Zhangixalus omeimontis,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58963,Amphibia,Anura,Rhacophoridae,Polypedates pseudocruciger,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58964,Amphibia,Anura,Rhacophoridae,Zhangixalus puerensis,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58965,Amphibia,Anura,Rhacophoridae,Polypedates taeniatus,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58966,Amphibia,Anura,Rhacophoridae,Zhangixalus yaoshanensis,NT,D2,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58967,Amphibia,Anura,Rhacophoridae,Polypedates zed,DD,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
58969,Amphibia,Anura,Rhacophoridae,Zhangixalus achantharrhena,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58973,Amphibia,Anura,Rhacophoridae,Zhangixalus arboreus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic
58974,Amphibia,Anura,Rhacophoridae,Zhangixalus arvalis,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58975,Amphibia,Anura,Rhacophoridae,Zhangixalus aurantiventris,EN,C2a(i),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58976,Amphibia,Anura,Rhacophoridae,Kurixalus baliogaster,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58977,Amphibia,Anura,Rhacophoridae,Rhacophorus baluensis,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
58978,Amphibia,Anura,Rhacophoridae,Rhacophorus barisani,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58979,Amphibia,Anura,Rhacophoridae,Rhacophorus bifasciatus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58980,Amphibia,Anura,Rhacophoridae,Leptomantis bimaculatus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58982,Amphibia,Anura,Rhacophoridae,Kurixalus bisacculus,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58983,Amphibia,Anura,Rhacophoridae,Rhacophorus calcadensis,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58986,Amphibia,Anura,Rhacophoridae,Leptomantis cyanopunctatus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58989,Amphibia,Anura,Rhacophoridae,Zhangixalus duboisi,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58990,Amphibia,Anura,Rhacophoridae,Zhangixalus dulitensis,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58991,Amphibia,Anura,Rhacophoridae,Rhacophorus edentulus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
58993,Amphibia,Anura,Rhacophoridae,Rhacophorus exechopygus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58994,Amphibia,Anura,Rhacophoridae,Leptomantis fasciatus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58996,Amphibia,Anura,Rhacophoridae,Rhacophorus georgii,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
58997,Amphibia,Anura,Rhacophoridae,Leptomantis harrissoni,LC,,Decreasing,Terrestrial,Indomalayan
58998,Amphibia,Anura,Rhacophoridae,Rhacophorus hoanglienensis,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
58999,Amphibia,Anura,Rhacophoridae,Feihyla kajau,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59000,Amphibia,Anura,Rhacophoridae,Rhacophorus lateralis,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59001,Amphibia,Anura,Rhacophoridae,Rhacophorus malabaricus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59002,Amphibia,Anura,Rhacophoridae,Rhacophorus margaritifer,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59004,Amphibia,Anura,Rhacophoridae,Rhacophorus modestus,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
59005,Amphibia,Anura,Rhacophoridae,Zhangixalus moltrechti,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
59006,Amphibia,Anura,Rhacophoridae,Rhacophorus monticola,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
59008,Amphibia,Anura,Rhacophoridae,Rhacophorus nigropalmatus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59010,Amphibia,Anura,Rhacophoridae,Rhacophorus orlovi,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59011,Amphibia,Anura,Rhacophoridae,Zhangixalus owstoni,NT,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
59012,Amphibia,Anura,Rhacophoridae,Rhacophorus pardalis,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59013,Amphibia,Anura,Rhacophoridae,Rhacophorus poecilonotus,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Indomalayan
59015,Amphibia,Anura,Rhacophoridae,Zhangixalus prominanus,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59016,Amphibia,Anura,Rhacophoridae,Rhacophorus pseudomalabaricus,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59018,Amphibia,Anura,Rhacophoridae,Rhacophorus rhyssocephalus,DD,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
59019,Amphibia,Anura,Rhacophoridae,Leptomantis robinsonii,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59020,Amphibia,Anura,Rhacophoridae,Leptomantis rufipes,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
59021,Amphibia,Anura,Rhacophoridae,Zhangixalus schlegelii,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic
59022,Amphibia,Anura,Rhacophoridae,Zhangixalus taipeianus,VU,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59024,Amphibia,Anura,Rhacophoridae,Rhacophorus translineatus,NT,B1ab(iii),Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
59025,Amphibia,Anura,Rhacophoridae,Rhacophorus tuberculatus,DD,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
59026,Amphibia,Anura,Rhacophoridae,Rhacophorus turpes,DD,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan
59027,Amphibia,Anura,Rhacophoridae,Ghatixalus variabilis,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59028,Amphibia,Anura,Rhacophoridae,Rhacophorus verrucopus,NT,B1ab(iii),Unknown,Terrestrial|Freshwater (=Inland waters),Palearctic
59029,Amphibia,Anura,Rhacophoridae,Kurixalus verrucosus,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic
59032,Amphibia,Anura,Rhacophoridae,Theloderma bicolor,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan
59034,Amphibia,Anura,Rhacophoridae,Theloderma gordoni,LC,,Decreasing,Terrestrial,Indomalayan
59035,Amphibia,Anura,Rhacophoridae,Theloderma horridum,LC,,Decreasing,Terrestrial,Indomalayan
59037,Amphibia,Anura,Rhacophoridae,Theloderma leporosum,LC,,Decreasing,Terrestrial,Indomalayan
59038,Amphibia,Anura,Rhacophoridae,Theloderma phrynoderma,LC,,Decreasing,Terrestrial,Indomalayan
59040,Amphibia,Anura,Rhinophrynidae,Rhinophrynus dorsalis,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical
59041,Amphibia,Anura,Scaphiopodidae,Scaphiopus couchii,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical
59042,Amphibia,Anura,Scaphiopodidae,Scaphiopus holbrookii,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59043,Amphibia,Anura,Scaphiopodidae,Scaphiopus hurterii,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59044,Amphibia,Anura,Scaphiopodidae,Spea bombifrons,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical
59045,Amphibia,Anura,Scaphiopodidae,Spea hammondii,NT,A2c,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
59046,Amphibia,Anura,Scaphiopodidae,Spea intermontana,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59047,Amphibia,Anura,Scaphiopodidae,Spea multiplicata,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical
59048,Amphibia,Anura,Sooglossidae,Sechellophryne pipilodryas,CR,"B1ab(ii,iii,v)+2ab(ii,iii,v)",Unknown,Terrestrial,Afrotropical
59049,Amphibia,Caudata,Ambystomatidae,Ambystoma altamirani,EN,"B1ab(iii,v)",Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
59050,Amphibia,Caudata,Ambystomatidae,Ambystoma amblycephalum,CR,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
59051,Amphibia,Caudata,Ambystomatidae,Ambystoma andersoni,CR,B1ab(iii),Decreasing,Freshwater (=Inland waters),Neotropical
59052,Amphibia,Caudata,Ambystomatidae,Ambystoma annulatum,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59053,Amphibia,Caudata,Ambystomatidae,Ambystoma barbouri,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
59054,Amphibia,Caudata,Ambystomatidae,Ambystoma bombypellum,DD,,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical
59055,Amphibia,Caudata,Ambystomatidae,Ambystoma dumerilii,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,Freshwater (=Inland waters),Neotropical
59056,Amphibia,Caudata,Ambystomatidae,Ambystoma flavipiperatum,EN,B1ab(iii)+2ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
59057,Amphibia,Caudata,Ambystomatidae,Ambystoma gracile,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59058,Amphibia,Caudata,Ambystomatidae,Ambystoma granulosum,EN,A2abcde,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
59059,Amphibia,Caudata,Ambystomatidae,Ambystoma jeffersonianum,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59060,Amphibia,Caudata,Ambystomatidae,Ambystoma laterale,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59061,Amphibia,Caudata,Ambystomatidae,Ambystoma leorae,CR,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
59062,Amphibia,Caudata,Ambystomatidae,Ambystoma mabeei,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Nearctic
59063,Amphibia,Caudata,Ambystomatidae,Ambystoma macrodactylum,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59064,Amphibia,Caudata,Ambystomatidae,Ambystoma maculatum,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59065,Amphibia,Caudata,Ambystomatidae,Ambystoma opacum,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Nearctic
59066,Amphibia,Caudata,Ambystomatidae,Ambystoma ordinarium,EN,"B1ab(iii,iv,v)",Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
59067,Amphibia,Caudata,Ambystomatidae,Ambystoma rivulare,EN,A4ace; B1ab(iii),Decreasing,Freshwater (=Inland waters),Neotropical
