id,class,order,family,species,iucn,criteria,population,systems,realm
18,Mammalia,Rodentia,Abrocomidae,Abrocoma boliviensis,CR,"B1ab(i,ii,iii)",Decreasing,Terrestrial,Neotropical
20,Reptilia,Squamata,Anguidae,Abronia montecristoi,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
75,Reptilia,Testudines,Chelidae,Acanthochelys pallidipectoris,EN,A2cde+3cde+4cde; C1+2a(i),Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
76,Reptilia,Testudines,Chelidae,Acanthochelys spixii,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Neotropical
78,Reptilia,Testudines,Chelidae,Acanthochelys radiolata,LR_NT,,,Terrestrial|Freshwater (=Inland waters),Neotropical
137,Mammalia,Chiroptera,Pteropodidae,Acerodon celebensis,VU,A2cd,Decreasing,Terrestrial,Australasian
138,Mammalia,Chiroptera,Pteropodidae,Acerodon humilis,EN,"B1ab(iii,v)",Decreasing,Terrestrial,Australasian
139,Mammalia,Chiroptera,Pteropodidae,Acerodon jubatus,EN,A2cd,Decreasing,Terrestrial,Indomalayan
140,Mammalia,Chiroptera,Pteropodidae,Acerodon leucotis,VU,A4cd,Decreasing,Terrestrial,Indomalayan
142,Mammalia,Chiroptera,Pteropodidae,Acerodon mackloti,VU,A3cd,Decreasing,Terrestrial,Australasian
161,Reptilia,Squamata,Xenodermidae,Achalinus werneri,NT,B1a,Unknown,Terrestrial,Palearctic
219,Mammalia,Carnivora,Felidae,Acinonyx jubatus,VU,A4b; C1,Decreasing,Terrestrial,Afrotropical|Palearctic
263,Mammalia,Rodentia,Muridae,Acomys cahirinus,LC,,Stable,Terrestrial,Afrotropical|Palearctic
264,Mammalia,Rodentia,Muridae,Acomys cilicicus,DD,,Unknown,Terrestrial,Palearctic
265,Mammalia,Rodentia,Muridae,Acomys cineraceus,LC,,Stable,Terrestrial,Afrotropical
266,Mammalia,Rodentia,Muridae,Acomys ignitus,LC,,Stable,Terrestrial,Afrotropical
267,Mammalia,Rodentia,Muridae,Acomys kempi,LC,,Stable,Terrestrial,Afrotropical
268,Mammalia,Rodentia,Muridae,Acomys louisae,LC,,Stable,Terrestrial,Afrotropical
269,Mammalia,Rodentia,Muridae,Acomys minous,DD,,Unknown,Terrestrial,Palearctic
270,Mammalia,Rodentia,Muridae,Acomys mullah,LC,,Unknown,Terrestrial,Afrotropical
271,Mammalia,Rodentia,Muridae,Acomys nesiotes,DD,,Unknown,Terrestrial,Palearctic
272,Mammalia,Rodentia,Muridae,Acomys percivali,LC,,Stable,Terrestrial,Afrotropical
273,Mammalia,Rodentia,Muridae,Acomys russatus,LC,,Unknown,Terrestrial,Palearctic
275,Mammalia,Rodentia,Muridae,Acomys subspinosus,LC,,Stable,Terrestrial,Afrotropical
276,Mammalia,Rodentia,Muridae,Acomys wilsoni,LC,,Stable,Terrestrial,Afrotropical
278,Mammalia,Rodentia,Octodontidae,Aconaemys fuscus,LC,,Unknown,Terrestrial,Neotropical
279,Mammalia,Rodentia,Octodontidae,Aconaemys sagei,DD,,Unknown,Terrestrial,Neotropical
282,Reptilia,Squamata,Boidae,Acrantophis dumerili,LC,,Stable,Terrestrial,Afrotropical
283,Reptilia,Squamata,Boidae,Acrantophis madagascariensis,LC,,Stable,Terrestrial,Afrotropical
512,Mammalia,Artiodactyla,Bovidae,Addax nasomaculatus,CR,A2cd; C2a(ii); D,Decreasing,Terrestrial,Palearctic
520,Amphibia,Anura,Limnodynastidae,Adelotus brevis,LC,,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian
521,Reptilia,Squamata,Dipsadidae,Adelphicos daryi,EN,B1ab(iii),Unknown,Terrestrial,Neotropical
547,Mammalia,Rodentia,Cricetidae,Handleyomys fuscatus,LC,,Decreasing,Terrestrial,Neotropical
548,Mammalia,Rodentia,Cricetidae,Aepeomys lugens,LC,,Unknown,Terrestrial,Neotropical
550,Mammalia,Artiodactyla,Bovidae,Aepyceros melampus,LC,,Stable,Terrestrial,Afrotropical
555,Mammalia,Rodentia,Sciuridae,Aeretes melanopterus,LC,,Stable,Terrestrial,Palearctic
556,Mammalia,Rodentia,Sciuridae,Aeromys tephromelas,DD,,Unknown,Terrestrial,Indomalayan
557,Mammalia,Rodentia,Sciuridae,Aeromys thomasi,LC,,Unknown,Terrestrial,Indomalayan
565,Mammalia,Chiroptera,Pteropodidae,Aethalops alecto,LC,,Decreasing,Terrestrial,Indomalayan
567,Mammalia,Rodentia,Muridae,Aethomys silindensis,DD,,Unknown,Terrestrial,Afrotropical
568,Mammalia,Rodentia,Muridae,Aethomys bocagei,LC,,Unknown,Terrestrial,Afrotropical
569,Mammalia,Rodentia,Muridae,Aethomys chrysophilus,LC,,Unknown,Terrestrial,Afrotropical
570,Mammalia,Rodentia,Muridae,Micaelamys granti,LC,,Unknown,Terrestrial,Afrotropical
571,Mammalia,Rodentia,Muridae,Aethomys hindei,LC,,Unknown,Terrestrial,Afrotropical
572,Mammalia,Rodentia,Muridae,Aethomys kaiseri,LC,,Unknown,Terrestrial,Afrotropical
573,Mammalia,Rodentia,Muridae,Micaelamys namaquensis,LC,,Stable,Terrestrial,Afrotropical
574,Mammalia,Rodentia,Muridae,Aethomys nyikae,LC,,Unknown,Terrestrial,Afrotropical
575,Mammalia,Rodentia,Muridae,Aethomys stannarius,DD,,Unknown,Terrestrial,Afrotropical
576,Mammalia,Rodentia,Muridae,Aethomys thomasi,LC,,Unknown,Terrestrial,Afrotropical
596,Amphibia,Anura,Hyperoliidae,Afrixalus aureus,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Afrotropical
612,Reptilia,Squamata,Gekkonidae,Afroedura hawequensis,LC,,Stable,Terrestrial,Afrotropical
699,Mammalia,Rodentia,Cuniculidae,Cuniculus paca,LC,,Stable,Terrestrial,Neotropical
700,Mammalia,Rodentia,Cuniculidae,Cuniculus taczanowskii,NT,,Decreasing,Terrestrial,Neotropical
712,Mammalia,Carnivora,Ursidae,Ailuropoda melanoleuca,VU,C2a(i); D1,Increasing,Terrestrial,Indomalayan|Palearctic
714,Mammalia,Carnivora,Ailuridae,Ailurus fulgens,EN,A2cde+3cde+4cde,Decreasing,Terrestrial,Indomalayan|Palearctic
723,Mammalia,Rodentia,Cricetidae,Akodon aerosus,LC,,Stable,Terrestrial,Neotropical
724,Mammalia,Rodentia,Cricetidae,Akodon affinis,LC,,Stable,Terrestrial,Neotropical
725,Mammalia,Rodentia,Cricetidae,Akodon albiventer,LC,,Stable,Terrestrial,Neotropical
726,Mammalia,Rodentia,Cricetidae,Akodon azarae,LC,,Stable,Terrestrial,Neotropical
727,Mammalia,Rodentia,Cricetidae,Neomicroxus bogotensis,LC,,Stable,Terrestrial,Neotropical
728,Mammalia,Rodentia,Cricetidae,Akodon boliviensis,LC,,Stable,Terrestrial,Neotropical
729,Mammalia,Rodentia,Cricetidae,Akodon budini,LC,,Stable,Terrestrial,Neotropical
730,Mammalia,Rodentia,Cricetidae,Akodon cursor,LC,,Unknown,Terrestrial,Neotropical
731,Mammalia,Rodentia,Cricetidae,Akodon dayi,LC,,Stable,Terrestrial,Neotropical
733,Mammalia,Rodentia,Cricetidae,Akodon fumeus,LC,,Stable,Terrestrial,Neotropical
735,Mammalia,Rodentia,Cricetidae,Abrothrix illutea,LC,,Decreasing,Terrestrial,Neotropical
736,Mammalia,Rodentia,Cricetidae,Akodon iniscatus,LC,,Stable,Terrestrial,Neotropical
737,Mammalia,Rodentia,Cricetidae,Akodon juninensis,LC,,Stable,Terrestrial,Neotropical
738,Mammalia,Rodentia,Cricetidae,Deltamys kempi,LC,,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical
739,Mammalia,Rodentia,Cricetidae,Akodon kofordi,LC,,Unknown,Terrestrial,Neotropical
740,Mammalia,Rodentia,Cricetidae,Abrothrix lanosus,LC,,Stable,Terrestrial,Neotropical
741,Mammalia,Rodentia,Cricetidae,Neomicroxus latebricola,EN,B2ab(iii),Decreasing,Terrestrial,Neotropical
742,Mammalia,Rodentia,Cricetidae,Akodon lindberghi,DD,,Unknown,Terrestrial,Neotropical
743,Mammalia,Rodentia,Cricetidae,Abrothrix longipilis,LC,,Decreasing,Terrestrial,Neotropical
746,Mammalia,Rodentia,Cricetidae,Akodon mimus,LC,,Stable,Terrestrial,Neotropical
747,Mammalia,Rodentia,Cricetidae,Akodon molinae,LC,,Decreasing,Terrestrial,Neotropical
748,Mammalia,Rodentia,Cricetidae,Akodon mollis,LC,,Stable,Terrestrial,Neotropical
750,Mammalia,Rodentia,Cricetidae,Thaptomys nigrita,LC,,Unknown,Terrestrial,Neotropical
751,Mammalia,Rodentia,Cricetidae,Abrothrix olivaceus,LC,,Stable,Terrestrial,Neotropical
752,Mammalia,Rodentia,Cricetidae,Akodon orophilus,LC,,Stable,Terrestrial,Neotropical
753,Mammalia,Rodentia,Cricetidae,Akodon lutescens,LC,,Stable,Terrestrial,Neotropical
754,Mammalia,Rodentia,Cricetidae,Abrothrix sanborni,NT,"B1b(iii,v)",Decreasing,Terrestrial,Neotropical
755,Mammalia,Rodentia,Cricetidae,Akodon sanctipaulensis,DD,,Unknown,Terrestrial,Neotropical
756,Mammalia,Rodentia,Cricetidae,Akodon serrensis,LC,,Unknown,Terrestrial,Neotropical
757,Mammalia,Rodentia,Cricetidae,Akodon siberiae,NT,B1ab(iii),Decreasing,Terrestrial,Neotropical
758,Mammalia,Rodentia,Cricetidae,Akodon simulator,LC,,Stable,Terrestrial,Neotropical
760,Mammalia,Rodentia,Cricetidae,Akodon subfuscus,LC,,Stable,Terrestrial,Neotropical
761,Mammalia,Rodentia,Cricetidae,Akodon surdus,VU,"B1ab(i,ii,iii)",Unknown,Terrestrial,Neotropical
762,Mammalia,Rodentia,Cricetidae,Akodon sylvanus,LC,,Stable,Terrestrial,Neotropical
763,Mammalia,Rodentia,Cricetidae,Akodon toba,LC,,Stable,Terrestrial,Neotropical
764,Mammalia,Rodentia,Cricetidae,Akodon torques,LC,,Stable,Terrestrial,Neotropical
765,Mammalia,Rodentia,Cricetidae,Necromys urichi,LC,,Unknown,Terrestrial,Neotropical
766,Mammalia,Rodentia,Cricetidae,Akodon varius,DD,,Unknown,Terrestrial,Neotropical
811,Mammalia,Artiodactyla,Bovidae,Alcelaphus buselaphus,LC,,Decreasing,Terrestrial,Afrotropical|Palearctic
840,Reptilia,Squamata,Lacertidae,Algyroides marchi,EN,"B1ab(iii,v)",Decreasing,Terrestrial,Palearctic
843,Mammalia,Chiroptera,Pteropodidae,Alionycteris paucidentata,LC,,Stable,Terrestrial,Indomalayan
850,Mammalia,Rodentia,Dipodidae,Allactaga tetradactyla,DD,,Unknown,Terrestrial,Palearctic
851,Mammalia,Rodentia,Dipodidae,Allactaga balikunica,LC,,Unknown,Terrestrial,Palearctic
852,Mammalia,Rodentia,Dipodidae,Allactaga bullata,LC,,Unknown,Terrestrial,Palearctic
854,Mammalia,Rodentia,Dipodidae,Scarturus euphratica,LC,,Decreasing,Terrestrial,Palearctic
855,Mammalia,Rodentia,Dipodidae,Allactaga firouzi,DD,,Unknown,Terrestrial,Palearctic
856,Mammalia,Rodentia,Dipodidae,Allactaga hotsoni,LC,,Unknown,Terrestrial,Palearctic
857,Mammalia,Rodentia,Dipodidae,Allactaga major,LC,,Decreasing,Terrestrial,Palearctic
858,Mammalia,Rodentia,Dipodidae,Allactaga severtzovi,LC,,Unknown,Terrestrial,Palearctic
859,Mammalia,Rodentia,Dipodidae,Allactaga sibirica,LC,,Unknown,Terrestrial,Palearctic
860,Mammalia,Rodentia,Dipodidae,Scarturus vinogradovi,LC,,Decreasing,Terrestrial,Palearctic
861,Mammalia,Rodentia,Dipodidae,Allactodipus bobrinskii,LC,,Unknown,Terrestrial,Palearctic
865,Mammalia,Primates,Cercopithecidae,Allenopithecus nigroviridis,LC,,Decreasing,Terrestrial,Afrotropical
867,Reptilia,Crocodylia,Alligatoridae,Alligator sinensis,CR,"A1b; B1ab(ii,v)+2ab(ii,v); C1+2a(i)",Stable,Freshwater (=Inland waters),Indomalayan
868,Mammalia,Primates,Cheirogaleidae,Allocebus trichotis,EN,A3cd+4cd,Decreasing,Terrestrial,Afrotropical
875,Mammalia,Rodentia,Cricetidae,Allocricetulus eversmanni,LC,,Unknown,Terrestrial,Palearctic
899,Mammalia,Carnivora,Canidae,Vulpes lagopus,LC,,Stable,Terrestrial|Marine,Nearctic|Palearctic
914,Mammalia,Primates,Atelidae,Alouatta pigra,EN,A4cd,Decreasing,Terrestrial,Neotropical
918,Mammalia,Primates,Atelidae,Alouatta ululata,EN,C2a(i),Decreasing,Terrestrial,Neotropical
922,Mammalia,Primates,Atelidae,Alouatta juara,LC,,Unknown,Terrestrial,Neotropical
928,Amphibia,Anura,Alsodidae,Alsodes barrioi,EN,B1ab(iii),Stable,Terrestrial|Freshwater (=Inland waters),Neotropical
929,Amphibia,Anura,Alsodidae,Alsodes montanus,VU,"B1ab(ii,iii)",Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
932,Amphibia,Anura,Alsodidae,Alsodes vanzolinii,EN,B1ab(iii),Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
939,Reptilia,Squamata,Dipsadidae,Alsophis antiguae,CR,B1ab(v),Increasing,Terrestrial,Neotropical
940,Reptilia,Squamata,Dipsadidae,Hypsirhynchus ater,CR,C2a(i); D,Decreasing,Terrestrial,Neotropical
941,Reptilia,Squamata,Dipsadidae,Alsophis rijgersmaei,EN,B1ab(iii),Decreasing,Terrestrial,Neotropical
942,Reptilia,Squamata,Dipsadidae,Alsophis rufiventris,VU,D2,Stable,Terrestrial,Neotropical
948,Mammalia,Rodentia,Cricetidae,Alticola albicaudus,DD,,Unknown,Terrestrial,Palearctic
949,Mammalia,Rodentia,Cricetidae,Alticola argentatus,LC,,Unknown,Terrestrial,Palearctic
950,Mammalia,Rodentia,Cricetidae,Alticola barakshin,LC,,Unknown,Terrestrial,Palearctic
951,Mammalia,Rodentia,Cricetidae,Alticola lemminus,LC,,Unknown,Terrestrial,Palearctic
952,Mammalia,Rodentia,Cricetidae,Alticola macrotis,LC,,Unknown,Terrestrial,Palearctic
953,Mammalia,Rodentia,Cricetidae,Alticola montosa,VU,B2ab(iii),Decreasing,Terrestrial,Palearctic
954,Mammalia,Rodentia,Cricetidae,Alticola roylei,NT,,Decreasing,Terrestrial,Indomalayan
955,Mammalia,Rodentia,Cricetidae,Alticola semicanus,LC,,Unknown,Terrestrial,Palearctic
956,Mammalia,Rodentia,Cricetidae,Alticola stoliczkanus,LC,,Unknown,Terrestrial,Indomalayan|Palearctic
958,Mammalia,Rodentia,Cricetidae,Alticola strelzowi,LC,,Unknown,Terrestrial,Palearctic
959,Mammalia,Rodentia,Cricetidae,Alticola tuvinicus,LC,,Unknown,Terrestrial,Palearctic
977,Amphibia,Anura,Alytidae,Alytes muletensis,EN,"B1ab(iii,v)+2ab(iii,v)",Increasing,Terrestrial|Freshwater (=Inland waters),Palearctic
979,Amphibia,Anura,Alytidae,Alytes dickhilleni,EN,A2ace,Decreasing,Terrestrial|Freshwater (=Inland waters),Palearctic
1086,Reptilia,Squamata,Iguanidae,Amblyrhynchus cristatus,VU,A2abce+4abce,Decreasing,Terrestrial|Marine,Neotropical
1087,Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus gunningi,EN,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Afrotropical
1089,Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus julianae,EN,B2ab(iii),Unknown,Terrestrial,Afrotropical
1093,Amphibia,Caudata,Ambystomatidae,Ambystoma lermaense,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
1095,Amphibia,Caudata,Ambystomatidae,Ambystoma mexicanum,CR,A2abce,Decreasing,Freshwater (=Inland waters),Nearctic|Neotropical
1098,Amphibia,Caudata,Ambystomatidae,Ambystoma californiense,VU,A2c,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
1099,Amphibia,Caudata,Ambystomatidae,Ambystoma cingulatum,EN,A2c,Decreasing,Terrestrial|Freshwater (=Inland waters),Nearctic
1118,Reptilia,Squamata,Teiidae,Pholidoscelis polops,EN,B2ab(iii),Unknown,Terrestrial,Neotropical
1119,Reptilia,Squamata,Teiidae,Pholidoscelis cineraceus,EX,,,Terrestrial,Neotropical
1120,Reptilia,Squamata,Teiidae,Pholidoscelis major,DD,,Unknown,Terrestrial,Neotropical
1137,Mammalia,Chiroptera,Phyllostomidae,Ametrida centurio,LC,,Unknown,Terrestrial,Neotropical
1140,Mammalia,Rodentia,Muridae,Ammodillus imbellis,DD,,Stable,Terrestrial,Afrotropical
1141,Mammalia,Artiodactyla,Bovidae,Ammodorcas clarkei,VU,C1,Decreasing,Terrestrial,Afrotropical
1149,Mammalia,Rodentia,Sciuridae,Ammospermophilus nelsoni,EN,"B2ab(ii,iii)",Decreasing,Terrestrial,Nearctic
1151,Mammalia,Artiodactyla,Bovidae,Ammotragus lervia,VU,C1,Decreasing,Terrestrial,Afrotropical|Palearctic
1154,Mammalia,Chiroptera,Furipteridae,Amorphochilus schnablii,VU,A2c,Stable,Terrestrial,Neotropical
1181,Reptilia,Testudines,Trionychidae,Amyda cartilaginea,VU,A1cd+2cd,,Terrestrial|Freshwater (=Inland waters),Indomalayan
1264,Mammalia,Rodentia,Cricetidae,Andalgalomys olrogi,LC,,Unknown,Terrestrial,Neotropical
1265,Mammalia,Rodentia,Cricetidae,Andalgalomys pearsoni,LC,,Stable,Terrestrial,Neotropical
1271,Mammalia,Rodentia,Cricetidae,Andinomys edax,LC,,Stable,Terrestrial,Neotropical
1273,Amphibia,Caudata,Cryptobranchidae,Andrias japonicus,VU,A2ce,Decreasing,Freshwater (=Inland waters),Palearctic
1301,Amphibia,Anura,Pyxicephalidae,Anhydrophryne rattrayi,VU,B1ab(iii),Unknown,Terrestrial,Afrotropical
1307,Mammalia,Rodentia,Muridae,Anisomys imitator,LC,,Stable,Terrestrial,Australasian
1319,Reptilia,Squamata,Anolidae,Anolis roosevelti,CR,D,Unknown,Terrestrial,Neotropical
1541,Reptilia,Squamata,Scincidae,Anomalopus mackayi,LC,,Decreasing,Terrestrial,Australasian
1550,Mammalia,Rodentia,Anomaluridae,Anomalurus derbianus,LC,,Unknown,Terrestrial,Afrotropical
1551,Mammalia,Rodentia,Anomaluridae,Anomalurus pelii,LC,,Decreasing,Terrestrial,Afrotropical
1553,Mammalia,Rodentia,Anomaluridae,Anomalurus pusillus,LC,,Unknown,Terrestrial,Afrotropical
1555,Reptilia,Squamata,Anomochilidae,Anomochilus leonardi,LC,,Unknown,Terrestrial,Indomalayan
1559,Mammalia,Rodentia,Muridae,Anonymomys mindorensis,DD,,Unknown,Terrestrial,Indomalayan
1564,Mammalia,Rodentia,Cricetidae,Anotomys leander,EN,"B2ab(i,ii,iii,iv)",Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical
1566,Mammalia,Chiroptera,Phyllostomidae,Anoura cultrata,LC,,Decreasing,Terrestrial,Neotropical
1568,Mammalia,Chiroptera,Phyllostomidae,Anoura latidens,LC,,Stable,Terrestrial,Neotropical
1569,Mammalia,Chiroptera,Phyllostomidae,Anoura luismanueli,LC,,Stable,Terrestrial,Neotropical
1581,Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys laniger,LC,,Decreasing,Terrestrial,Australasian
1583,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus godmani,LC,,Stable,Terrestrial,Australasian
1584,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus leo,LC,,Stable,Terrestrial,Australasian
1587,Mammalia,Dasyuromorphia,Dasyuridae,Murexia naso,LC,,Unknown,Terrestrial,Australasian
1589,Mammalia,Dasyuromorphia,Dasyuridae,Murexia habbema,LC,,Stable,Terrestrial,Australasian
1590,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus agilis,LC,,Unknown,Terrestrial,Australasian
1591,Mammalia,Dasyuromorphia,Dasyuridae,Murexia melanurus,LC,,Stable,Terrestrial,Australasian
1620,Mammalia,Chiroptera,Hipposideridae,Anthops ornatus,VU,A2c,Decreasing,Terrestrial,Australasian
1676,Mammalia,Artiodactyla,Bovidae,Antidorcas marsupialis,LC,,Increasing,Terrestrial,Afrotropical
1677,Mammalia,Artiodactyla,Antilocapridae,Antilocapra americana,LC,,Stable,Terrestrial,Nearctic
1681,Mammalia,Artiodactyla,Bovidae,Antilope cervicapra,LC,,Unknown,Terrestrial,Indomalayan
1789,Mammalia,Chiroptera,Vespertilionidae,Bauerus dubiaquercus,NT,A2c,Unknown,Terrestrial,Neotropical
1790,Mammalia,Chiroptera,Vespertilionidae,Antrozous pallidus,LC,,Stable,Terrestrial,Nearctic|Neotropical
1793,Mammalia,Carnivora,Mustelidae,Aonyx capensis,NT,A2cde+3cde,Decreasing,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical
1794,Mammalia,Carnivora,Mustelidae,Aonyx congicus,NT,A3cde,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
1802,Mammalia,Primates,Aotidae,Aotus miconax,EN,A4cd,Decreasing,Terrestrial,Neotropical
1807,Mammalia,Primates,Aotidae,Aotus griseimembra,VU,A2c,Decreasing,Terrestrial,Neotropical
1808,Mammalia,Primates,Aotidae,Aotus lemurinus,VU,A2c+3c+4c,Decreasing,Terrestrial,Neotropical
1869,Mammalia,Rodentia,Aplodontiidae,Aplodontia rufa,LC,,Stable,Terrestrial,Nearctic
1888,Mammalia,Rodentia,Muridae,Apodemus agrarius,LC,,Stable,Terrestrial,Indomalayan|Palearctic
1890,Mammalia,Rodentia,Muridae,Apodemus chevrieri,LC,,Unknown,Terrestrial,Indomalayan|Palearctic
1891,Mammalia,Rodentia,Muridae,Apodemus draco,LC,,Stable,Terrestrial,Indomalayan|Palearctic
1892,Mammalia,Rodentia,Muridae,Apodemus flavicollis,LC,,Stable,Terrestrial,Palearctic
1894,Mammalia,Rodentia,Muridae,Apodemus gurkha,LC,,Stable,Terrestrial,Indomalayan|Palearctic
1896,Mammalia,Rodentia,Muridae,Apodemus hyrcanicus,NT,,Decreasing,Terrestrial,Palearctic
1897,Mammalia,Rodentia,Muridae,Apodemus latronum,LC,,Unknown,Terrestrial,Indomalayan|Palearctic
1898,Mammalia,Rodentia,Muridae,Apodemus mystacinus,LC,,Stable,Terrestrial,Palearctic
1899,Mammalia,Rodentia,Muridae,Apodemus peninsulae,LC,,Stable,Terrestrial,Palearctic
1900,Mammalia,Rodentia,Muridae,Apodemus ponticus,LC,,Unknown,Terrestrial,Palearctic
1901,Mammalia,Rodentia,Muridae,Apodemus rusiges,LC,,Unknown,Terrestrial,Palearctic
1902,Mammalia,Rodentia,Muridae,Apodemus semotus,LC,,Unknown,Terrestrial,Indomalayan
1903,Mammalia,Rodentia,Muridae,Apodemus speciosus,LC,,Stable,Terrestrial,Palearctic
1904,Mammalia,Rodentia,Muridae,Apodemus sylvaticus,LC,,Stable,Terrestrial,Palearctic
1905,Mammalia,Rodentia,Muridae,Apodemus uralensis,LC,,Stable,Terrestrial,Palearctic
1906,Mammalia,Rodentia,Muridae,Apodemus pallipes,LC,,Unknown,Terrestrial,Indomalayan|Palearctic
1907,Mammalia,Rodentia,Muridae,Apodemus alpicola,LC,,Unknown,Terrestrial,Palearctic
1910,Mammalia,Rodentia,Muridae,Apomys datae,LC,,Unknown,Terrestrial,Indomalayan
1911,Mammalia,Rodentia,Muridae,Apomys hylocetes,LC,,Stable,Terrestrial,Indomalayan
1912,Mammalia,Rodentia,Muridae,Apomys insignis,LC,,Decreasing,Terrestrial,Indomalayan
1913,Mammalia,Rodentia,Muridae,Apomys littoralis,DD,,Unknown,Terrestrial,Indomalayan
1914,Mammalia,Rodentia,Muridae,Apomys microdon,LC,,Unknown,Terrestrial,Indomalayan
1915,Mammalia,Rodentia,Muridae,Apomys musculus,LC,,Stable,Terrestrial,Indomalayan
1916,Mammalia,Rodentia,Muridae,Apomys sacobianus,LC,,Unknown,Terrestrial,Indomalayan
1917,Mammalia,Rodentia,Muridae,Apomys gracilirostris,LC,,Unknown,Terrestrial,Indomalayan
1920,Reptilia,Squamata,Pygopodidae,Aprasia aurita,NT,B2a,Stable,Terrestrial,Australasian
1921,Reptilia,Squamata,Pygopodidae,Aprasia pseudopulchella,LC,,Stable,Terrestrial,Australasian
1933,Mammalia,Chiroptera,Pteropodidae,Aproteles bulmerae,CR,"B2ab(iv,v)c(ii); C2a(ii)",Decreasing,Terrestrial,Australasian
2017,Mammalia,Rodentia,Cricetidae,Arborimus albipes,LC,,Unknown,Terrestrial,Nearctic
2018,Mammalia,Rodentia,Cricetidae,Arborimus pomo,NT,B1ab(iv),Decreasing,Terrestrial,Nearctic
2045,Mammalia,Rodentia,Muridae,Archboldomys luzonensis,VU,D2,Stable,Terrestrial,Indomalayan
2053,Mammalia,Primates,Lorisidae,Arctocebus aureus,LC,,Unknown,Terrestrial,Afrotropical
2054,Mammalia,Primates,Lorisidae,Arctocebus calabarensis,NT,A2cd,Decreasing,Terrestrial,Afrotropical
2055,Mammalia,Carnivora,Otariidae,Arctocephalus australis,LC,,Increasing,Terrestrial|Marine,Neotropical
2057,Mammalia,Carnivora,Otariidae,Arctocephalus galapagoensis,EN,A2ab,Decreasing,Terrestrial|Marine,Neotropical
2058,Mammalia,Carnivora,Otariidae,Arctocephalus gazella,LC,,Decreasing,Terrestrial|Marine,Antarctic
2059,Mammalia,Carnivora,Otariidae,Arctocephalus philippii,LC,,Increasing,Terrestrial|Marine,Neotropical
2060,Mammalia,Carnivora,Otariidae,Arctocephalus pusillus,LC,,Increasing,Terrestrial|Marine,Afrotropical|Australasian
2061,Mammalia,Carnivora,Otariidae,Arctocephalus townsendi,LC,,Increasing,Terrestrial|Marine,Nearctic
2062,Mammalia,Carnivora,Otariidae,Arctocephalus tropicalis,LC,,Stable,Terrestrial|Marine,Afrotropical|Antarctic|Australasian|Neotropical
2089,Mammalia,Chiroptera,Phyllostomidae,Ardops nichollsi,LC,,Unknown,Terrestrial,Neotropical
2110,Mammalia,Chiroptera,Phyllostomidae,Ariteus flavescens,LC,,Unknown,Terrestrial,Neotropical
2119,Amphibia,Anura,Petropedetidae,Arthroleptides dutoiti,CR,C2a(ii),Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical
2121,Mammalia,Chiroptera,Phyllostomidae,Artibeus amplus,LC,,Unknown,Terrestrial,Neotropical
2122,Mammalia,Chiroptera,Phyllostomidae,Dermanura anderseni,LC,,Unknown,Terrestrial,Neotropical
2123,Mammalia,Chiroptera,Phyllostomidae,Dermanura azteca,LC,,Unknown,Terrestrial,Neotropical
2124,Mammalia,Chiroptera,Phyllostomidae,Dermanura cinerea,LC,,Unknown,Terrestrial,Neotropical
2125,Mammalia,Chiroptera,Phyllostomidae,Artibeus concolor,LC,,Stable,Terrestrial,Neotropical
2126,Mammalia,Chiroptera,Phyllostomidae,Artibeus fimbriatus,LC,,Stable,Terrestrial,Neotropical
2127,Mammalia,Chiroptera,Phyllostomidae,Artibeus fraterculus,LC,,Decreasing,Terrestrial,Neotropical
2129,Mammalia,Chiroptera,Phyllostomidae,Dermanura gnoma,LC,,Unknown,Terrestrial,Neotropical
2130,Mammalia,Chiroptera,Phyllostomidae,Enchisthenes hartii,LC,,Unknown,Terrestrial,Nearctic|Neotropical
2131,Mammalia,Chiroptera,Phyllostomidae,Artibeus hirsutus,LC,,Stable,Terrestrial,Neotropical
2132,Mammalia,Chiroptera,Phyllostomidae,Artibeus inopinatus,DD,,Unknown,Terrestrial,Neotropical
2136,Mammalia,Chiroptera,Phyllostomidae,Artibeus lituratus,LC,,Stable,Terrestrial,Neotropical
