id,species,synonyms
58563,Lithobates bwana,Rana bwana
58564,Lithobates capito,Rana capito
58574,Lithobates chichicuahutla,Rana chichicuahutla
222289521,Lithobates chiricahuensis,Rana chiricahuensis
222289521,Lithobates chiricahuensis,Lithobates subaquavocalis
58588,Lithobates dunni,Rana dunni
19148,Lithobates fisheri,Rana fisheri
58599,Lithobates forreri,Rana forreri
58628,Lithobates johni,Rana moorei
58628,Lithobates johni,Rana johni
58630,Lithobates juliani,Rana juliani
79079709,Lithobates kauffeldi,Rana kauffeldi
61872,Lithobates lemosespinali,Rana lemosespinali
143844904,Lithobates lenca,Rana  (Pantherana) lenca 
58653,Lithobates macroglossa,Rana macroglossa
58655,Lithobates maculatus,Rana maculata
58656,Lithobates magnaocularis,Rana magnaocularis
58656,Lithobates magnaocularis,Rana magnaocularis
58662,Lithobates megapoda,Rana trilobata
58662,Lithobates megapoda,Rana megapoda
58664,Lithobates miadis,Rana miadis
58671,Lithobates montezumae,Rana montezumae
58677,Lithobates neovolcanicus,Rana neovolcanica
58687,Lithobates omiltemanus,Lithobates omiltemana
58687,Lithobates omiltemanus,Rana omiltemana
19178,Lithobates onca,Rana onca
58689,Lithobates palmipes,Rana palmipes
58689,Lithobates palmipes,Ranula gollmerii
58689,Lithobates palmipes,Rana affinis
58690,Lithobates palustris,Rana palustris
79079800,Lithobates pipiens,Rana pipiens
58701,Lithobates psilonota,Rana psilonota
58702,Lithobates pueblae,Rana pueblae
58703,Lithobates pustulosus,Rana sinaloae
58703,Lithobates pustulosus,Rana pustulosa
58714,Lithobates sevosus,Rana sevosa
58714,Lithobates sevosus,Lithobates sevosa
58718,Lithobates sierramadrensis,Rana sierramadrensis
58722,Lithobates spectabilis,Rana spectabilis
58723,Lithobates sphenocephalus,Rana utricularius
58723,Lithobates sphenocephalus,Rana sphenocephala
58723,Lithobates sphenocephalus,Lithobates sphenocephala
58723,Lithobates sphenocephalus,Rana halecina
58728,Lithobates sylvaticus,Rana sylvatica
58728,Lithobates sylvaticus,Lithobates sylvatica
58731,Lithobates tarahumarae,Rana tarahumarae
58732,Lithobates taylori,Rana taylori
19182,Lithobates tlaloci,Rana tlaloci
58744,Lithobates vaillanti,Rana bonaccana
58744,Lithobates vaillanti,Rana  brevipalmata 
58744,Lithobates vaillanti,Rana palmipes 
58744,Lithobates vaillanti,Rana vaillanti
58746,Lithobates vibicarius,Rana vibicaria
58746,Lithobates vibicarius,Rana godmani
58746,Lithobates vibicarius,Lithobates vibicaria
58746,Lithobates vibicarius,Levirana vibicaria
58749,Lithobates warszewitschii,Rana coeruleopunctata
58749,Lithobates warszewitschii,Ranula chrysoprasina
58749,Lithobates warszewitschii,Rana warszewitschii
58749,Lithobates warszewitschii,Ranula  coeruleopunctata
58749,Lithobates warszewitschii,Hylarana  coeruleopunctata
58749,Lithobates warszewitschii,Trypheropsis  chrysoprasinus
58749,Lithobates warszewitschii,Rana  chrysoprasina
58749,Lithobates warszewitschii,Hylarana  chrysoprasina
58749,Lithobates warszewitschii,Rana  zeteki 
58749,Lithobates warszewitschii,Ixalus  warszewitschii 
19181,Lithobates yavapaiensis,Rana yavapaiensis
58754,Lithobates zweifeli,Rana zweifeli
57177,Lithodytes lineatus,Lithodytes lineatus
57177,Lithodytes lineatus,Leptodactylus lineatus
57177,Lithodytes lineatus,Rana lineata
41079,Litoria adelaidensis,Hyla adelaidensis
55705,Litoria albolabris,Hyla albolabris
55706,Litoria amboinensis,Hyla amboinensis
41028,Litoria andiirrmalin,Dryopsophus andiirrmalin
41028,Litoria andiirrmalin,Ranoidea andiirrmalin
55707,Litoria angiana,Hyla angiana
55707,Litoria angiana,Litoria mintima
55708,Litoria arfakiana,Hyla arfakiana
55709,Litoria aruensis,Hyla aruensis
55709,Litoria aruensis,Ranoidea aruensis
61781,Litoria auae,Ranoidea auae
12143,Litoria aurea,Ranoidea aurea
12143,Litoria aurea,Dryopsophus aureus
12143,Litoria aurea,Rana aurea
78399177,Litoria barringtonensis,Hyla phyllochroa
78399177,Litoria barringtonensis,Ranoidea barringtonensis
55710,Litoria becki,Ranoidea becki
55710,Litoria becki,Hyla becki
122060305,Litoria bella,Ranoidea bella
41080,Litoria bicolor,Eucnemis bicolor
41029,Litoria booroolongensis,Rawlinsonia booroolongensis 
41029,Litoria booroolongensis,Hyla booroolongensis
41029,Litoria booroolongensis,Ranoidea booroolongensis
41029,Litoria booroolongensis,Dryopsophus booroolongensis
12144,Litoria brevipalmata,Nyctimystes brevipalmatus
55711,Litoria brongersmai,Ranoidea brongersmai
55711,Litoria brongersmai,Hyla brongersmai
55712,Litoria bulmeri,Ranoidea  bulmeri
55712,Litoria bulmeri,Hyla bulmeri
41081,Litoria burrowsi,Litoria burrowsae
41081,Litoria burrowsi,Hyla burrowsi
41082,Litoria caerulea,Dryopsophus caeruleus
41082,Litoria caerulea,Rana caerulea
41082,Litoria caerulea,Ranoidea  caerulea
74045828,Litoria callista,Ranoidea callista
55713,Litoria capitula,Hyla capitula
12145,Litoria castanea,Litoria flavipunctata
12145,Litoria castanea,Hyla castanea
41031,Litoria cavernicola,Ranoidea cavernicola
41031,Litoria cavernicola,Dryopsophus cavernicola
41083,Litoria chloris,Dryopsophus chloris
41083,Litoria chloris,Ranoidea chloris
41083,Litoria chloris,Hyla chloris
55714,Litoria chloronota,Hylella chloronota
55714,Litoria chloronota,Hyla chloronota
41084,Litoria citropa,Dryopsophus citropus
41084,Litoria citropa,Ranoidea citropa
41084,Litoria citropa,Hyla citripoda
41084,Litoria citropa,Litoria jenolanensis
55715,Litoria congenita,Hyla congenita
55716,Litoria contrastens,Hyla contrastens
41085,Litoria coplandi,Hyla coplandi
41086,Litoria cyclorhyncha,Ranoidea cyclorhynchus
41086,Litoria cyclorhyncha,Dryopsophus cyclorhynchus
41086,Litoria cyclorhyncha,Litoria cyclorhynchus
41086,Litoria cyclorhyncha,Hyla aurea
41087,Litoria dahlii,Ranoidea dahlii
41087,Litoria dahlii,Dryopsophus dahlii
41087,Litoria dahlii,Chiroleptes dahlii
55717,Litoria darlingtoni,Hyla darlingtoni
55718,Litoria daviesae,Ranoidea daviesae
55718,Litoria daviesae,Dryopsophus daviesae
14969,Litoria dayi,Dryopsophus dayi
14969,Litoria dayi,Ranoidea dayi
14969,Litoria dayi,Hyla dayi
14969,Litoria dayi,Nyctimystes dayi
213585560,Litoria dentata,Hyla dentata
55720,Litoria dorsivena,Ranoidea dorsivena
55721,Litoria elkeae,Ranoidea elkeae
74047429,Litoria eschata,Ranoidea eschata
41089,Litoria eucnemis,Ranoidea eucnemis
41089,Litoria eucnemis,Dryopsophus eucnemis
41089,Litoria eucnemis,Hyla eucnemis
55722,Litoria everetti,Hyla everetti
41090,Litoria ewingii,Hyla  ewingii
55723,Litoria exophthalmia,Ranoidea exophthalmia
41091,Litoria fallax,Hylomantis fallax
136025,Litoria fuscula,Ranoidea fuscula
78399361,Litoria genimaculata,Ranoidea  genimaculata
78399361,Litoria genimaculata,Hyla genimaculata
41092,Litoria gilleni,Dryopsophus gilleni
41092,Litoria gilleni,Ranoidea gilleni
41092,Litoria gilleni,Hyla gilleni
182314301,Litoria gracilenta,Hyla gracilenta
182314301,Litoria gracilenta,Dryopsophus gracilentus
182314301,Litoria gracilenta,Ranoidea gracilenta
55724,Litoria graminea,Hyla  graminea 
55724,Litoria graminea,Nyctimystes gramineus
55724,Litoria graminea,Ranoidea graminea
136177,Litoria hilli,Litoria rostandi
136072,Litoria hunti,Litoria huntorum
136072,Litoria hunti,Nyctimystes hunti
55726,Litoria impura,Ranoidea impura
55726,Litoria impura,Hyla impura
41094,Litoria inermis,Chiroleptes inermis
41095,Litoria infrafrenata,Hyla infrafrenata
41095,Litoria infrafrenata,Nyctimystes infrafrenatus
55727,Litoria iris,Hyla iris
41035,Litoria jervisiensis,Hyla jervisiensis
55729,Litoria jeudii,Hyla jeudii
61782,Litoria jungguy,Ranoidea jungguy
61782,Litoria jungguy,Dryopsophus jungguy
78399187,Litoria kroombitensis,Ranoidea kroombitensis
78399187,Litoria kroombitensis,Dryopsophus kroombitensis
61783,Litoria kumae,Ranoidea kumae
12147,Litoria lesueurii,Ranoidea lesueurii
12147,Litoria lesueurii,Dryopsophus lesueurii
12147,Litoria lesueurii,Hyla lesueuri
12147,Litoria lesueurii,Litoria lesueuri
55730,Litoria leucova,Hyla leucova
55731,Litoria longicrus,Hylella longicrus
55731,Litoria longicrus,Hyla longicrus
12156,Litoria lorica,Dryopsophus loricus
12156,Litoria lorica,Ranoidea lorica
55732,Litoria louisiadensis,Hyla louisiadensis
55733,Litoria lutea,Hyla lutea
55734,Litoria macki,Ranoidea macki
78399066,Litoria meiriana,Hyla meiriana
41099,Litoria microbelos,Hyla dorsalis
55736,Litoria micromembrana,Hyla micromembrana
55737,Litoria modica,Hyla modica
41100,Litoria moorei,Dryopsophus moorei
41100,Litoria moorei,Ranoidea moorei
41100,Litoria moorei,Hyla moorei
55739,Litoria multiplica,Hyla multiplica
136003,Litoria myola,Dryopsophus myola
136003,Litoria myola,Ranoidea myola
55740,Litoria mystax,Hyla mystax
12148,Litoria nannotis,Dryopsophus nannotis 
12148,Litoria nannotis,Ranoidea nannotis
12148,Litoria nannotis,Hyla nannotis
55741,Litoria napaea,Ranoidea napaea
55741,Litoria napaea,Hyla napaea
41101,Litoria nasuta,Pelodytes nasutus
55742,Litoria nigropunctata,Hyperolius nigropunctatus
136185,Litoria nudidigita,Ranoidea nudidigita
136185,Litoria nudidigita,Dryopsophus nudidigitus
136185,Litoria nudidigita,Hyla phyllochrous
136933090,Litoria nullicedens,Nyctimystes nullicedens
12149,Litoria nyakalensis,Dryopsophus  nyakalensis 
12149,Litoria nyakalensis,Ranoidea  nyakalensis
136934416,Litoria pallidofemora,Nyctimystes pallidofemora
200996217,Litoria pearsoniana,Hyla pearsoni
200996217,Litoria pearsoniana,Dryopsophus pearsonianus
200996217,Litoria pearsoniana,Ranoidea pearsoniana
41105,Litoria peronii,Dendrohyas peronii
88340835,Litoria phyllochroa,Hyla phyllochroa
88340835,Litoria phyllochroa,Ranoidea phyllochroa
12151,Litoria piperata,Ranoidea piperata
12151,Litoria piperata,Dryopsophus piperatus
55746,Litoria pratti,Ranoidea pratti
55746,Litoria pratti,Hyla pratti
55748,Litoria prora,Hyla prora
135895,Litoria purpureolata,Nyctimystes purpureolatus
55749,Litoria pygmaea,Hyperolius pygmaeus
12152,Litoria raniformis,Dryopsophus raniformis
12152,Litoria raniformis,Ranoidea raniformis
12152,Litoria raniformis,Chirodryas raniformis
136117,Litoria rara,Ranoidea rara
41108,Litoria revelata,Litoria corbeni
12153,Litoria rheocola,Dryopsophus rheocolus
12153,Litoria rheocola,Ranoidea rheocola
135804,Litoria rivicola,Ranoidea rivicola
43340069,Litoria robinsonae,Ranoidea robinsonae
41109,Litoria rothii,Hyla rothii
41110,Litoria rubella,Hyla rubella
55784,Litoria rueppelli,Hyla rueppelli
55784,Litoria rueppelli,Nyctimystes rueppelli
55784,Litoria rueppelli,Ranoidea rueppelli
55784,Litoria rueppelli,Litoria rueppelli
55752,Litoria sanguinolenta,Nyctimystes sanguinolenta
55752,Litoria sanguinolenta,Hyla sanguinolenta
78399191,Litoria serrata,Dryopsophus serratus
78399191,Litoria serrata,Ranoidea serrata
78399191,Litoria serrata,Hyla serrata
197794385,Litoria spaldingi,Hyla spaldingi
12154,Litoria spenceri,Ranoidea spenceri
12154,Litoria spenceri,Dryopsophus spenceri
55753,Litoria spinifera,Ranoidea spinifera
55753,Litoria spinifera,Hyla spinifera
41111,Litoria splendida,Ranoidea splendida
41111,Litoria splendida,Dryopsophus splendidus 
41038,Litoria subglandulosa,Dryopsophus subglandulosus
41038,Litoria subglandulosa,Ranoidea subglandulosa
55754,Litoria thesaurensis,Hyla thesaurensis
41112,Litoria tornieri,Pelodytes affinis
41113,Litoria tyleri,Nyctimystes tyleri
41113,Litoria tyleri,Pengilleyia tyleri
55757,Litoria vagabunda,Hyla vagabunda
12155,Litoria verreauxii,Hyla verreauxii
197794510,Litoria watjulumensis,Hyla latopalmata
197794510,Litoria watjulumensis,Litoria wotjulumensis
61788,Litoria wilcoxii,Hyla vinosa
61788,Litoria wilcoxii,Hyla kinghorni
61788,Litoria wilcoxii,Ranoidea wilcoxi
61788,Litoria wilcoxii,Dryopsophus wilcoxi
55760,Litoria wisselensis,Hyla wisselensis
55761,Litoria wollastoni,Hyla wollastoni
41116,Litoria xanthomera,Ranoidea xanthomera 
41116,Litoria xanthomera,Dryopsophus xanthomera
59112,Liua shihi,Ranodon shihi
59112,Liua shihi,Hynobius shihi
59113,Liua tsinpaensis,Ranodon tsinpaensis
82410392,Liuixalus feii,Liuixalus jinxiuensis
61880,Liuixalus hainanus,Philautus hainanus
58880,Liuixalus ocellatus,Philautus ocellatus
58794,Liuixalus romeri,Chirixalus romeri
58794,Liuixalus romeri,Philautus romeri
58317,Liurana alpina,Ingerana alpina
58317,Liurana alpina,Limnonectes alpinus
58317,Liurana alpina,Liurana alpinus
58320,Liurana medogensis,Leptopelis medogensis
58320,Liurana medogensis,Limnonectes medogensis
58320,Liurana medogensis,Ingerana medogensis
58323,Liurana xizangensis,Ingerana xizangensis
58323,Liurana xizangensis,Limnonectes xizangensis
58323,Liurana xizangensis,Cornufer xizangensis
12246,Lobodon carcinophaga,Lobodon carcinophagus
22706710,Lobotos lobatus,Lobotos lobatus lobatus
22706710,Lobotos lobatus,Campephaga lobata
22706719,Lobotos oriolinus,Campephaga oriolina
22706719,Lobotos oriolinus,Lobotos oriolinus
42484982,Lobulia brongersmai,Leiolopisma brongersmai
42484997,Lobulia elegans,Lygosoma elegans
22714554,Locustella accentor,Bradypterus accentor
22714475,Locustella alfredi,Bradypterus alfredi
22732064,Locustella alishanensis,Bradypterus alishanensis
216914363,Locustella castanea,Bradypterus castanea
22714549,Locustella caudata,Bradypterus caudatus
22732200,Locustella davidi,Bradypterus davidi
22735632,Locustella kashmirensis,Bradypterus kashmirensis
22714533,Locustella luteoventris,Bradypterus luteoventris
22714523,Locustella major,Bradypterus major
22734189,Locustella mandelli,Bradypterus mandelli
103785896,Locustella montis,Locustella timorensis
22735054,Locustella seebohmi,Bradypterus seebohmi
22714528,Locustella tacsanowskia,Bradypterus tacsanowskius
105968299,Lonchura hunsteini,Lonchura nigerrima 
12302,Lontra canadensis,Lutra canadensis
12303,Lontra felina,Lutra felina
12304,Lontra longicaudis,Lutra longicaudis
12305,Lontra provocax,Lutra provocax
104673194,Lophocalotes ludekingi,Calotes ludekingi
12309,Lophocebus albigena,Lophocebus albigena
12309,Lophocebus albigena,Lophocebus albigena
12309,Lophocebus albigena,Cercocebus albigena
12309,Lophocebus albigena,Presbytis albigena
12310,Lophocebus aterrimus,Cercocebus albigena
12310,Lophocebus aterrimus,Cercopithecus aterrimus
22682396,Lophoceros alboterminatus,Tockus alboterminatus
22682400,Lophoceros bradfieldi,Tockus bradfieldi
22682363,Lophoceros camurus,Tockus camurus
22682409,Lophoceros hemprichii,Tockus hemprichii
22682413,Lophoceros nasutus,Tockus nasutus
22682417,Lophoceros pallidirostris,Tockus pallidirostris
22680472,Lophodytes cucullatus,Mergus cucullatus 
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus
170373,Lophognathus gilberti,Amphibolurus gilberti
170373,Lophognathus gilberti,Physignathus gilberti
170373,Lophognathus gilberti,Gemmatophora gilberti
170373,Lophognathus gilberti,Grammatophora temporalis
170373,Lophognathus gilberti,Physignathus incognitus
170373,Lophognathus gilberti,Redtenbacheria fasciata
22680130,Lophonetta specularioides,Anas specularioides 
22680130,Lophonetta specularioides,Anas specularioides 
22680130,Lophonetta specularioides,Anas specularioides 
22711810,Lophophanes cristatus,Parus cristatus
22711815,Lophophanes dichrous,Parus dichrous
22679182,Lophophorus impejanus,Phasianus impejanus
22706189,Lophorina intercedens,Ptiloris intercedens
181524111,Lophorina latipennis,Lophorina superba
181524111,Lophorina latipennis,Lophorina feminina
22706186,Lophorina magnifica,Ptiloris magnificus
181524214,Lophorina minor,Lophorina superba
22706196,Lophorina paradisea,Ptiloris paradiseus
22706193,Lophorina victoriae,Ptiloris victoriae
22687247,Lophornis adorabilis,Paphosia adorabilis adorabilis
22687196,Lophornis brachylophus,Lophornis brachylopha
22687196,Lophornis brachylophus,Lophornis brachylopha
22687196,Lophornis brachylophus,Lophornis brachylopha
22687196,Lophornis brachylophus,Lophornis brachylopha
22687196,Lophornis brachylophus,Lophornis brachylopha
22687241,Lophornis helenae,Paphosia helenae helenae
22687190,Lophornis magnificus,Lophornis magnifica magnifica
22687181,Lophornis ornatus,Lophornis ornata ornata
22687235,Lophornis pavoninus,Lophornis pavonina pavonina
22687211,Lophornis stictolophus,Lophornis stictolopha stictolopha
22687211,Lophornis stictolophus,Lophornis stictolopha stictolopha
22528830,Lophosaurus boydii,Goniocephalus  boydii
22528830,Lophosaurus boydii,Hypsilurus boydii
22528830,Lophosaurus boydii,Tiaris boydii
22528853,Lophosaurus dilophus,Hypsilurus dilophus
22528853,Lophosaurus dilophus,Lophyrus dilophus
22566077,Lophosaurus spinipes,Goniocephalus  spinipes
22566077,Lophosaurus spinipes,Hypsilurus spinipes
22566077,Lophosaurus spinipes,Lophyrus spinipes
21984,Lophostoma brasiliense,Tonatia brasiliense
99783878,Lophostoma carrikeri,Tonatia carrikeri
99783878,Lophostoma carrikeri,Lophostoma yasuni
21986,Lophostoma evotis,Tonatia evotis
88149174,Lophostoma occidentalis,Lophostoma aequatorialis
21987,Lophostoma schulzi,Tonatia schulzi
88149202,Lophostoma silvicolum,Tonatia silvicola
22691960,Lophotis gindiana,Eupodotis gindiana
22691965,Lophotis ruficrista,Eupodotis ruficrista
22691955,Lophotis savilei,Eupodotis savilei
22679278,Lophura bulweri,Lobiophasis bulweri
22679278,Lophura bulweri,Lobiophasis bulweri
45354985,Lophura edwardsi,Lophura hatinhensis
45355372,Lophura inornata,Lophura hoogerwerfi
47990318,Lophuromys flavopunctatus,Lophuromys aquilus
47990318,Lophuromys flavopunctatus,Lophuromys brunneus
47990318,Lophuromys flavopunctatus,Lophuromys dudui
47990318,Lophuromys flavopunctatus,Lophuromys verhageni
47990318,Lophuromys flavopunctatus,Lophuromys zena
12356,Lophuromys sikapusi,Lophuromys angolensis
12356,Lophuromys sikapusi,Lophuromys ansorgei
47992103,Lophuromys simensis,Lophuromys flavopunctatus
44722,Loris lydekkerianus,Loris tardigradus
12375,Loris tardigradus,Loris ceylonicus
12375,Loris tardigradus,Loris zeylanicus
12375,Loris tardigradus,Loris gracilis
12375,Loris tardigradus,Arachnocebus  lori 
12375,Loris tardigradus,Lemur   tardigradus
12375,Loris tardigradus,Loris   gracilis 
22684603,Lorius albidinucha,Lorius albidinuchus albidinuchus
22684603,Lorius albidinucha,Lorius albidinuchus albidinuchus
22684603,Lorius albidinucha,Lorius albidinuchus albidinuchus
22684603,Lorius albidinucha,Lorius albidinuchus albidinuchus
22684586,Lorius domicella,Lorius domicellus
22684597,Lorius hypoinochrous,Lorius amabilis 
176242,Loveridgea ionidesii,Amphisaena ionidesii
44647933,Loveridgea phylofiniens,Amphisbaena phylofiniens
196568,Loveridgelaps elapoides,Hoplocephalus elapoides
181008073,Loxodonta africana,Elephas africana
181008073,Loxodonta africana,Loxodonta africana
181007989,Loxodonta cyclotis,Loxodonta africana
2396,Loxodontomys micropus,Auliscomys micropus
66082511,Loxopholis caparensis,Leposoma caparensis
66082554,Loxopholis ferreirai,Leposoma ferreirai
66080998,Loxopholis guianense,Leposoma guianense
44578613,Loxopholis hexalepis,Leposoma hexalepis
44578624,Loxopholis ioanna,Leposoma ioanna
66082596,Loxopholis osvaldoi,Leposoma osvaldoi
178582,Loxopholis parietalis,Mionyx parietale
178582,Loxopholis parietalis,Leposoma parietale
178678,Loxopholis percarinatum,Lepidosoma percarinatum
178678,Loxopholis percarinatum,Hylosaurus percarinatus
178678,Loxopholis percarinatum,Leposoma taeniata
178678,Loxopholis percarinatum,Hylosaurus muelleri
178678,Loxopholis percarinatum,Leposoma percarinatum
178222,Loxopholis rugiceps,Leposoma dispar
178222,Loxopholis rugiceps,Loxopholis rugiceps
178222,Loxopholis rugiceps,Leposoma rugiceps
66082948,Loxopholis snethlageae,Leposoma snethlageae
203058,Loxopholis southi,Leposoma southi
120686710,Lubuya ivensii,Mabuia ivensii
120686710,Lubuya ivensii,Lygosoma ivensii
120686710,Lubuya ivensii,Mabuya ivensii
120686710,Lubuya ivensii,Euprepis ivensii
120686710,Lubuya ivensii,Trachylepis ivensii
120686710,Lubuya ivensii,Euprepes ivensii
102675042,Lucasium alboguttatum,Diplodactylus alboguttatus
178557,Lucasium byrnei,Diplodactylus dorotheae
178557,Lucasium byrnei,Diplodactylus byrnei
102675334,Lucasium immaculatum,Diplodactylus immaculatus
102675430,Lucasium maini,Diplodactylus maini
102675478,Lucasium occultum,Diplodactylus occultus
102675838,Lucasium squarrosum,Diplodactylus squarrosus
102676284,Lucasium steindachneri,Diplodactylus steindachneri
102676817,Lucasium stenodactylum,Diplodactylus stenodactylus
102676891,Lucasium wombeyi,Diplodactylus wombeyi
59569,Luetkenotyphlus brasiliensis,Siphonops brasiliensis
59595,Luetkenotyphlus insulanus,Siphonops insulanus
10219,Lundomys molitor,Holochilus magnus
10219,Lundomys molitor,Hesperomys molitor
101950492,Luperosaurus brooksii,Gekko brooksii
169748,Luperosaurus corfieldi,Luperosaurus cornfieldi
193340571,Luperosaurus cumingii,Lyperosaurus cumingii
3753,Lupulella adustus,Canis adustus
3755,Lupulella mesomelas,Canis mesomelas
22710108,Luscinia phaenicuroides,Hodgsonius phaenicuroides
22709707,Luscinia svecica,Luscinia svecica
22709707,Luscinia svecica,Cyanecula svecica
12419,Lutra lutra,Lutra nippon
12419,Lutra lutra,Viverra lutra
12427,Lutrogale perspicillata,Lutra perspicillata
22681816,Lybius vieilloti,Lybius vielloti vielloti
6929,Lycalopex culpaeus,Pseudalopex culpaeus
41586,Lycalopex fulvipes,Pseudalopex fulvipes
6927,Lycalopex griseus,Pseudalopex griseus
6928,Lycalopex gymnocercus,Pseudalopex gymnocercus
6925,Lycalopex sechurae,Pseudalopex sechurae
6926,Lycalopex vetulus,Pseudalopex vetulus
12436,Lycaon pictus,Hyaena picta
61913,Lyciasalamandra antalyana,Lyciasalamandra antalyana
61913,Lyciasalamandra antalyana,Lyciasalamandra antalyana
61913,Lyciasalamandra antalyana,Mertensiella luschani 
61914,Lyciasalamandra atifi,Lyciasalamandra atifi
61914,Lyciasalamandra atifi,Lyciasalamandra atifi
61914,Lyciasalamandra atifi,Lyciasalamandra atifi
61914,Lyciasalamandra atifi,Lyciasalamandra atifi
61914,Lyciasalamandra atifi,Lyciasalamandra atifi 
61914,Lyciasalamandra atifi,Lyciasalamandra atifi
61914,Lyciasalamandra atifi,Mertensiella luschani 
112693185,Lyciasalamandra billae,Lyciasalamandra billae
112693185,Lyciasalamandra billae,Mertensiella luschani
112693185,Lyciasalamandra billae,Lyciasalamandra billae
112693185,Lyciasalamandra billae,Lyciasalamandra billae
112693185,Lyciasalamandra billae,Lyciasalamandra billae
112693185,Lyciasalamandra billae,Lyciasalamandra  billae
61916,Lyciasalamandra fazilae,Lyciasalamandra fazilae
61916,Lyciasalamandra fazilae,Lyciasalamandra fazilae
61916,Lyciasalamandra fazilae,Mertensiella luschani
61917,Lyciasalamandra flavimembris,Lyciasalamandra flavimembris
61917,Lyciasalamandra flavimembris,Mertensiella luschani 
61917,Lyciasalamandra flavimembris,Lyciasalamandra flavimembris
61918,Lyciasalamandra helverseni,Mertensiella luschani
41241,Lyciasalamandra luschani,Mertensiella luschani
41241,Lyciasalamandra luschani,Mertensiella luschani
41241,Lyciasalamandra luschani,Mertensiella luschani
41241,Lyciasalamandra luschani,Mertensiella luschani
41241,Lyciasalamandra luschani,Molge luschani
192067,Lycodon albofuscus,Sphecodes albo-fuscus
192067,Lycodon albofuscus,Lepturophis albofuscus
150205307,Lycodon anamallensis,Lycodon osmanhilli
172705,Lycodon aulicus,Lycodon subfuscus
172705,Lycodon aulicus,Lycodon unicolor
172705,Lycodon aulicus,Lycodon aulicus
172705,Lycodon aulicus,Coluber aulicus
192064,Lycodon capucinus,Coluber hebe
48891023,Lycodon carinatus,Hurria carinatus
183193,Lycodon davisonii,Ulupe davisonii
183193,Lycodon davisonii,Dryocalamus davisonii
169854,Lycodon dumerilii,Stegonotus dumerili
176842,Lycodon effraenis,Tetragonosoma effrene
192160,Lycodon fasciatus,Dinodon yunnanensis
192160,Lycodon fasciatus,Ophites fasciatus
172635,Lycodon flavomaculatus,Ophites flavomaculatus
191948,Lycodon flavozonatus,Lycodon flavozontum
191948,Lycodon flavozonatus,Dinodon flavozonatum
192037,Lycodon futsingensis,Dinodon futsingensis
202842,Lycodon gammiei,Dinodon gammiei
202842,Lycodon gammiei,Ophites gammiei
177551,Lycodon gracilis,Odontomus fergusonii
177551,Lycodon gracilis,Hydrophobus gracilis
177551,Lycodon gracilis,Odontomus gracilis
177551,Lycodon gracilis,Dryocalamus gracilis
48985287,Lycodon hypsirhinoides,Tytleria hypsirhinoides
176843,Lycodon jara,Lycophidion bipunctatum
176843,Lycodon jara,Coluber jara
176843,Lycodon jara,Lycodon  odishii
202844,Lycodon mackinnoni,Ophites mackinnoni
192177,Lycodon meridionale,Dinodon rufozonatum
192177,Lycodon meridionale,Dinodon meridionale
48892759,Lycodon multifasciatus,Dinodon septentrionale
192186,Lycodon multizonatus,Oligodon multizonatus
172606,Lycodon nympha,Coluber nympha
172606,Lycodon nympha,Hydrophobus semifasciatus
172606,Lycodon nympha,Hurria nympha
172606,Lycodon nympha,Hydrophobus nympha
172606,Lycodon nympha,Odontomus nympha
172606,Lycodon nympha,Odontomus semifasciatus
172606,Lycodon nympha,Dryocalamus nympha
48889843,Lycodon orientalis,Dinodon orientale
48889843,Lycodon orientalis,Ophites orientalis
169765,Lycodon philippinus,Dryocalamus philippinus
192047,Lycodon rosozonatus,Lycodon rosozonatum
192047,Lycodon rosozonatus,Dinodon rosozonatum
192124,Lycodon rufozonatus,Dinodon rufozonatum
192124,Lycodon rufozonatus,Lycodon rufozonatum
192128,Lycodon ruhstrati,Ophites ruhstrati
186135286,Lycodon sealei,Lycodon subcinctus
47113738,Lycodon semicarinatus,Dinodon semicarinatum
47113738,Lycodon semicarinatus,Eumesodon semicarinatus
191984,Lycodon septentrionalis,Ophites septentrionalis
191984,Lycodon septentrionalis,Dinodon septentrionalis
164649,Lycodon striatus,Coluber striatus
183191,Lycodon subannulatus,Odontomus subannulatus
183191,Lycodon subannulatus,Dryocalamus subannulatus
169789,Lycodon tessellatus,Lycodon tesselatus
172643,Lycodon travancoricus,Cercaspis travancoricus
183192,Lycodon tristrigatus,Dryocalamus tristrigatus
176848,Lycodonomorphus bicolor,Glypholycus bicolor
176848,Lycodonomorphus bicolor,Nerophidion hypsirhinoides
174097,Lycodonomorphus inornatus,Pachyophis temporalis
174097,Lycodonomorphus inornatus,Boodon infernalis
174097,Lycodonomorphus inornatus,Lamprophis inornatus
110133954,Lycodonomorphus laevissimus,Natrix laevissima
110133962,Lycodonomorphus leleupi,Ablabophis whytei
120686509,Lycodonomorphus mlanjensis,Lycodonomorphus rufulus
110134030,Lycodonomorphus rufulus,Coluber rufulus
176849,Lycodonomorphus subtaeniatus,Lycodonomorphus upembae
176850,Lycodonomorphus whytii,Glypholycus whytii
177534,Lycodryas carleti,Stenophis carleti
177542,Lycodryas citrinus,Stenophis citrinus
172975,Lycodryas gaimardi,Dipsas gaimardii
172975,Lycodryas gaimardi,Stenophis gaimardi
177463,Lycodryas granuliceps,Stenophis granuliceps
