id_no,species,mean_gHM,median_gHM,source
136597,Coendou ichillus,0.046719617,0.025070209,dd_spp
5084,Coendou nycthemera,0.089882311,0.073064096,dd_spp
136702,Coendou quichua,0.263682692,0.241691701,dd_spp
136518,Coendou roosmalenorum,0.044379108,0.022351291,dd_spp
20633,Coendou vestitus,0.314642065,0.283117831,dd_spp
116419882,Coleodactylus elizae,0.307969542,0.317947119,dd_spp
80221085,Coleura kibomalandy,0.20924209,0.190403551,dd_spp
134881436,Colobosauroides carvalhoi,0.27183099,0.244100377,dd_spp
55087,Colostethus furviventris,0.109941411,0.109384149,dd_spp
55106,Colostethus lynchi,0.633868938,0.588728726,dd_spp
55133,Colostethus poecilonotus,0.167289424,0.146644697,dd_spp
193449,Colubroelaps nguyenvansangi,0.300834505,0.235410444,dd_spp
99929045,Complicitus nigrigularis,0.219845062,0.210113965,lost_spp
99929045,Complicitus nigrigularis,0.219845062,0.210113965,dd_spp
56199,Congolius robustus,0.075248181,0.084745258,dd_spp
5221,Congosorex polli,0.557276181,0.596896708,dd_spp
63749,Coniophanes alvarezi,0.525854687,0.477189332,dd_spp
203466,Coniophanes joanae,0.121220353,0.028041603,dd_spp
63751,Coniophanes lateritius,0.327297044,0.226425886,dd_spp
63752,Coniophanes melanocephalus,0.680117153,0.753531486,dd_spp
63756,Coniophanes sarae,0.257011903,0.189510986,dd_spp
63759,Conophis morai,0.380791081,0.265889704,dd_spp
50012229,Contomastix leachei,0.199370064,0.146466359,dd_spp
47102745,Copeoglossum margaritae,0.613275293,0.576708198,lost_spp
47102745,Copeoglossum margaritae,0.613275293,0.576708198,dd_spp
57773,Cophixalus bewaniensis,0.121813594,0.108431637,dd_spp
57777,Cophixalus daymani,0.255134813,0.162234142,dd_spp
76317552,Cophixalus monosyllabus,0.11182342,0.089840606,dd_spp
57779,Cophixalus montanus,0.23512982,0.196745679,dd_spp
41042,Cophixalus peninsularis,0.017642911,0.01528015,dd_spp
76317586,Cophixalus pictus,0.090347723,0.089792725,dd_spp
57784,Cophixalus pulchellus,0.076346038,0.076314762,dd_spp
89254299,Cophixalus rajampatensis,0.097832364,0.086721182,dd_spp
89254960,Cophixalus salawatiensis,0.121744833,0.087036662,dd_spp
57788,Cophixalus tagulensis,0.128651434,0.128628954,dd_spp
57789,Cophixalus tetzlaffi,0.090220764,0.090220764,dd_spp
135780,Cophixalus tridactylus,0.108013369,0.108013369,dd_spp
16393823,Cophoscincopus senegalensis,0.244257926,0.235948369,dd_spp
57793,Copiula exspectata,0.167445526,0.167445526,dd_spp
57795,Copiula major,0.108013369,0.108013369,dd_spp
57797,Copiula obsti,0.108013369,0.108013369,dd_spp
110159200,Cordylus angolensis,0.251009288,0.193828337,dd_spp
177559,Cordylus rivae,0.172479029,0.174392849,dd_spp
44647998,Cordylus ukingensis,0.335969963,0.320724308,dd_spp
135814,Cornufer adiastolus,0.129061491,0.08087755,dd_spp
58451,Cornufer bimaculatus,0.107714293,0.108013369,dd_spp
136183,Cornufer bufonulus,0.080728222,0.080237888,dd_spp
74041178,Cornufer caesiops,0.080371448,0.080129299,dd_spp
58235,Cornufer gigas,0.158330882,0.13266857,dd_spp
58468,Cornufer mimicus,0.157073817,0.0816775,dd_spp
82498283,Cornufer paepkei,0.091867534,0.089984357,dd_spp
135967,Cornufer sulcatus,0.080463786,0.080234282,dd_spp
136156,Cornufer wuenscheorum,0.302900389,0.287487477,dd_spp
5501,Crateromys paulus,0.26727677,0.254004776,lost_spp
5501,Crateromys paulus,0.26727677,0.254004776,dd_spp
56396,Craugastor adamastus,0.403958461,0.467204958,lost_spp
56414,Craugastor andi,0.360546961,0.360784173,lost_spp
56455,Craugastor batrachylus,0.165026608,0.120068714,dd_spp
56498,Craugastor catalinae,0.233670103,0.212052613,lost_spp
56513,Craugastor chrysozetetes,0.092988962,0.06792476,lost_spp
56537,Craugastor cruzi,0.064347065,0.067917913,lost_spp
56540,Craugastor cuaquero,0.221930377,0.23726742,dd_spp
56582,Craugastor epochthidius,0.146094549,0.137256622,lost_spp
56598,Craugastor fecundus,0.149526024,0.110509612,lost_spp
56603,Craugastor fleischmanni,0.48275739,0.451914549,lost_spp
56641,Craugastor gulosus,0.155328498,0.129890651,lost_spp
56761,Craugastor merendonensis,0.593664507,0.596805662,lost_spp
56799,Craugastor obesus,0.175081345,0.145398557,lost_spp
56807,Craugastor olanchano,0.205734749,0.19081755,lost_spp
56853,Craugastor phasma,0.210079259,0.210512139,lost_spp
56888,Craugastor punctariolus,0.215202911,0.205352888,lost_spp
56913,Craugastor rhyacobatrachus,0.288314631,0.274413511,lost_spp
56942,Craugastor saltuarius,0.134960659,0.14880611,lost_spp
56964,Craugastor silvicola,0.154257082,0.099176027,dd_spp
57013,Craugastor trachydermus,0.170250823,0.17044384,lost_spp
202861,Cristidorsa otai,0.203416806,0.195145428,dd_spp
111747853,Crocidura absconditus,0.51383786,0.511051923,dd_spp
112517405,Crocidura afeworkbekelei,0.376173824,0.360448003,dd_spp
48296764,Crocidura annamitensis,0.238903175,0.250869229,dd_spp
5596,Crocidura armenica,0.288173294,0.268814743,dd_spp
48297939,Crocidura batakorum,0.188476197,0.170775719,dd_spp
40621,Crocidura bottegi,0.3106839,0.279057592,dd_spp
136444,Crocidura caspica,0.52830909,0.479104549,dd_spp
48296479,Crocidura cranbrooki,0.114054115,0.105575144,dd_spp
5599,Crocidura dhofarensis,0.430372195,0.431110829,dd_spp
5626,Crocidura erica,0.187499598,0.166466169,dd_spp
111739377,Crocidura fingui,0.236473622,0.199269854,dd_spp
5627,Crocidura fischeri,0.26978398,0.186060786,dd_spp
5600,Crocidura floweri,0.690197596,0.806781411,dd_spp
111765432,Crocidura gathornei,0.257272468,0.29082334,dd_spp
5631,Crocidura gracilipes,0.204770654,0.17304486,dd_spp
5601,Crocidura grandis,0.240999906,0.18738693,dd_spp
48296877,Crocidura guy,0.203989354,0.208721295,dd_spp
136226,Crocidura hilliana,0.261878644,0.196726121,dd_spp
41324,Crocidura horsfieldii,0.3865778,0.42626074,dd_spp
136634,Crocidura katinka,0.435678173,0.302450895,dd_spp
5571,Crocidura longipes,0.662607144,0.69101584,dd_spp
112139630,Crocidura lwiroensis,0.232363776,0.145440646,dd_spp
5635,Crocidura macowi,0.233615289,0.238018602,dd_spp
48269124,Crocidura mindorus,0.275571039,0.225051269,dd_spp
111767309,Crocidura monax,0.457035119,0.435817763,dd_spp
41340,Crocidura mutesae,0.138857857,0.108384311,dd_spp
41341,Crocidura nana,0.460819618,0.480119675,dd_spp
48269338,Crocidura ninoyi,0.244511452,0.23315762,dd_spp
48297786,Crocidura panayensis,0.321843516,0.277754784,dd_spp
5615,Crocidura pergrisea,0.483514854,0.527206063,dd_spp
5637,Crocidura pitmani,0.161589595,0.130069651,dd_spp
41351,Crocidura planiceps,0.60951384,0.68145901,dd_spp
5591,Crocidura polia,0.144410051,0.133469343,dd_spp
41353,Crocidura pullata,0.288582249,0.258858666,dd_spp
5592,Crocidura raineyi,0.257749185,0.228496984,dd_spp
136783,Crocidura rapax,0.395908458,0.355829149,dd_spp
5616,Crocidura religiosa,0.664647131,0.816859365,dd_spp
112465460,Crocidura sapaensis,0.309822335,0.254724309,dd_spp
5593,Crocidura selina,0.485095097,0.504272103,dd_spp
5618,Crocidura susiana,0.537631452,0.521743298,dd_spp
41361,Crocidura tarfayensis,0.045139259,0.016934222,dd_spp
5619,Crocidura tenuis,0.414908273,0.365998358,dd_spp
136379,Crocidura trichura,0.15378965,0.143759429,lost_spp
5638,Crocidura ultima,0.543793462,0.501320928,dd_spp
136447,Crocidura vosmaeri,0.260261032,0.202279188,dd_spp
136382,Crocidura wuchihensis,0.257954659,0.218375757,dd_spp
112517512,Crocidura yaldeni,0.401740055,0.360527992,dd_spp
41368,Crocidura zaphiri,0.610663478,0.702194363,dd_spp
5640,Crocidura zimmeri,0.154499237,0.164331093,dd_spp
22713021,Crossleyia tenebrosa,0.182351621,0.183532067,dd_spp
56346,Crossodactylodes pintoi,0.39684502,0.400113046,lost_spp
56346,Crossodactylodes pintoi,0.39684502,0.400113046,dd_spp
56353,Crossodactylus grandis,0.216472938,0.191377759,lost_spp
64320,Crotalus lannomi,0.382218723,0.353843078,dd_spp
64334,Crotalus tancitarensis,0.173493011,0.078980532,dd_spp
59648,Crotaphatrema bornmuelleri,0.707461112,0.731149703,dd_spp
59650,Crotaphatrema tchabalmbaboensis,0.137375583,0.118407317,dd_spp
5705,Crunomys fallax,0.134472905,0.109625556,dd_spp
29458,Crunomys suncoides,0.192222957,0.170233473,dd_spp
63767,Cryophis hallbergi,0.233714095,0.149149179,dd_spp
17451105,Cryptagama aurita,0.002294251,0.000641156,dd_spp
78459071,Cryptobatrachus conditus,0.237506059,0.222127482,dd_spp
109452477,Cryptoblepharus ahli,0.576883852,0.576883852,lost_spp
109452477,Cryptoblepharus ahli,0.576883852,0.576883852,dd_spp
109454783,Cryptoblepharus cognatus,0.236545808,0.234081045,dd_spp
109462434,Cryptoblepharus gurrmul,0.012168939,0.009941267,dd_spp
42483559,Cryptoblepharus richardsi,0.164379711,0.128585964,dd_spp
109462827,Cryptoblepharus voeltzkowi,0.238923802,0.27396974,dd_spp
42483653,Cryptoblepharus wulbu,0.018405223,0.018405223,lost_spp
42483601,Cryptoblepharus xenikos,0.163618933,0.044525847,dd_spp
5748,Cryptochloris wintoni,0.4836471,0.551229477,lost_spp
5749,Cryptochloris zyli,0.318714643,0.279785007,lost_spp
111933779,Cryptomys mahali,0.605406823,0.600834638,dd_spp
136545,Cryptonanus agricolai,0.202262481,0.171629891,dd_spp
136705,Cryptonanus guahybae,0.307870366,0.253063619,dd_spp
136749,Cryptonanus unduaviensis,0.117652884,0.105092824,dd_spp
56095,Cryptothylax minutus,0.134199804,0.134214163,dd_spp
136789,Cryptotis alticola,0.480123504,0.446948394,dd_spp
136736,Cryptotis brachyonyx,0.455877099,0.435535789,dd_spp
96829126,Cryptotis cavatorculus,0.25597257,0.209371388,dd_spp
96828906,Cryptotis celaque,0.287572599,0.299398258,dd_spp
114956336,Cryptotis dinirensis,0.284245855,0.251657948,dd_spp
5765,Cryptotis hondurensis,0.329269099,0.335554674,dd_spp
48269646,Cryptotis lacertosus,0.293665703,0.26562053,dd_spp
48269568,Cryptotis mam,0.293536108,0.277889401,dd_spp
96829093,Cryptotis mccarthyi,0.233362492,0.247968286,dd_spp
96829156,Cryptotis niausa,0.411936577,0.341472358,dd_spp
136838,Cryptotis orophila,0.297889874,0.269278705,dd_spp
136550,Cryptotis peregrina,0.326544402,0.262067646,dd_spp
91356351,Cryptotis perijensis,0.264666415,0.263956338,dd_spp
136734,Cryptotis peruviensis,0.295413461,0.23590339,dd_spp
136757,Cryptotis tropicalis,0.334888465,0.291843504,dd_spp
48267978,Cryptotis venezuelensis,0.397021498,0.392305076,dd_spp
5793,Ctenodactylus vali,0.089388388,0.083213367,dd_spp
5800,Ctenomys brasiliensis,0.234346704,0.198167861,dd_spp
5801,Ctenomys colburni,0.081912294,0.068616461,dd_spp
136308,Ctenomys coludo,0.049226718,0.038430756,dd_spp
136295,Ctenomys coyhaiquensis,0.11467121,0.079633757,dd_spp
5803,Ctenomys dorsalis,0.02412447,0.02659091,dd_spp
136588,Ctenomys famosus,0.071138463,0.046858553,dd_spp
136499,Ctenomys fochi,0.139128535,0.124590442,dd_spp
136601,Ctenomys fodax,0.092314003,0.073231772,dd_spp
5806,Ctenomys fulvus,0.054636374,0.038836814,dd_spp
136281,Ctenomys johannis,0.151623999,0.10414793,dd_spp
136556,Ctenomys juris,0.260536646,0.171658918,dd_spp
5808,Ctenomys knighti,0.121556714,0.099759649,dd_spp
5815,Ctenomys minutus,0.313647298,0.271879166,dd_spp
5822,Ctenomys pontifex,0.13826109,0.130107448,dd_spp
5824,Ctenomys saltarius,0.200241582,0.144599855,dd_spp
136568,Ctenomys scagliai,0.237838565,0.152589068,dd_spp
5825,Ctenomys sericeus,0.042574261,0.030518727,dd_spp
5830,Ctenomys tuconax,0.232875499,0.154149726,dd_spp
5831,Ctenomys tucumanus,0.311095068,0.196513042,dd_spp
136826,Ctenomys tulduco,0.017076957,0.01688936,dd_spp
5832,Ctenomys validus,0.173016152,0.127636999,dd_spp
136758,Ctenomys viperinus,0.257004184,0.166534185,dd_spp
136681,Ctenomys yolandae,0.459027875,0.449305683,dd_spp
57802,Ctenophryne minor,0.158382052,0.160827011,dd_spp
174479,Ctenosaura praeocularis,0.356311854,0.32124421,dd_spp
44193,Ctenosaura quinquecarinata,0.334680195,0.307364777,dd_spp
109464601,Ctenotus serotinus,0.002411405,0.000141083,lost_spp
109464799,Ctenotus vagus,0.002216319,0.000142167,dd_spp
5862,Ctenotus zastictus,0.005169774,0.004252294,lost_spp
75607007,Cubatyphlops anchaurus,0.256722627,0.253763422,dd_spp
75607022,Cubatyphlops anousius,0.234311361,0.246446639,dd_spp
75607030,Cubatyphlops arator,0.547379111,0.488973737,dd_spp
75607260,Cubatyphlops contorhinus,0.254754183,0.261715412,dd_spp
75607301,Cubatyphlops golyathi,0.285720102,0.272853971,dd_spp
75607363,Cubatyphlops notorachius,0.260260187,0.250584006,dd_spp
75607377,Cubatyphlops paradoxus,0.028099375,0.020495672,dd_spp
75607434,Cubatyphlops satelles,0.304313618,0.263874471,dd_spp
136466,Cuscomys ashaninka,0.147468568,0.14680779,dd_spp
136658,Cuscomys oblativa,0.266507197,0.193594247,dd_spp
199900369,Cyclopes catellus,0.145362783,0.109152339,dd_spp
199900336,Cyclopes ida,0.092164531,0.042290492,dd_spp
199900382,Cyclopes thomasi,0.038341394,0.021663665,dd_spp
56357,Cycloramphus asper,0.386871871,0.377231568,lost_spp
56357,Cycloramphus asper,0.386871871,0.377231568,dd_spp
56359,Cycloramphus bolitoglossus,0.327408182,0.340076596,lost_spp
56361,Cycloramphus brasiliensis,0.321240006,0.327672809,lost_spp
56365,Cycloramphus diringshofeni,0.756369698,0.768159479,lost_spp
56367,Cycloramphus duseni,0.090586452,0.100208767,dd_spp
56370,Cycloramphus granulosus,0.255130878,0.209960252,lost_spp
56377,Cycloramphus ohausi,0.304494689,0.281813845,lost_spp
56381,Cycloramphus valae,0.190729485,0.178847551,lost_spp
42492681,Cylindrophis aruensis,0.144713347,0.120409016,dd_spp
42492692,Cylindrophis boulengeri,0.39133123,0.330410197,dd_spp
192191,Cylindrophis engkariensis,0.133256076,0.129802071,dd_spp
192035,Cylindrophis lineatus,0.15130221,0.112704888,dd_spp
141515918,Cylindrophis osheai,0.186198498,0.177117601,dd_spp
141515855,Cylindrophis subocularis,0.624341708,0.620756179,dd_spp
42492746,Cylindrophis yamdena,0.395568138,0.418985024,dd_spp
203808,Cynisca gansi,0.443780016,0.412273049,lost_spp
203809,Cynisca haugi,0.115319736,0.086980209,lost_spp
203810,Cynisca kigomensis,0.506136101,0.528692067,lost_spp
174090,Cynisca kraussi,0.580942431,0.677999556,dd_spp
203815,Cynisca muelleri,0.823415075,0.816185832,dd_spp
203816,Cynisca nigeriensis,0.685160833,0.70402956,lost_spp
203818,Cynisca rouxae,0.18235627,0.002932924,dd_spp
176238,Cynisca schaeferi,0.729093492,0.739859402,lost_spp
176239,Cynisca senegalensis,0.118446411,0.110889226,dd_spp
203819,Cynisca williamsi,0.715698605,0.717005014,lost_spp
203819,Cynisca williamsi,0.715698605,0.717005014,dd_spp
13637,Cynomops abrasus,0.125340138,0.086314306,dd_spp
87993365,Cynomops paranus,0.091771855,0.050975952,dd_spp
22709502,Cyornis ruckii,0.36587619,0.344987869,lost_spp
22686461,Cypseloides storeri,0.376191852,0.315307319,dd_spp
42482637,Cyrtodactylus aaroni,0.092976043,0.101622857,dd_spp
54586427,Cyrtodactylus aequalis,0.326587689,0.301163673,dd_spp
54586625,Cyrtodactylus arcanus,0.385273434,0.349175304,dd_spp
104686511,Cyrtodactylus bansocensis,0.137376425,0.134603597,dd_spp
54587019,Cyrtodactylus batik,0.197408706,0.197741598,lost_spp
54587019,Cyrtodactylus batik,0.197408706,0.197741598,dd_spp
47755119,Cyrtodactylus battalensis,0.748277009,0.748277009,dd_spp
149328967,Cyrtodactylus bhupathyi,0.543009877,0.552272737,dd_spp
54587172,Cyrtodactylus buchardi,0.197251562,0.186582327,dd_spp
104686997,Cyrtodactylus consobrinoides,0.245375799,0.243925303,dd_spp
104688011,Cyrtodactylus cucphuongensis,0.349120143,0.296785995,lost_spp
104688076,Cyrtodactylus darevskii,0.131085773,0.135744989,dd_spp
104688755,Cyrtodactylus dati,0.218487708,0.225787371,dd_spp
47755135,Cyrtodactylus dattanensis,0.576723958,0.548950344,dd_spp
42482664,Cyrtodactylus derongo,0.06980345,0.069810517,lost_spp
42482664,Cyrtodactylus derongo,0.06980345,0.069810517,dd_spp
101741721,Cyrtodactylus durio,0.287472206,0.228022173,dd_spp
104689623,Cyrtodactylus eisenmanae,0.421105634,0.378555954,lost_spp
178567,Cyrtodactylus feae,0.244103288,0.203820251,dd_spp
104689866,Cyrtodactylus fumosus,0.337416201,0.260944396,dd_spp
174113,Cyrtodactylus gubernatoris,0.600839975,0.580798388,dd_spp
149336417,Cyrtodactylus guwahatiensis,0.772867858,0.796567172,dd_spp
47755170,Cyrtodactylus himalayanus,0.584428638,0.584428638,dd_spp
149333886,Cyrtodactylus himalayicus,0.496717071,0.505462408,dd_spp
126554894,Cyrtodactylus hitchi,0.208334358,0.205740526,dd_spp
178473,Cyrtodactylus irianjayaensis,0.121744833,0.087036662,dd_spp
104692490,Cyrtodactylus irregularis,0.211577911,0.211610362,dd_spp
149336678,Cyrtodactylus jaintaensis,0.409299698,0.41082263,dd_spp
101742350,Cyrtodactylus jarakensis,0.392185867,0.392185867,lost_spp
101742396,Cyrtodactylus jelawangensis,0.251316783,0.257606879,dd_spp
149336748,Cyrtodactylus kazirangaensis,0.41505608,0.41505608,dd_spp
104692774,Cyrtodactylus khammouanensis,0.130686224,0.133637235,lost_spp
127940967,Cyrtodactylus khasiensis,0.443813367,0.451964378,dd_spp
102731716,Cyrtodactylus kimberleyensis,0.10963082,0.162480503,lost_spp
102731716,Cyrtodactylus kimberleyensis,0.10963082,0.162480503,dd_spp
104693070,Cyrtodactylus klakahensis,0.576397625,0.562848032,dd_spp
202870,Cyrtodactylus lawderanus,0.498455944,0.503659487,dd_spp
115604887,Cyrtodactylus lenya,0.102514192,0.102514192,dd_spp
104694549,Cyrtodactylus mandalayensis,0.359716005,0.319362581,dd_spp
54506205,Cyrtodactylus markuscombaii,0.583314173,0.62145263,dd_spp
104695145,Cyrtodactylus martini,0.298690671,0.283842832,dd_spp
54507144,Cyrtodactylus martinstolli,0.648999058,0.708289355,dd_spp
64304417,Cyrtodactylus medioclivus,0.203465107,0.16799701,dd_spp
42646479,Cyrtodactylus minor,0.17870053,0.138480008,lost_spp
42646479,Cyrtodactylus minor,0.17870053,0.138480008,dd_spp
42482728,Cyrtodactylus murua,0.134817642,0.128601126,dd_spp
149336847,Cyrtodactylus nagalandensis,0.441968493,0.469858825,dd_spp
54507377,Cyrtodactylus nepalensis,0.591860056,0.591860056,dd_spp
101754534,Cyrtodactylus payacola,0.559223945,0.464624658,dd_spp
115604925,Cyrtodactylus payarhtanensis,0.123128989,0.12311428,dd_spp
104697293,Cyrtodactylus petani,0.707480517,0.728722811,dd_spp
104699089,Cyrtodactylus rufford,0.177855,0.177855,dd_spp
104699130,Cyrtodactylus russelli,0.106494133,0.101187836,dd_spp
149336886,Cyrtodactylus septentrionalis,0.708066329,0.719587386,dd_spp
104699412,Cyrtodactylus spelaeus,0.194711658,0.192528367,dd_spp
104699417,Cyrtodactylus spinosus,0.212433869,0.210907668,dd_spp
104699423,Cyrtodactylus surin,0.272016348,0.29742673,lost_spp
104699526,Cyrtodactylus tamaiensis,0.052599232,0.052228313,lost_spp
104699526,Cyrtodactylus tamaiensis,0.052599232,0.052228313,dd_spp
104716721,Cyrtodactylus teyniei,0.370293379,0.370293379,dd_spp
104716745,Cyrtodactylus variegatus,0.50299295,0.490926385,dd_spp
104716764,Cyrtodactylus vilaphongi,0.256894261,0.255464211,dd_spp
47755108,Cyrtopodion baigii,0.212194852,0.200230867,dd_spp
54537052,Cyrtopodion belaense,0.249404233,0.207451433,lost_spp
54537052,Cyrtopodion belaense,0.249404233,0.207451433,dd_spp
164591,Cyrtopodion gastrophole,0.361479666,0.357360274,dd_spp
202868,Cyrtopodion mansarulum,0.463736081,0.40671663,dd_spp
6219,Dacnomys millardi,0.265084702,0.220498048,dd_spp
6222,Dactylomys peruanus,0.126731999,0.135683894,dd_spp
120684070,Dalophia gigantea,0.151306452,0.1502918,lost_spp
120684774,Dalophia luluae,0.26404566,0.1401411,lost_spp
120685452,Dalophia welwitschii,0.12104015,0.117779769,dd_spp
164606,Darevskia steineri,0.684109814,0.751429677,dd_spp
102342933,Dasia johnsinghi,0.354802147,0.365592927,lost_spp
102342933,Dasia johnsinghi,0.354802147,0.365592927,dd_spp
202874,Dasia nicobarensis,0.357329017,0.352879256,dd_spp
195311,Dasia semicincta,0.340236348,0.300202221,dd_spp
6268,Dasymys foxi,0.656820199,0.70320195,dd_spp
6271,Dasymys nudipes,0.33878638,0.235869825,dd_spp
6278,Dasyprocta azarae,0.278083815,0.212355122,dd_spp
89497187,Dasyprocta croconota,0.101719369,0.090526104,dd_spp
89531729,Dasyprocta iacki,0.383513194,0.383647084,dd_spp
6283,Dasyprocta kalinowskii,0.122180897,0.092780322,dd_spp
89497716,Dasyprocta variegata,0.099983958,0.07643047,dd_spp
6291,Dasypus pilosus,0.200382684,0.191244081,dd_spp
61924,Dasypus yepesi,0.260711931,0.174519464,dd_spp
194916,Dendrelaphis chairecacos,0.510328003,0.523373842,dd_spp
199756,Dendrelaphis hollinrakei,0.419597924,0.419597924,dd_spp
42492237,Dendrelaphis papuensis,0.192054925,0.103210315,dd_spp
191962,Dendrelaphis underwoodi,0.570149936,0.532805681,dd_spp
199418442,Dendrelaphis vogeli,0.371237335,0.367837399,dd_spp
61769,Dendrobates nubeculosus,0.010542364,0.006172708,dd_spp
6405,Dendrogale melanura,0.10478177,0.076781899,dd_spp
45959000,Dendromus ruppi,0.270621593,0.258916214,dd_spp
6449,Dendromus vernayi,0.140944838,0.13867712,lost_spp
6449,Dendromus vernayi,0.140944838,0.13867712,dd_spp
203282,Dendrophidion atlantica,0.369109881,0.342195123,lost_spp
203282,Dendrophidion atlantica,0.369109881,0.342195123,dd_spp
163972167,Dendrophryniscus izecksohni,0.04684363,0.02853575,dd_spp
158476,Dendrophryniscus krausae,0.055377039,0.014281384,dd_spp
78459270,Dendrophryniscus oreites,0.140460859,0.13881804,dd_spp
190870,Dendrophryniscus organensis,0.500973046,0.500973046,dd_spp
78459320,Dendrophryniscus skuki,0.542628848,0.514769495,dd_spp
54810,Dendrophryniscus stawiarskyi,0.159946213,0.174213745,dd_spp
6483,Dendroprionomys rousseloti,0.777772024,0.818857729,dd_spp
29430,Dendropsophus amicorum,0.192460792,0.185471684,lost_spp
55406,Dendropsophus battersbyi,0.875468862,0.905136913,dd_spp
55440,Dendropsophus cerradensis,0.575799129,0.619055986,dd_spp
55539,Dendropsophus limai,0.529301578,0.531139553,dd_spp
55563,Dendropsophus minimus,0.167751865,0.16840288,dd_spp
55590,Dendropsophus pauiniensis,0.02519242,0.024196524,dd_spp
55624,Dendropsophus rhea,0.770169743,0.787194312,dd_spp
207895755,Dendropsophus tapacurensis,0.380576095,0.387341648,dd_spp
6488,Denisonia maculata,0.058890244,0.010826222,dd_spp
136505,Dermanura rosenbergi,0.204028015,0.178741202,dd_spp
59542,Dermophis costaricense,0.32557716,0.342923611,dd_spp
59544,Dermophis gracilior,0.355550923,0.36313118,dd_spp
200106818,Desmognathus aureatus,0.21747183,0.214787871,dd_spp
200107171,Desmognathus intermedius,0.247322475,0.220059909,dd_spp
203498,Diaphorolepis laevis,0.621801748,0.644053519,dd_spp
99942416,Dibamus alfredi,0.313062061,0.167130351,lost_spp
99942416,Dibamus alfredi,0.313062061,0.167130351,dd_spp
99942431,Dibamus booliati,0.207229893,0.207378089,lost_spp
99942431,Dibamus booliati,0.207229893,0.207378089,dd_spp
104680348,Dibamus deharvengi,0.53798278,0.551976025,lost_spp
104680348,Dibamus deharvengi,0.53798278,0.551976025,dd_spp
104680403,Dibamus dezwaani,0.266994001,0.252652645,lost_spp
104680403,Dibamus dezwaani,0.266994001,0.252652645,dd_spp
99942442,Dibamus ingeri,0.126864899,0.12623404,lost_spp
99942442,Dibamus ingeri,0.126864899,0.12623404,dd_spp
104680418,Dibamus kondaoensis,0.32028017,0.317266762,lost_spp
104680649,Dibamus montanus,0.377453457,0.320567399,lost_spp
104680649,Dibamus montanus,0.377453457,0.320567399,dd_spp
177544,Dibamus smithi,0.314202023,0.233358644,dd_spp
104680864,Dibamus somsaki,0.233380631,0.169432819,lost_spp
104680864,Dibamus somsaki,0.233380631,0.169432819,dd_spp
104681162,Dibamus tebal,0.229179592,0.213053793,lost_spp
104681162,Dibamus tebal,0.229179592,0.213053793,dd_spp
99942500,Dibamus vorisi,0.153515294,0.153515294,lost_spp
99942500,Dibamus vorisi,0.153515294,0.153515294,dd_spp
179385431,Dicaeum dayakorum,0.081808617,0.077982351,dd_spp
6562,Diclidurus ingens,0.038917602,0.017734703,dd_spp
48444200,Dicrodon holmbergi,0.213711368,0.196697384,dd_spp
39974,Dicrostonyx unalascensis,0.009110789,0,dd_spp
6569,Dicrostonyx vinogradovi,0.001726841,0.001620969,dd_spp
122898951,Dierogekko baaba,0.054485279,0.055184344,lost_spp
122898951,Dierogekko baaba,0.054485279,0.055184344,dd_spp
6622,Diomys crumpi,0.332459506,0.227414146,dd_spp
102673509,Diplodactylus kenneallyi,0.008412596,0.002152503,dd_spp
104666967,Diploderma chapaense,0.292975782,0.256098628,dd_spp
170405,Diploderma grahami,0.665046304,0.691260517,dd_spp
104667622,Diploderma hamptoni,0.267090742,0.251828194,dd_spp
115602158,Diploderma ngoclinensis,0.285322696,0.285322696,lost_spp
115602158,Diploderma ngoclinensis,0.285322696,0.285322696,dd_spp
130442281,Diploderma slowinskii,0.249178832,0.218634829,dd_spp
6662,Diplomys caniceps,0.702428291,0.637407362,dd_spp
170390,Diporiphora convergens,0.003378063,0.000142238,lost_spp
170390,Diporiphora convergens,0.003378063,0.000142238,dd_spp
44581447,Dipsas baliomelas,0.0743366,0.074081711,dd_spp
48617504,Dipsas schunkii,0.19582649,0.190998018,dd_spp
48617698,Dipsas vaga,0.399526525,0.349002004,dd_spp
22687265,Discosura letitiae,0.14639382,0.143863827,dd_spp
15177312,Ditaxodon taeniatus,0.362521558,0.313056394,lost_spp
41598,Dologale dybowskii,0.231045252,0.155456379,dd_spp
10117,Doryrhina camerunensis,0.65394103,0.734126538,dd_spp
104653591,Draco biaro,0.289719756,0.278420448,lost_spp
99929176,Draco cristatellus,0.476376325,0.440201342,dd_spp
141518150,Draco hennigi,0.588398758,0.572014928,dd_spp
104654123,Draco iskandari,0.302765735,0.28324455,lost_spp
136313,Dremomys gularis,0.384131018,0.334278822,dd_spp
55800,Dryaderces pearsoni,0.076942,0.053139292,dd_spp
88120233,Dryadonycteris capixaba,0.388229289,0.38200587,dd_spp
6859,Dryomys laniger,0.2968812,0.236935176,dd_spp
169749,Dryophiops philippina,0.248539949,0.214107811,dd_spp
49845690,Dryophylax ceibae,0.47093443,0.46929878,dd_spp
55416,Dryophytes bocourti,0.330188201,0.305370361,lost_spp
44979681,Duberria shirana,0.255964622,0.198390678,dd_spp
78585122,Duttaphrynus chandai,0.21749072,0.181954578,dd_spp
202882,Duttaphrynus kiphirensis,0.456484054,0.438865155,dd_spp
202883,Duttaphrynus mamitensis,0.210244425,0.210244425,dd_spp
