id_no,species,mean_gHM,median_gHM,source
56051812,Liolaemus burmeisteri,0.131712268,0.132960305,dd_spp
56052108,Liolaemus cinereus,0.023687371,0.023139166,dd_spp
56052207,Liolaemus confusus,0.361765956,0.359074175,dd_spp
169713,Liolaemus cranwelli,0.510595929,0.560858488,lost_spp
56052446,Liolaemus cyaneinotatus,0.084798106,0.061459327,dd_spp
56057615,Liolaemus ditadai,0.108801809,0.097841427,dd_spp
178295,Liolaemus duellmani,0.077486994,0.077777848,lost_spp
178295,Liolaemus duellmani,0.077486994,0.077777848,dd_spp
56059703,Liolaemus exploratorum,0.064407537,0.055868207,dd_spp
56062603,Liolaemus griseus,0.276663973,0.245145723,dd_spp
56062923,Liolaemus hermannunezi,0.068150356,0.066583708,dd_spp
12002,Liolaemus kuhlmanni,0.238280983,0.188621655,dd_spp
56064277,Liolaemus lentus,0.12543025,0.129194915,dd_spp
56077261,Liolaemus montanezi,0.023687371,0.023139166,lost_spp
56077261,Liolaemus montanezi,0.023687371,0.023139166,dd_spp
56077706,Liolaemus neuquensis,0.082353121,0.065296277,dd_spp
56152121,Liolaemus scolaroi,0.064700849,0.064555697,dd_spp
70493243,Liolaemus ubaghsi,0.147233918,0.152931698,dd_spp
176827,Liophidium apperti,0.22142507,0.168958336,dd_spp
172819,Liophidium maintikibo,0.202759673,0.177291811,dd_spp
176829,Liophidium trilineatum,0.245151981,0.232724622,dd_spp
176145,Lioscincus vivae,0.154072089,0.154843748,lost_spp
203198,Liotyphlops anops,0.708665616,0.734052569,dd_spp
176259,Liotyphlops argaleus,0.432963935,0.351944506,dd_spp
203200,Liotyphlops haadi,0.040380828,0.020016501,dd_spp
176261,Liotyphlops schubarti,0.423812945,0.402669892,lost_spp
176261,Liotyphlops schubarti,0.423812945,0.402669892,dd_spp
203202,Liotyphlops trefauti,0.334322572,0.344769195,dd_spp
42484794,Lipinia cheesmanae,0.118973606,0.08596696,lost_spp
42484794,Lipinia cheesmanae,0.118973606,0.08596696,dd_spp
102657873,Lipinia inconspicua,0.156115878,0.154821143,lost_spp
102657873,Lipinia inconspicua,0.156115878,0.154821143,dd_spp
202877,Lipinia macrotympanum,0.13589545,0.113648586,dd_spp
174130,Lipinia miangensis,0.148661543,0.108384058,lost_spp
174130,Lipinia miangensis,0.148661543,0.108384058,dd_spp
42484840,Lipinia nitens,0.180529268,0.132857233,lost_spp
42484840,Lipinia nitens,0.180529268,0.132857233,dd_spp
42484865,Lipinia occidentalis,0.122261142,0.109186813,lost_spp
42484865,Lipinia occidentalis,0.122261142,0.109186813,dd_spp
169796,Lipinia rabori,0.281022748,0.248714194,dd_spp
42484900,Lipinia relicta,0.264084032,0.233126685,lost_spp
169882,Lipinia semperi,0.326995114,0.319117963,lost_spp
169882,Lipinia semperi,0.326995114,0.319117963,dd_spp
195304,Lipinia subvittata,0.256760339,0.210303381,lost_spp
42484929,Lipinia surda,0.666572252,0.710637152,dd_spp
42484939,Lipinia venemai,0.118095634,0.102805786,lost_spp
42484939,Lipinia venemai,0.118095634,0.102805786,dd_spp
169848,Lipinia vulcania,0.349476673,0.30640614,dd_spp
169758,Lipinia zamboangensis,0.144805262,0.136249013,dd_spp
19148,Lithobates fisheri,0.254909347,0.217468858,lost_spp
61872,Lithobates lemosespinali,0.150366547,0.133887663,dd_spp
58702,Lithobates pueblae,0.686699229,0.721699089,lost_spp
19182,Lithobates tlaloci,0.860438443,0.909867406,lost_spp
55705,Litoria albolabris,0.457610336,0.539834499,dd_spp
55709,Litoria aruensis,0.124125562,0.11668589,dd_spp
78399171,Litoria axillaris,0.000142039,0.000142039,dd_spp
135764,Litoria biakensis,0.197122845,0.185246259,dd_spp
55713,Litoria capitula,0.2062314,0.160163835,dd_spp
136025,Litoria fuscula,0.123328193,0.107364692,dd_spp
55731,Litoria longicrus,0.131827735,0.09335991,dd_spp
158634,Litoria mareku,0.108546407,0.108013369,dd_spp
136085,Litoria megalops,0.121198051,0.106639422,dd_spp
61784,Litoria multicolor,0.103793496,0.108013369,dd_spp
55740,Litoria mystax,0.102534999,0.114305623,dd_spp
12149,Litoria nyakalensis,0.10601889,0.04674476,lost_spp
55743,Litoria obtusirostris,0.164210179,0.164196663,dd_spp
152341473,Litoria pinocchio,0.026126828,0.026126828,dd_spp
12151,Litoria piperata,0.116368329,0.141227737,lost_spp
12151,Litoria piperata,0.116368329,0.141227737,dd_spp
55746,Litoria pratti,0.117431591,0.128347009,dd_spp
55750,Litoria quadrilineata,0.268561129,0.226685844,dd_spp
136117,Litoria rara,0.109601691,0.109147161,dd_spp
135896,Litoria spartacus,0.180322955,0.16812329,dd_spp
61786,Litoria umarensis,0.109080166,0.108986884,dd_spp
55756,Litoria umbonata,0.189035568,0.171790123,dd_spp
55757,Litoria vagabunda,0.227227167,0.183930218,dd_spp
61787,Litoria verae,0.106887471,0.108013369,dd_spp
55759,Litoria wapogaensis,0.132664358,0.106680252,dd_spp
55760,Litoria wisselensis,0.197139289,0.188864172,dd_spp
89186612,Liuixalus shiwandashan,0.213976084,0.208681718,dd_spp
167468392,Liurana himalayana,0.271736216,0.274888277,dd_spp
167468600,Liurana indica,0.276442707,0.276218802,dd_spp
167468745,Liurana minuta,0.277156804,0.276976407,dd_spp
149685795,Liurana vallecula,0.178695916,0.178045854,dd_spp
22706719,Lobotos oriolinus,0.111674523,0.09121868,dd_spp
88149262,Lonchophylla cadenai,0.228250102,0.238658428,dd_spp
136348,Lonchophylla chocoana,0.160492676,0.169516698,dd_spp
88150313,Lonchophylla fornicata,0.215961857,0.238229141,dd_spp
136735,Lonchophylla orcesi,0.090126767,0.079883955,dd_spp
88150966,Lonchophylla orienticollina,0.302623199,0.269557178,dd_spp
88149229,Lonchophylla pattoni,0.144189564,0.099705905,dd_spp
40027,Lonchorhina inusitata,0.034342955,0.016234932,dd_spp
88149216,Lophostoma kalkoae,0.381821613,0.382398441,dd_spp
45354985,Lophura edwardsi,0.37911395,0.31178835,lost_spp
12349,Lophuromys cinereus,0.225024602,0.224830016,dd_spp
47997166,Lophuromys machangui,0.22331079,0.178674176,dd_spp
47997538,Lophuromys makundii,0.40699783,0.348186418,dd_spp
47992929,Lophuromys menageshae,0.548408844,0.565759748,dd_spp
47997414,Lophuromys sabunii,0.306640118,0.306842208,dd_spp
47996434,Lophuromys stanleyi,0.203960551,0.234956115,dd_spp
44647933,Loveridgea phylofiniens,0.596503195,0.588831782,lost_spp
44647933,Loveridgea phylofiniens,0.596503195,0.588831782,dd_spp
66082511,Loxopholis caparensis,0.23847493,0.236355364,dd_spp
44578624,Loxopholis ioanna,0.25816113,0.232587323,dd_spp
103824084,Loxops ochraceus,0.228172334,0.210479274,lost_spp
163972528,Luetkenotyphlus fredi,0.316730604,0.331534401,dd_spp
101950477,Luperosaurus angliit,0.2800065,0.215170927,dd_spp
169748,Luperosaurus corfieldi,0.33905015,0.259926245,dd_spp
193340571,Luperosaurus cumingii,0.447358431,0.41093263,dd_spp
169845,Luperosaurus joloensis,0.425449377,0.388845831,dd_spp
169779,Luperosaurus palawanensis,0.393351555,0.393351555,dd_spp
104718252,Luperosaurus yasumai,0.240551622,0.216536462,lost_spp
104718252,Luperosaurus yasumai,0.240551622,0.216536462,dd_spp
169849,Lycodon bibonius,0.179360712,0.175288513,dd_spp
192088,Lycodon cardamomensis,0.349048053,0.258688062,dd_spp
177551,Lycodon gracilis,0.578936785,0.604321659,dd_spp
191969,Lycodon kundui,0.418796362,0.319849908,lost_spp
191969,Lycodon kundui,0.418796362,0.319849908,dd_spp
169765,Lycodon philippinus,0.294694428,0.229629904,dd_spp
192047,Lycodon rosozonatus,0.30895827,0.265165061,dd_spp
211834466,Lycodon serratus,0.236817685,0.232977822,dd_spp
127912332,Lycodon sidiki,0.235616791,0.229273185,dd_spp
169850,Lycodon solivagus,0.368732783,0.28923662,dd_spp
169789,Lycodon tessellatus,0.923189228,0.933440447,dd_spp
110134009,Lycodonomorphus obscuriventris,0.181943289,0.153343365,dd_spp
176851,Lycophidion acutirostre,0.263267293,0.160394743,dd_spp
176852,Lycophidion hellmichi,0.212040196,0.164850324,dd_spp
44979700,Lycophidion pembanum,0.351310671,0.331491128,dd_spp
13290945,Lycophidion semiannule,0.23809941,0.170282781,dd_spp
47154209,Lygisaurus absconditus,0.000456047,0.00032779,lost_spp
47154209,Lygisaurus absconditus,0.000456047,0.00032779,dd_spp
178577,Lygodactylus blanci,0.281036168,0.280220062,lost_spp
44648228,Lygodactylus conradti,0.336467008,0.296509773,dd_spp
172838,Lygodactylus decaryi,0.233292391,0.231649414,dd_spp
178212,Lygodactylus grandisonae,0.164332176,0.166739188,lost_spp
178212,Lygodactylus grandisonae,0.164332176,0.166739188,dd_spp
44648257,Lygodactylus inexpectatus,0.671391508,0.659981072,dd_spp
172959,Lygodactylus ornatus,0.429457668,0.426631123,lost_spp
178476,Lygodactylus pauliani,0.209645952,0.205006316,lost_spp
178476,Lygodactylus pauliani,0.209645952,0.205006316,dd_spp
44648458,Lygodactylus scheffleri,0.410128143,0.442822203,dd_spp
21267598,Lygodactylus scorteccii,0.336769711,0.242894344,dd_spp
44928863,Lygodactylus uluguruensis,0.287486404,0.268691704,dd_spp
14665983,Lygosoma bampfyldei,0.112786473,0.149077594,lost_spp
14665983,Lygosoma bampfyldei,0.112786473,0.149077594,dd_spp
14666153,Lygosoma boehmei,0.198389037,0.196712822,lost_spp
14666153,Lygosoma boehmei,0.198389037,0.196712822,dd_spp
194121,Lygosoma goaensis,0.491657901,0.479296535,dd_spp
14668000,Lygosoma isodactylum,0.67390774,0.751797318,dd_spp
194120,Lygosoma opisthorhodum,0.319759972,0.255288124,dd_spp
136705561,Lygosoma schneideri,0.235172608,0.244511545,lost_spp
136705561,Lygosoma schneideri,0.235172608,0.244511545,dd_spp
194122,Lygosoma vosmaeri,0.688299364,0.727591872,dd_spp
57209,Lynchius flavomaculatus,0.246122117,0.186828539,dd_spp
149692891,Lynchius megacephalus,0.23337847,0.227481656,dd_spp
199573,Lytorhynchus gasperetti,0.403577189,0.402785823,dd_spp
47102814,Mabuya cochonae,0.6662754,0.677372,lost_spp
47102845,Mabuya grandisterrae,0.555150646,0.555492163,lost_spp
47102857,Mabuya guadeloupae,0.459961455,0.455244064,lost_spp
47102869,Mabuya hispaniolae,0.837219357,0.834996969,lost_spp
47102893,Mabuya mabouya,0.592910586,0.522029102,lost_spp
47102881,Mabuya montserratae,0.316874192,0.307778746,lost_spp
48281943,Macropholidus ataktolepis,0.468908935,0.440710858,lost_spp
48281943,Macropholidus ataktolepis,0.468908935,0.440710858,dd_spp
48282025,Macropholidus huancabambae,0.352147676,0.301608264,dd_spp
61531,Macroprotodon abubakeri,0.596539108,0.67945379,dd_spp
136510,Macrotarsomys petteri,0.262926661,0.2120215,dd_spp
12655,Macruromys elegans,0.12606837,0.12053705,dd_spp
172907,Madascincus ankodabensis,0.239525742,0.230646357,dd_spp
193499,Madatyphlops andasibensis,0.169977627,0.157015003,dd_spp
199765,Madatyphlops comorensis,0.327452385,0.312402099,dd_spp
178399,Madatyphlops domerguei,0.250140294,0.251138598,dd_spp
198409731,Madatyphlops eudelini,0.378844455,0.378844455,dd_spp
172868,Madatyphlops madagascariensis,0.30792801,0.283936709,lost_spp
172868,Madatyphlops madagascariensis,0.30792801,0.283936709,dd_spp
172823,Madatyphlops microcephalus,0.182842961,0.155011147,dd_spp
172871,Madatyphlops mucronatus,0.202152021,0.201950297,dd_spp
172757,Madatyphlops ocularis,0.226505468,0.214037687,dd_spp
193501,Madatyphlops rajeryi,0.170109375,0.163793012,dd_spp
178494,Madatyphlops reuteri,0.251367982,0.240973301,dd_spp
12667,Madoqua piacentinii,0.211798314,0.157724328,dd_spp
104846390,Malayotyphlops andyi,0.355742572,0.332533568,dd_spp
169906,Malayotyphlops canlaonensis,0.338201486,0.310464278,dd_spp
169793,Malayotyphlops collaris,0.230649965,0.185871691,dd_spp
104850117,Malayotyphlops denrorum,0.08400643,0.061511993,dd_spp
169750,Malayotyphlops hypogius,0.480166458,0.46710977,dd_spp
192061,Malayotyphlops koekkoeki,0.141717472,0.116910413,dd_spp
104851060,Malayotyphlops kraalii,0.168445662,0.168445662,dd_spp
169791,Malayotyphlops ruficauda,0.167321773,0.117593773,dd_spp
55246,Mannophryne larandina,0.199185485,0.182085037,dd_spp
55247,Mannophryne neblina,0.51178804,0.510529906,lost_spp
57457,Mantidactylus ambohimitombi,0.257756346,0.26063183,dd_spp
136048,Mantidactylus noralottae,0.112207082,0.104313545,dd_spp
12797,Margaretamys parvus,0.21209882,0.199945733,dd_spp
137792497,Marinussaurus curupira,0.253465296,0.295312881,lost_spp
16391167,Marisora magnacornae,0.421512276,0.416264355,lost_spp
16391167,Marisora magnacornae,0.421512276,0.416264355,dd_spp
176156,Marmorosphax boulinda,0.062859848,0.059123084,lost_spp
176194,Marmorosphax kaala,0.124477101,0.082286935,lost_spp
12812,Marmosa andersoni,0.058356611,0.042025067,dd_spp
40507,Marmosa rubra,0.079414534,0.045479838,dd_spp
12816,Marmosa tyleriana,0.024874511,0.025676733,dd_spp
12817,Marmosops cracens,0.394117646,0.396262974,dd_spp
136803,Marmosops creightoni,0.229530368,0.213886201,dd_spp
12819,Marmosops fuscatus,0.358143766,0.35112606,dd_spp
63846,Masticophis barbouri,0.03542783,0.038370375,dd_spp
198381,Mastigodryas cliftoni,0.163397067,0.140766315,dd_spp
12863,Mastomys pernanus,0.296831518,0.228880435,dd_spp
172848,Matoatoa spannringi,0.217103387,0.222811207,dd_spp
12892,Maxomys baeodon,0.14147964,0.13029772,dd_spp
12896,Maxomys hylomyoides,0.18859297,0.184021175,dd_spp
12901,Maxomys ochraceiventer,0.104656875,0.096865028,dd_spp
29619,Mazama americana,0.136819701,0.098106071,dd_spp
136290,Mazama temama,0.331964068,0.26512754,dd_spp
164621,Mediodactylus aspratilis,0.314109432,0.261089414,dd_spp
47754923,Mediodactylus brachykolon,0.576746281,0.564488769,dd_spp
54553835,Mediodactylus dehakroensis,0.381682795,0.381977677,dd_spp
164613,Mediodactylus heteropholis,0.358274458,0.333994091,dd_spp
164648,Mediodactylus sagittifer,0.190528927,0.131030813,dd_spp
55567,Megastomatohyla mixe,0.084468371,0.079253726,lost_spp
79080640,Megophrys ancrae,0.123851611,0.115338422,dd_spp
164450695,Megophrys angka,0.333841564,0.339193508,dd_spp
167468129,Megophrys caobangensis,0.307729607,0.2760811,dd_spp
145432634,Megophrys leishanensis,0.255361243,0.252639964,dd_spp
121384357,Megophrys liboensis,0.210157765,0.196751863,dd_spp
145402381,Megophrys lishuiensis,0.202245443,0.195820652,dd_spp
114116699,Megophrys maosonensis,0.281408026,0.24438978,dd_spp
57649,Megophrys pachyproctus,0.128892505,0.133288607,dd_spp
48102260,Megophrys parva,0.299075739,0.240499355,dd_spp
57654,Megophrys shuichengensis,0.62982735,0.616340876,dd_spp
57656,Megophrys wawuensis,0.68510029,0.691053092,dd_spp
13289157,Mehelya egbensis,0.607570541,0.643126309,dd_spp
13289180,Mehelya gabouensis,0.45223794,0.463416368,dd_spp
13265429,Meizodon krameri,0.256586828,0.248166203,dd_spp
13048,Melanomys zunigae,0.379206663,0.401753694,lost_spp
78520090,Melanophryniscus estebani,0.30357971,0.244901821,dd_spp
46086107,Melanophryniscus peritus,0.381823465,0.381823465,lost_spp
44978907,Melanoseps longicauda,0.255902262,0.249161586,dd_spp
16394008,Melanoseps rondoensis,0.247508711,0.235806763,dd_spp
68369199,Melogale cucphuongensis,0.707555914,0.757493138,dd_spp
136431,Melomys arcium,0.233968757,0.160438932,dd_spp
13115,Melomys bougainville,0.161567307,0.133331269,dd_spp
136467,Melomys cooperae,0.206247213,0.160152204,dd_spp
13120,Melomys fraterculus,0.20693012,0.168445662,lost_spp
136482,Melomys howi,0.357158636,0.3169581,dd_spp
136359,Melomys paveli,0.214126743,0.168445662,dd_spp
13132,Melomys rubicola,0.185,0.185,lost_spp
13173,Meriones zarudnyi,0.280472085,0.237376034,dd_spp
58372,Meristogenys macrophthalmus,0.085158073,0.080144137,lost_spp
58372,Meristogenys macrophthalmus,0.085158073,0.080144137,dd_spp
54712,Mertensophryne mocquardi,0.478208777,0.474508554,dd_spp
136044,Mertensophryne nairobiensis,0.267120795,0.214824334,dd_spp
54754,Mertensophryne schmidti,0.241171284,0.164331093,dd_spp
199612,Mesalina ayunensis,0.094197686,0.059829365,dd_spp
21266362,Mesalina ercolinii,0.447238515,0.621635377,lost_spp
21266362,Mesalina ercolinii,0.447238515,0.621635377,dd_spp
13217,Mesocapromys nanus,0.1041346,0.054008394,lost_spp
13218,Mesocapromys sanfelipensis,0.152404889,0.152404889,lost_spp
13235,Mesomys leniceps,0.211219406,0.174392357,dd_spp
64242,Mesoscincus altamirani,0.43903828,0.401770815,dd_spp
58385,Micrixalus silvaticus,0.363809611,0.387388781,lost_spp
45473206,Microcaecilia grandis,0.072060697,0.021992759,dd_spp
18434740,Microcaecilia iwokramae,0.022290025,0.022799037,dd_spp
59571,Microcaecilia rabei,0.026391963,0.012483238,dd_spp
163314140,Microcebus boraha,0.269631438,0.263825297,dd_spp
13332,Microdillus peeli,0.265468487,0.212428957,dd_spp
164568,Microgecko helenae,0.425665485,0.390946776,dd_spp
48004865,Microhydromys argenteus,0.116515868,0.108749859,dd_spp
48002425,Microhydromys richardsoni,0.150777497,0.102678251,dd_spp
150088460,Microhyla aurantiventris,0.172127329,0.170623302,dd_spp
73727634,Microhyla darevskii,0.179290888,0.184168369,dd_spp
150088447,Microhyla darreli,0.63871209,0.505524635,dd_spp
181468707,Microhyla eos,0.116286268,0.115338422,dd_spp
153632261,Microhyla fodiens,0.573273498,0.601521611,dd_spp
153632417,Microhyla irrawaddy,0.573273498,0.601521611,dd_spp
150088646,Microhyla kodial,0.903191233,0.917946696,dd_spp
57884,Microhyla maculifera,0.14805617,0.147555381,lost_spp
57884,Microhyla maculifera,0.14805617,0.147555381,dd_spp
73727722,Microhyla minuta,0.269746692,0.237874076,dd_spp
57890,Microhyla picta,0.664379696,0.720647752,dd_spp
150088689,Microhyla taraiensis,0.424062175,0.419724435,dd_spp
136102,Microkayla iani,0.205905129,0.203064859,dd_spp
174143,Microlophus arenarius,0.202871305,0.173653081,dd_spp
48444219,Microlophus heterolepis,0.580552506,0.553930461,dd_spp
44658,Microlophus tarapacensis,0.138750595,0.125776716,dd_spp
40028,Micronycteris brosseti,0.03342659,0.015301257,dd_spp
88120333,Micronycteris buriri,0.549765012,0.542965531,dd_spp
88120398,Micronycteris giovanniae,0.200634806,0.179408759,dd_spp
136207,Micronycteris matses,0.033390451,0.033060882,dd_spp
88132568,Micronycteris yatesi,0.243120947,0.203007087,dd_spp
13412,Microsciurus santanderensis,0.309817875,0.277045608,dd_spp
136237,Microtus anatolicus,0.454609439,0.474802822,dd_spp
112465222,Microtus elbeyli,0.610441185,0.642533749,dd_spp
13437,Microtus kermanensis,0.193150679,0.18066901,dd_spp
13448,Microtus nasarovi,0.420121678,0.386776581,dd_spp
64019,Micrurus bogerti,0.516361705,0.630718172,dd_spp
44581946,Micrurus camilae,0.277744743,0.266893953,dd_spp
15202897,Micrurus ibiboboca,0.207330179,0.17909763,dd_spp
64029,Micrurus nebularis,0.136636421,0.140755698,dd_spp
44581998,Micrurus oligoanellatus,0.333972019,0.341929436,dd_spp
64030,Micrurus pachecogili,0.433761726,0.344045609,dd_spp
56041230,Micrurus petersi,0.517253612,0.642048717,dd_spp
44581900,Micrurus renjifoi,0.04228813,0.031782053,dd_spp
64032,Micrurus tamaulipensis,0.446414874,0.501598448,dd_spp
153631896,Micryletta aishani,0.377280325,0.384801358,dd_spp
57839,Micryletta menglienica,0.296441809,0.251858562,dd_spp
59576,Mimosiphonops vermiculatus,0.357072056,0.366604537,dd_spp
58268,Minervarya brevipalmata,0.460920674,0.467897043,dd_spp
91951216,Minervarya dhaka,0.875526769,0.891059846,dd_spp
121370480,Minervarya kadar,0.409781287,0.398545742,dd_spp
165116623,Minervarya krishnan,0.553109393,0.543067217,dd_spp
181463151,Minervarya marathi,0.451902439,0.453798443,dd_spp
206763352,Minervarya mysorensis,0.44646125,0.421415299,lost_spp
121370788,Minervarya neilcoxi,0.409114042,0.398252234,dd_spp
206766457,Minervarya nilagirica,0.541085906,0.523833096,lost_spp
44859,Miniopterus africanus,0.271273113,0.207788885,dd_spp
81633105,Miniopterus griffithsi,0.278070279,0.255933285,dd_spp
136752,Miniopterus griveaudi,0.328459994,0.314336672,dd_spp
13568,Miniopterus minor,0.254715165,0.179090798,dd_spp
136310,Miniopterus newtoni,0.248612391,0.190833226,dd_spp
81633135,Miniopterus petersoni,0.236058387,0.229583442,dd_spp
136827,Miniopterus shortridgei,0.540096986,0.53612411,dd_spp
22717033,Mirafra pulpa,0.199784051,0.159758233,dd_spp
176668,Miralia alternans,0.318694446,0.247992948,dd_spp
48265836,Mirzamys norahae,0.245898541,0.181404814,dd_spp
75601065,Mitophis calypso,0.319583749,0.312715828,lost_spp
57380,Mixophyes hihihorlo,0.040270937,0.035082173,dd_spp
14667889,Mochlus grandisonianus,0.149446206,0.172334462,dd_spp
14668187,Mochlus laeviceps,0.544053806,0.670608401,dd_spp
14668449,Mochlus mabuiiformis,0.606484668,0.685884327,dd_spp
14668705,Mochlus paedocarinatus,0.154454243,0.146714032,dd_spp
14669144,Mochlus simonettai,0.66810473,0.693637401,lost_spp
14669144,Mochlus simonettai,0.66810473,0.693637401,dd_spp
13641,Molossops neglectus,0.107805344,0.055169273,dd_spp
88087329,Molossus alvarezi,0.531316565,0.634501934,dd_spp
199833,Monodelphis handleyi,0.088476417,0.079990104,dd_spp
13695,Monodelphis iheringi,0.269096829,0.216850013,dd_spp
13703,Monodelphis unistriata,0.241908962,0.181639373,lost_spp
120684889,Monopeltis adercae,0.236502588,0.19840464,lost_spp
120684955,Monopeltis galeata,0.13659961,0.068349831,dd_spp
120685076,Monopeltis kabindae,0.197300129,0.161018826,dd_spp
120685119,Monopeltis perplexus,0.697656351,0.69826287,dd_spp
120685192,Monopeltis remaclei,0.159615108,0.141702056,lost_spp
190527,Montaspis gilvomaculata,0.19805543,0.172711805,lost_spp
190527,Montaspis gilvomaculata,0.19805543,0.172711805,dd_spp
67363010,Mops bakarii,0.351310671,0.331491128,dd_spp
4311,Mops gallagheri,0.093516969,0.084945709,dd_spp
13844,Mops niangarae,0.112654737,0.077709146,dd_spp
4319,Mops russatus,0.236797792,0.139490291,dd_spp
13847,Mops sarasinorum,0.285403279,0.220474631,dd_spp
13850,Mops trevori,0.438396188,0.461578473,dd_spp
13881,Mormopterus doriae,0.655320866,0.654814005,dd_spp
164762,Muhtarophis barani,0.517211115,0.479584098,dd_spp
13927,Muntiacus feae,0.229418206,0.172836415,dd_spp
13926,Muntiacus gongshanensis,0.124478211,0.103224009,dd_spp
136831,Muntiacus montanus,0.259784349,0.230329573,dd_spp
136293,Muntiacus puhoatensis,0.286028674,0.211135596,dd_spp
136479,Muntiacus putaoensis,0.189032515,0.147662453,dd_spp
13928,Muntiacus rooseveltorum,0.294363766,0.24440068,dd_spp
44704,Muntiacus truongsonensis,0.258432441,0.205448061,dd_spp
13937,Murina aurata,0.342673366,0.279461682,dd_spp
84488085,Murina beelzebub,0.345655812,0.215440825,dd_spp
84500863,Murina chrysochaetes,0.296575558,0.282180935,dd_spp
13940,Murina fusca,0.395281943,0.338748977,dd_spp
84500876,Murina lorelieae,0.293415549,0.271545485,dd_spp
84501698,Murina shuipuensis,0.348136701,0.333212972,dd_spp
13948,Murina tenebrosa,0.39138416,0.390450299,lost_spp
84560827,Murina tubinaris,0.35613476,0.323541939,dd_spp
84562267,Murina walstoni,0.455019705,0.502441227,dd_spp
13955,Mus callewaerti,0.149631592,0.121342033,dd_spp
13959,Mus crociduroides,0.218867332,0.184407435,dd_spp
13962,Mus goundae,0.038226993,0.038001962,dd_spp
13973,Mus neavei,0.276470989,0.166318238,dd_spp
13975,Mus oubanguii,0.227203827,0.174858481,dd_spp
112041975,Musseromys anacuao,0.147673157,0.14161177,dd_spp
112041990,Musseromys beneficus,0.21379241,0.195875511,dd_spp
48298233,Musseromys gulantang,0.419568846,0.410516471,dd_spp
112042008,Musseromys inopinatus,0.167780443,0.154082276,dd_spp
70207817,Mustela russelliana,0.289879913,0.187442571,lost_spp
70207817,Mustela russelliana,0.289879913,0.187442571,dd_spp
70207949,Mustela tonkinensis,0.268419194,0.210470289,lost_spp
70207949,Mustela tonkinensis,0.268419194,0.210470289,dd_spp
22708574,Myadestes lanaiensis,0.197426501,0.157400653,lost_spp
169828,Myersophis alpestris,0.232880442,0.231885709,dd_spp
45199,Mylomys rex,0.437049216,0.422384962,dd_spp
136449,Myoictis leucura,0.143461078,0.134442002,dd_spp
136829,Myoictis wavicus,0.344984132,0.254079342,dd_spp
14088,Myomimus personatus,0.262660377,0.213179126,dd_spp
14089,Myomimus setzeri,0.482021483,0.463142067,dd_spp
14096,Myomyscus yemeni,0.35528488,0.344455034,dd_spp
14102,Myopterus daubentonii,0.289957437,0.213349134,dd_spp
112042073,Myosorex kabogoensis,0.163218992,0.164553851,dd_spp
14110,Myosorex schalleri,0.167037524,0.164762065,dd_spp
14139,Myotis aelleni,0.187025743,0.161711864,dd_spp
136680,Myotis alcathoe,0.497264521,0.502950549,dd_spp
44863,Myotis anjouanensis,0.314604597,0.300731242,dd_spp
136279,Myotis annamiticus,0.210855038,0.211005859,dd_spp
85342605,Myotis annatessae,0.307733017,0.256562054,dd_spp
14146,Myotis australis,0.157218003,0.10311427,dd_spp
85342628,Myotis badius,0.396830413,0.364474431,dd_spp
85568289,Myotis borneoensis,0.157871897,0.131171286,dd_spp
136219,Myotis bucharensis,0.322387538,0.277620018,dd_spp
14154,Myotis cobanensis,0.287789772,0.230155662,dd_spp
29420,Myotis csorbai,0.391881456,0.374895662,dd_spp
136678,Myotis dieteri,0.462639885,0.479864985,dd_spp
88151417,Myotis diminutus,0.214275204,0.205030598,dd_spp
85568302,Myotis federatus,0.28415596,0.212522015,dd_spp
14165,Myotis hermani,0.149859431,0.072222009,dd_spp
85342688,Myotis indochinensis,0.413516475,0.376908302,dd_spp
14169,Myotis insularum,0.259412006,0.207118176,dd_spp
88151563,Myotis izecksohni,0.303753096,0.238349736,dd_spp
14175,Myotis longipes,0.367162771,0.334151283,dd_spp
85567622,Myotis montivagus,0.16616882,0.126639694,dd_spp
14182,Myotis morrisi,0.41925942,0.346997395,dd_spp
14186,Myotis oreias,0.763642654,0.812133968,dd_spp
85568321,Myotis peytoni,0.578881667,0.588383108,dd_spp
44864,Myotis punicus,0.379741098,0.309415102,dd_spp
136411,Myotis rufopictus,0.30772453,0.250217497,dd_spp
14198,Myotis schaubi,0.411403161,0.359471351,dd_spp
14204,Myotis simus,0.065880415,0.038361238,dd_spp
85342662,Myotis soror,0.208597357,0.134930134,dd_spp
85736011,Myotis weberi,0.280600678,0.217513047,dd_spp
164652,Myriopholis blanfordii,0.509476813,0.493019074,dd_spp
199569,Myriopholis burii,0.407474525,0.378855959,dd_spp
199744,Myriopholis filiformis,0.21975123,0.157304808,dd_spp
199745,Myriopholis macrura,0.21975123,0.157304808,dd_spp
13292176,Myriopholis natatrix,0.432628946,0.387441725,dd_spp
150253097,Myriopholis occipitalis,0.175503813,0.161518529,dd_spp
199746,Myriopholis wilsoni,0.21975123,0.157304808,dd_spp
102796273,Myron karnsi,0.162987981,0.138555542,dd_spp
14260,Mystacina robusta,0.068468606,0.066627093,lost_spp
22703813,Myzomela albigula,0.219482959,0.145246506,dd_spp
13483345,Nactus acutus,0.271626974,0.215082973,lost_spp
13483345,Nactus acutus,0.271626974,0.215082973,dd_spp
15712630,Nactus kunan,0.145047806,0.134843379,dd_spp
