"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.02759 0.0231 0.0018
0.02769 0.0237 0.0024
0.02779 0.0237 0.0018
0.02789 0.0231 0.0018
0.02799 0.0231 0.0018
0.02809 0.0243 0.0018
0.02818 0.0237 0.0024
0.02828 0.0231 0.0018
0.02838 0.0231 0.0018
0.02848 0.0237 0.0018
0.02858 0.0237 0.0018
0.02867 0.0231 0.0024
0.02877 0.0231 0.0018
0.02887 0.0237 0.0018
0.02897 0.0237 0.0018
0.02907 0.0231 0.0018
0.02917 0.0231 0.0024
0.02926 0.0237 0.0018
0.02936 0.0243 0.0018
0.02946 0.0231 0.0018
0.02956 0.0231 0.0018
0.02966 0.0237 0.0024
0.02975 0.0237 0.0018
0.02985 0.0231 0.0018
0.02995 0.0231 0.0018
0.03005 0.0237 0.0018
0.03015 0.0237 0.0024
0.03025 0.0231 0.0024
0.03034 0.0231 0.0024
0.03044 0.0237 0.0018
0.03054 0.0243 0.0018
0.03064 0.0231 0.0018
0.03074 0.0231 0.0018
0.03083 0.0237 0.0024
0.03093 0.0237 0.0018
0.03103 0.0231 0.0018
0.03113 0.0231 0.0018
0.03123 0.0237 0.0018
0.03133 0.0231 0.0024
0.03142 0.0237 0.0018
0.03152 0.0231 0.0018
0.03162 0.0237 0.0018
0.03172 0.0231 0.0018
0.03182 0.0243 0.0024
0.03191 0.0225 0.0018
0.03201 0.0243 0.0018
0.03211 0.0231 0.0018
0.03221 0.0237 0.0018
0.03231 0.0231 0.0024
0.03241 0.0237 0.0018
0.03250 0.0231 0.0018
0.03260 0.0237 0.0018
0.03270 0.0231 0.0018
0.03280 0.0237 0.0024
0.03290 0.0231 0.0018
0.03300 0.0243 0.0018
0.03309 0.0225 0.0018
0.03319 0.0243 0.0018
0.03329 0.0231 0.0024
0.03339 0.0237 0.0018
0.03349 0.0231 0.0018
0.03358 0.0237 0.0018
0.03368 0.0231 0.0018
0.03378 0.0237 0.0024
0.03388 0.0231 0.0018
0.03398 0.0237 0.0018
0.03408 0.0231 0.0018
0.03417 0.0237 0.0018
0.03427 0.0231 0.0024
0.03437 0.0243 0.0018
0.03447 0.0231 0.0018
0.03457 0.0237 0.0018
0.03466 0.0231 0.0018
0.03476 0.0237 0.0024
0.03486 0.0231 0.0018
0.03496 0.0237 0.0018
0.03506 0.0231 0.0018
0.03516 0.0237 0.0018
0.03525 0.0231 0.0024
0.03535 0.0237 0.0018
0.03545 0.0231 0.0018
0.03555 0.0243 0.0018
0.03565 0.0231 0.0018
0.03574 0.0237 0.0024
0.03584 0.0231 0.0018
0.03594 0.0237 0.0018
0.03604 0.0231 0.0018
0.03614 0.0237 0.0018
0.03624 0.0231 0.0024
0.03633 0.0237 0.0018
0.03643 0.0231 0.0018
0.03653 0.0231 0.0018
0.03663 0.0237 0.0018
0.03673 0.0243 0.0024
0.03682 0.0225 0.0018
0.03692 0.0231 0.0030
0.03702 0.0243 0.0018
0.03712 0.0237 0.0018
0.03722 0.0231 0.0018
0.03732 0.0231 0.0018
0.03741 0.0237 0.0024
0.03751 0.0237 0.0018
0.03761 0.0231 0.0018
0.03771 0.0231 0.0018
0.03781 0.0237 0.0018
0.03790 0.0243 0.0024
0.03800 0.0225 0.0018
0.03810 0.0231 0.0018
0.03820 0.0243 0.0018
0.03830 0.0237 0.0018
0.03840 0.0231 0.0024
0.03849 0.0231 0.0018
0.03859 0.0237 0.0018
0.03869 0.0237 0.0018
0.03879 0.0231 0.0018
0.03889 0.0231 0.0024
0.03899 0.0237 0.0018
0.03908 0.0237 0.0018
0.03918 0.0231 0.0018
0.03928 0.0231 0.0018
0.03938 0.0243 0.0024
0.03948 0.0237 0.0018
0.03957 0.0231 0.0018
0.03967 0.0231 0.0018
0.03977 0.0237 0.0018
0.03987 0.0237 0.0024
0.03997 0.0231 0.0018
0.04007 0.0231 0.0018
0.04016 0.0237 0.0018
0.04026 0.0237 0.0018
0.04036 0.0231 0.0024
0.04046 0.0231 0.0018
0.04056 0.0243 0.0018
0.04065 0.0237 0.0018
0.04075 0.0231 0.0018
0.04085 0.0231 0.0024
0.04095 0.0237 0.0018
0.04105 0.0237 0.0018
0.04115 0.0231 0.0018
0.04124 0.0231 0.0018
0.04134 0.0237 0.0024
0.04144 0.0237 0.0018
0.04154 0.0231 0.0018
0.04164 0.0231 0.0018
0.04173 0.0237 0.0018
0.04183 0.0243 0.0024
0.04193 0.0231 0.0018
0.04203 0.0231 0.0018
0.04213 0.0237 0.0018
0.04223 0.0237 0.0018
0.04232 0.0231 0.0024
0.04242 0.0231 0.0018
0.04252 0.0237 0.0018
0.04262 0.0237 0.0018
0.04272 0.0231 0.0018
0.04281 0.0231 0.0024
0.04291 0.0237 0.0018
0.04301 0.0243 0.0018
0.04311 0.0231 0.0018
0.04321 0.0231 0.0018
0.04331 0.0237 0.0024
0.04340 0.0237 0.0018
0.04350 0.0231 0.0018
0.04360 0.0231 0.0018
0.04370 0.0237 0.0018
0.04380 0.0237 0.0024
0.04390 0.0231 0.0018
0.04399 0.0231 0.0018
0.04409 0.0237 0.0018
0.04419 0.0243 0.0018
0.04429 0.0231 0.0024
0.04439 0.0225 0.0018
0.04448 0.0243 0.0018
0.04458 0.0237 0.0018
0.04468 0.0231 0.0018
0.04478 0.0231 0.0024
0.04488 0.0237 0.0018
0.04498 0.0231 0.0018
0.04507 0.0237 0.0018
0.04517 0.0231 0.0018
0.04527 0.0237 0.0024
0.04537 0.0231 0.0018
0.04547 0.0237 0.0018
0.04556 0.0231 0.0018
0.04566 0.0243 0.0018
0.04576 0.0231 0.0024
0.04586 0.0237 0.0018
0.04596 0.0231 0.0018
0.04606 0.0237 0.0018
0.04615 0.0231 0.0018
0.04625 0.0237 0.0024
0.04635 0.0231 0.0018
0.04645 0.0237 0.0018
0.04655 0.0231 0.0018
0.04664 0.0237 0.0018
0.04674 0.0231 0.0024
0.04684 0.0243 0.0018
0.04694 0.0231 0.0018
0.04704 0.0237 0.0018
0.04714 0.0231 0.0018
0.04723 0.0237 0.0024
0.04733 0.0231 0.0018
0.04743 0.0237 0.0018
0.04753 0.0231 0.0018
0.04763 0.0237 0.0018
0.04772 0.0231 0.0024
0.04782 0.0237 0.0018
0.04792 0.0231 0.0018
0.04802 0.0243 0.0018
0.04812 0.0225 0.0018
0.04822 0.0243 0.0024
0.04831 0.0231 0.0018
0.04841 0.0237 0.0018
0.04851 0.0231 0.0018
0.04861 0.0237 0.0018
0.04871 0.0231 0.0024
0.04881 0.0237 0.0018
0.04890 0.0231 0.0018
0.04900 0.0237 0.0018
0.04910 0.0231 0.0018
0.04920 0.0243 0.0024
0.04930 0.0225 0.0018
0.04939 0.0243 0.0018
0.04949 0.0231 0.0018
0.04959 0.0237 0.0018
0.04969 0.0237 0.0091
0.04979 0.0231 0.0103
0.04989 0.0237 0.0121
0.04998 0.0237 0.0103
0.05008 0.0231 0.0109
0.05018 0.0243 0.0115
0.05028 0.0237 0.0109
0.05038 0.0237 0.0103
0.05047 0.0237 0.0115
0.05057 0.0243 0.0109
0.05067 0.0225 0.0115
0.05077 0.0249 0.0109
0.05087 0.0231 0.0103
0.05097 0.0249 0.0109
0.05106 0.0225 0.0115
0.05116 0.0231 0.0109
0.05126 0.0243 0.0115
0.05136 0.0237 0.0109
0.05146 0.0237 0.0103
0.05155 0.0237 0.0109
0.05165 0.0243 0.0115
0.05175 0.0225 0.0109
0.05185 0.0249 0.0115
0.05195 0.0231 0.0103
0.05205 0.0243 0.0109
0.05214 0.0231 0.0115
0.05224 0.0231 0.0109
0.05234 0.0243 0.0115
0.05244 0.0237 0.0109
0.05254 0.0237 0.0103
0.05263 0.0237 0.0109
0.05273 0.0237 0.0115
0.05283 0.0243 0.0109
0.05293 0.0237 0.0115
0.05303 0.0231 0.0103
0.05313 0.0243 0.0109
0.05322 0.0231 0.0109
0.05332 0.0231 0.0103
0.05342 0.0249 0.0115
0.05352 0.0231 0.0109
0.05362 0.0237 0.0115
0.05372 0.0237 0.0109
0.05381 0.0237 0.0103
0.05391 0.0243 0.0109
0.05401 0.0237 0.0115
0.05411 0.0237 0.0115
0.05421 0.0237 0.0109
0.05430 0.0231 0.0109
0.05440 0.0231 0.0103
0.05450 0.0249 0.0115
0.05460 0.0231 0.0109
0.05470 0.0237 0.0115
0.05480 0.0237 0.0109
0.05489 0.0237 0.0103
0.05499 0.0243 0.0109
0.05509 0.0237 0.0115
0.05519 0.0237 0.0109
0.05529 0.0237 0.0115
0.05538 0.0231 0.0109
0.05548 0.0237 0.0103
0.05558 0.0243 0.0109
0.05568 0.0231 0.0115
0.05578 0.0237 0.0109
0.05588 0.0237 0.0115
0.05597 0.0237 0.0103
0.05607 0.0243 0.0109
0.05617 0.0237 0.0115
0.05627 0.0237 0.0109
0.05637 0.0237 0.0103
0.05646 0.0231 0.0121
0.05656 0.0237 0.0103
0.05666 0.0243 0.0109
0.05676 0.0231 0.0115
0.05686 0.0237 0.0109
0.05696 0.0237 0.0103
0.05705 0.0237 0.0115
0.05715 0.0243 0.0109
0.05725 0.0237 0.0109
0.05735 0.0231 0.0115
0.05745 0.0243 0.0115
0.05754 0.0231 0.0097
0.05764 0.0237 0.0115
0.05774 0.0243 0.0109
0.05784 0.0231 0.0103
0.05794 0.0237 0.0121
0.05804 0.0237 0.0115
0.05813 0.0237 0.0097
0.05823 0.0237 0.0115
0.05833 0.0243 0.0109
0.05843 0.0231 0.0103
0.05853 0.0243 0.0115
0.05863 0.0231 0.0109
0.05872 0.0237 0.0109
0.05882 0.0231 0.0115
0.05892 0.0243 0.0103
0.05902 0.0237 0.0109
0.05912 0.0237 0.0115
0.05921 0.0237 0.0109
0.05931 0.0237 0.0103
0.05941 0.0231 0.0121
0.05951 0.0249 0.0103
0.05961 0.0231 0.0109
0.05971 0.0243 0.0115
0.05980 0.0231 0.0115
0.05990 0.0231 0.0097
0.06000 0.0237 0.0115
0.06010 0.0243 0.0109
0.06020 0.0237 0.0109
0.06029 0.0237 0.0115
0.06039 0.0237 0.0115
0.06049 0.0231 0.0097
0.06059 0.0249 0.0115
0.06069 0.0231 0.0109
0.06079 0.0243 0.0103
0.06088 0.0231 0.0121
0.06098 0.0231 0.0115
0.06108 0.0237 0.0097
0.06118 0.0243 0.0115
0.06128 0.0237 0.0115
0.06137 0.0237 0.0097
0.06147 0.0237 0.0115
0.06157 0.0243 0.0121
0.06167 0.0237 0.0097
0.06177 0.0231 0.0115
0.06187 0.0243 0.0115
0.06196 0.0231 0.0097
0.06206 0.0237 0.0115
0.06216 0.0231 0.0115
0.06226 0.0243 0.0097
0.06236 0.0237 0.0121
0.06245 0.0237 0.0115
0.06255 0.0237 0.0103
0.06265 0.0243 0.0109
0.06275 0.0237 0.0115
0.06285 0.0231 0.0097
0.06295 0.0243 0.0115
0.06304 0.0231 0.0121
0.06314 0.0237 0.0103
0.06324 0.0231 0.0109
0.06334 0.0243 0.0115
0.06344 0.0237 0.0097
0.06354 0.0237 0.0115
0.06363 0.0237 0.0115
0.06373 0.0243 0.0109
0.06383 0.0237 0.0109
0.06393 0.0237 0.0115
0.06403 0.0237 0.0097
0.06412 0.0231 0.0115
0.06422 0.0237 0.0115
0.06432 0.0243 0.0097
0.06442 0.0231 0.0115
0.06452 0.0237 0.0121
0.06462 0.0237 0.0097
0.06471 0.0237 0.0115
0.06481 0.0237 0.0115
0.06491 0.0243 0.0109
0.06501 0.0237 0.0103
0.06511 0.0237 0.0115
0.06520 0.0231 0.0097
0.06530 0.0237 0.0121
0.06540 0.0243 0.0115
0.06550 0.0225 0.0103
0.06560 0.0243 0.0109
0.06570 0.0237 0.0115
0.06579 0.0237 0.0097
0.06589 0.0237 0.0115
0.06599 0.0243 0.0121
0.06609 0.0237 0.0103
0.06619 0.0237 0.0109
0.06628 0.0231 0.0115
0.06638 0.0237 0.0109
0.06648 0.0146 0.0134
0.06658 0.0061 0.0146
0.06668 0.0055 0.0146
0.06678 0.0061 0.0158
0.06687 0.0061 0.0146
0.06697 0.0055 0.0146
0.06707 0.0067 0.0146
0.06717 0.0061 0.0152
0.06727 0.0067 0.0140
0.06736 0.0055 0.0152
0.06746 0.0073 0.0146
0.06756 0.0055 0.0146
0.06766 0.0055 0.0146
0.06776 0.0061 0.0146
0.06786 0.0067 0.0158
0.06795 0.0061 0.0134
0.06805 0.0055 0.0158
0.06815 0.0067 0.0146
0.06825 0.0055 0.0146
0.06835 0.0061 0.0146
0.06845 0.0067 0.0152
0.06854 0.0061 0.0146
0.06864 0.0061 0.0146
0.06874 0.0055 0.0146
0.06884 0.0061 0.0146
0.06894 0.0067 0.0146
0.06903 0.0061 0.0158
0.06913 0.0055 0.0146
0.06923 0.0067 0.0146
0.06933 0.0055 0.0158
