group weight wgrp filename
2 0.306 2 ../dd_rasters/Reptilia_Alopoglossus_romaleos.tif
1 0.065 1 ../dd_rasters/Amphibia_Atelognathus_ceii.tif
1 0.404 1 ../dd_rasters/Amphibia_Hylarana_chitwanensis.tif
4 0.375 4 ../dd_rasters/Mammalia_Myotis_csorbai.tif
2 0.409 2 ../dd_rasters/Reptilia_Emoia_kitcheneri.tif
2 0.49 2 ../dd_rasters/Reptilia_Tarentola_albertschwartzi.tif
4 0.17 4 ../dd_rasters/Mammalia_Crunomys_suncoides.tif
4 0.001 4 ../dd_rasters/Mammalia_Proechimys_kulinae.tif
4 0.018 4 ../dd_rasters/Mammalia_Proechimys_gardneri.tif
2 0.236 2 ../dd_rasters/Reptilia_Amphisbaena_crisae.tif
2 0.381 2 ../dd_rasters/Reptilia_Acanthodactylus_nilsoni.tif
4 0.242 4 ../dd_rasters/Mammalia_Histiotus_humboldti.tif
4 0.098 4 ../dd_rasters/Mammalia_Mazama_americana.tif
1 0.663 1 ../dd_rasters/Amphibia_Eurycea_robusta.tif
4 0.03 4 ../dd_rasters/Mammalia_Pattonomys_occasius.tif
4 0.207 4 ../dd_rasters/Mammalia_Presbytis_bicolor.tif
2 0.177 2 ../dd_rasters/Reptilia_Anisolepis_undulatus.tif
4 0 4 ../dd_rasters/Mammalia_Dicrostonyx_unalascensis.tif
4 0.204 4 ../dd_rasters/Mammalia_Nycteris_madagascariensis.tif
4 0.016 4 ../dd_rasters/Mammalia_Lonchorhina_inusitata.tif
4 0.015 4 ../dd_rasters/Mammalia_Micronycteris_brosseti.tif
4 0.177 4 ../dd_rasters/Mammalia_Rhinolophus_convexus.tif
4 0.045 4 ../dd_rasters/Mammalia_Marmosa_rubra.tif
4 0.24 4 ../dd_rasters/Mammalia_Oryzorictes_tetradactylus.tif
4 0.128 4 ../dd_rasters/Mammalia_Huetia_leucorhina.tif
4 0.279 4 ../dd_rasters/Mammalia_Crocidura_bottegi.tif
1 0.015 1 ../dd_rasters/Amphibia_Cophixalus_peninsularis.tif
2 0.574 2 ../dd_rasters/Reptilia_Isanophis_boonsongi.tif
4 0.223 4 ../dd_rasters/Mammalia_Sylvilagus_varynaensis.tif
4 0.426 4 ../dd_rasters/Mammalia_Crocidura_horsfieldii.tif
4 0.108 4 ../dd_rasters/Mammalia_Crocidura_mutesae.tif
4 0.48 4 ../dd_rasters/Mammalia_Crocidura_nana.tif
4 0.681 4 ../dd_rasters/Mammalia_Crocidura_planiceps.tif
4 0.259 4 ../dd_rasters/Mammalia_Crocidura_pullata.tif
4 0.017 4 ../dd_rasters/Mammalia_Crocidura_tarfayensis.tif
4 0.702 4 ../dd_rasters/Mammalia_Crocidura_zaphiri.tif
4 0 4 ../dd_rasters/Mammalia_Sorex_alaskanus.tif
4 0.177 4 ../dd_rasters/Mammalia_Sorex_buchariensis.tif
4 0.208 4 ../dd_rasters/Mammalia_Sorex_mirabilis.tif
4 0.001 4 ../dd_rasters/Mammalia_Sorex_portenkoi.tif
4 0.158 4 ../dd_rasters/Mammalia_Sorex_thibetanus.tif
4 0.236 4 ../dd_rasters/Mammalia_Uropsilus_andersoni.tif
4 0.112 4 ../dd_rasters/Mammalia_Tupaia_dorsalis.tif
4 0.009 4 ../dd_rasters/Mammalia_Plecturocebus_stephennashi.tif
4 0.155 4 ../dd_rasters/Mammalia_Dologale_dybowskii.tif
4 0.572 4 ../dd_rasters/Mammalia_Tragulus_javanicus.tif
4 0.521 4 ../dd_rasters/Mammalia_Sundasciurus_davensis.tif
4 0.326 4 ../dd_rasters/Mammalia_Abditomys_latidens.tif
4 0.108 4 ../dd_rasters/Mammalia_Pseudohydromys_musseri.tif
4 0.215 4 ../dd_rasters/Mammalia_Elephantulus_fuscipes.tif
4 0.179 4 ../dd_rasters/Mammalia_Elephantulus_fuscus.tif
4 0.059 4 ../dd_rasters/Mammalia_Pithecia_vanzolinii.tif
2 0.307 2 ../dd_rasters/Reptilia_Ctenosaura_quinquecarinata.tif
4 0.191 4 ../dd_rasters/Mammalia_Hypsugo_vordermanni.tif
2 0.126 2 ../dd_rasters/Reptilia_Microlophus_tarapacensis.tif
4 0.192 4 ../dd_rasters/Mammalia_Nycteris_parisii.tif
4 0.072 4 ../dd_rasters/Mammalia_Nycteris_vinsoni.tif
4 0.205 4 ../dd_rasters/Mammalia_Muntiacus_truongsonensis.tif
4 0.286 4 ../dd_rasters/Mammalia_Rhinolophus_maendeleo.tif
4 0.333 4 ../dd_rasters/Mammalia_Rhinolophus_sakejiensis.tif
4 0.116 4 ../dd_rasters/Mammalia_Glauconycteris_curryae.tif
4 0.106 4 ../dd_rasters/Mammalia_Glauconycteris_egeria.tif
4 0.09 4 ../dd_rasters/Mammalia_Glauconycteris_gleni.tif
4 0.109 4 ../dd_rasters/Mammalia_Glauconycteris_humeralis.tif
4 0.258 4 ../dd_rasters/Mammalia_Glauconycteris_kenyacola.tif
4 0.072 4 ../dd_rasters/Mammalia_Glauconycteris_machadoi.tif
4 0.239 4 ../dd_rasters/Mammalia_Hypsugo_eisentrauti.tif
4 0.113 4 ../dd_rasters/Mammalia_Hypsugo_musciculus.tif
4 0.208 4 ../dd_rasters/Mammalia_Miniopterus_africanus.tif
4 0.301 4 ../dd_rasters/Mammalia_Myotis_anjouanensis.tif
4 0.309 4 ../dd_rasters/Mammalia_Myotis_punicus.tif
4 0.155 4 ../dd_rasters/Mammalia_Graphiurus_angolensis.tif
4 0.176 4 ../dd_rasters/Mammalia_Neoromicia_flavescens.tif
4 0.233 4 ../dd_rasters/Mammalia_Neoromicia_helios.tif
4 0.192 4 ../dd_rasters/Mammalia_Neoromicia_melckorum.tif
4 0.586 4 ../dd_rasters/Mammalia_Graphiurus_johnstoni.tif
4 0.427 4 ../dd_rasters/Mammalia_Plecotus_balensis.tif
4 0.007 4 ../dd_rasters/Mammalia_Plecotus_christii.tif
4 0.566 4 ../dd_rasters/Mammalia_Scotophilus_nucella.tif
4 0.133 4 ../dd_rasters/Mammalia_Sylvisorex_pluvialis.tif
4 0.077 4 ../dd_rasters/Mammalia_Sylvisorex_konganensis.tif
4 0.221 4 ../dd_rasters/Mammalia_Otomys_dartmouthi.tif
4 0.127 4 ../dd_rasters/Mammalia_Thamnomys_schoutedeni.tif
4 0.148 4 ../dd_rasters/Mammalia_Praomys_verschureni.tif
4 0.415 4 ../dd_rasters/Mammalia_Stenocephalemys_ruppi.tif
4 0.422 4 ../dd_rasters/Mammalia_Mylomys_rex.tif
1 0.515 1 ../dd_rasters/Amphibia_Arthroleptis_bivittatus.tif
1 0.636 1 ../dd_rasters/Amphibia_Arthroleptis_brevipes.tif
1 0.083 1 ../dd_rasters/Amphibia_Arthroleptis_carquejai.tif
1 0.166 1 ../dd_rasters/Amphibia_Arthroleptis_hematogaster.tif
1 0.148 1 ../dd_rasters/Amphibia_Arthroleptis_loveridgei.tif
1 0.598 1 ../dd_rasters/Amphibia_Tomopterna_milletihorsini.tif
1 0.347 1 ../dd_rasters/Amphibia_Arthroleptis_mossoensis.tif
1 0.167 1 ../dd_rasters/Amphibia_Arthroleptis_nimbaensis.tif
1 0.153 1 ../dd_rasters/Amphibia_Arthroleptis_phrynoides.tif
1 0.162 1 ../dd_rasters/Amphibia_Arthroleptis_spinalis.tif
1 0.106 1 ../dd_rasters/Amphibia_Arthroleptis_tuberosus.tif
1 0.164 1 ../dd_rasters/Amphibia_Arthroleptis_vercammeni.tif
1 0.937 1 ../dd_rasters/Amphibia_Arthroleptis_zimmeri.tif
1 0.196 1 ../dd_rasters/Amphibia_Atelopus_carauta.tif
1 0.201 1 ../dd_rasters/Amphibia_Atelopus_dimorphus.tif
1 0.111 1 ../dd_rasters/Amphibia_Atelopus_galactogaster.tif
1 0.227 1 ../dd_rasters/Amphibia_Atelopus_guitarraensis.tif
1 0.114 1 ../dd_rasters/Amphibia_Atelopus_mandingues.tif
1 0.099 1 ../dd_rasters/Amphibia_Atelopus_reticulatus.tif
1 0.102 1 ../dd_rasters/Amphibia_Atelopus_siranus.tif
1 0.228 1 ../dd_rasters/Amphibia_Atelopus_walkeri.tif
1 0.131 1 ../dd_rasters/Amphibia_Rhinella_amboroensis.tif
1 0.193 1 ../dd_rasters/Amphibia_Sclerophrys_buchneri.tif
1 0.061 1 ../dd_rasters/Amphibia_Poyntonophrynus_damaranus.tif
1 0.672 1 ../dd_rasters/Amphibia_Sclerophrys_danielae.tif
1 0.163 1 ../dd_rasters/Amphibia_Sclerophrys_djohongensis.tif
1 0.075 1 ../dd_rasters/Amphibia_Rhinella_gnustae.tif
1 0.18 1 ../dd_rasters/Amphibia_Poyntonophrynus_grandisonae.tif
1 0.353 1 ../dd_rasters/Amphibia_Sclerophrys_langanoensis.tif
1 0.475 1 ../dd_rasters/Amphibia_Mertensophryne_mocquardi.tif
1 0.231 1 ../dd_rasters/Amphibia_Sclerophrys_reesi.tif
1 0.164 1 ../dd_rasters/Amphibia_Mertensophryne_schmidti.tif
1 0.354 1 ../dd_rasters/Amphibia_Duttaphrynus_scorteccii.tif
1 0.48 1 ../dd_rasters/Amphibia_Duttaphrynus_silentvalleyensis.tif
1 0.3 1 ../dd_rasters/Amphibia_Duttaphrynus_sumatranus.tif
1 0.158 1 ../dd_rasters/Amphibia_Sclerophrys_turkanae.tif
1 0.416 1 ../dd_rasters/Amphibia_Duttaphrynus_valhallae.tif
1 0.531 1 ../dd_rasters/Amphibia_Sclerophrys_vittata.tif
1 0.174 1 ../dd_rasters/Amphibia_Dendrophryniscus_stawiarskyi.tif
1 0.161 1 ../dd_rasters/Amphibia_Laurentophryne_parkeri.tif
1 0.19 1 ../dd_rasters/Amphibia_Nectophrynoides_frontierei.tif
1 0.267 1 ../dd_rasters/Amphibia_Nectophrynoides_laevis.tif
1 0.197 1 ../dd_rasters/Amphibia_Truebella_skoptes.tif
1 0.266 1 ../dd_rasters/Amphibia_Centrolene_acanthidiocephalum.tif
1 0.183 1 ../dd_rasters/Amphibia_Centrolene_azulae.tif
1 0.201 1 ../dd_rasters/Amphibia_Centrolene_lemniscata.tif
1 0.166 1 ../dd_rasters/Amphibia_Centrolene_muelleri.tif
1 0.237 1 ../dd_rasters/Amphibia_Centrolene_paezorum.tif
1 0.282 1 ../dd_rasters/Amphibia_Nymphargus_nephelophila.tif
1 0.232 1 ../dd_rasters/Amphibia_Nymphargus_ocellatus.tif
1 0.123 1 ../dd_rasters/Amphibia_Leucostethus_alacris.tif
1 0.109 1 ../dd_rasters/Amphibia_Hyloxalus_betancuri.tif
1 0.303 1 ../dd_rasters/Amphibia_Hyloxalus_borjai.tif
1 0.271 1 ../dd_rasters/Amphibia_Aromobates_capurinensis.tif
1 0.122 1 ../dd_rasters/Amphibia_Leucostethus_dysprosium.tif
1 0.788 1 ../dd_rasters/Amphibia_Hyloxalus_excisus.tif
1 0.099 1 ../dd_rasters/Amphibia_Hyloxalus_faciopunctulatus.tif
1 0.109 1 ../dd_rasters/Amphibia_Colostethus_furviventris.tif
1 0.17 1 ../dd_rasters/Amphibia_Hyloxalus_idiomelus.tif
1 0.589 1 ../dd_rasters/Amphibia_Colostethus_lynchi.tif
1 0.179 1 ../dd_rasters/Amphibia_Hyloxalus_mittermeieri.tif
1 0.703 1 ../dd_rasters/Amphibia_Allobates_ornatus.tif
1 0.019 1 ../dd_rasters/Amphibia_Anomaloglossus_parimae.tif
1 0.063 1 ../dd_rasters/Amphibia_Anomaloglossus_parkerae.tif
1 0.093 1 ../dd_rasters/Amphibia_Hyloxalus_patitae.tif
1 0.124 1 ../dd_rasters/Amphibia_Allobates_peruvianus.tif
1 0.147 1 ../dd_rasters/Amphibia_Colostethus_poecilonotus.tif
1 0.074 1 ../dd_rasters/Amphibia_Hyloxalus_saltuarius.tif
1 0.069 1 ../dd_rasters/Amphibia_Allobates_sanmartini.tif
1 0.035 1 ../dd_rasters/Amphibia_Anomaloglossus_tepuyensis.tif
1 0.203 1 ../dd_rasters/Amphibia_Hyloxalus_utcubambensis.tif
1 0.237 1 ../dd_rasters/Amphibia_Leucostethus_yaguara.tif
1 0.133 1 ../dd_rasters/Amphibia_Andinobates_altobueyensis.tif
1 0.214 1 ../dd_rasters/Amphibia_Ameerega_ingeri.tif
1 0.182 1 ../dd_rasters/Amphibia_Mannophryne_larandina.tif
1 0.244 1 ../dd_rasters/Amphibia_Hemisus_barotseensis.tif
1 0.286 1 ../dd_rasters/Amphibia_Hemisus_brachydactylus.tif
1 0.152 1 ../dd_rasters/Amphibia_Hemisus_wittei.tif
1 0.173 1 ../dd_rasters/Amphibia_Hyla_nicefori.tif
1 0.173 1 ../dd_rasters/Amphibia_Gastrotheca_abdita.tif
1 0.291 1 ../dd_rasters/Amphibia_Gastrotheca_galeata.tif
1 0.23 1 ../dd_rasters/Amphibia_Gastrotheca_guentheri.tif
1 0.132 1 ../dd_rasters/Amphibia_Gastrotheca_lauzuricae.tif
1 0.08 1 ../dd_rasters/Amphibia_Gastrotheca_splendens.tif
1 0.458 1 ../dd_rasters/Amphibia_Gastrotheca_williamsoni.tif
1 0.421 1 ../dd_rasters/Amphibia_Boana_alemani.tif
1 0.905 1 ../dd_rasters/Amphibia_Dendropsophus_battersbyi.tif
1 0.619 1 ../dd_rasters/Amphibia_Dendropsophus_cerradensis.tif
1 0.012 1 ../dd_rasters/Amphibia_Hyla_imitator.tif
1 0.531 1 ../dd_rasters/Amphibia_Dendropsophus_limai.tif
1 0.168 1 ../dd_rasters/Amphibia_Dendropsophus_minimus.tif
1 0.024 1 ../dd_rasters/Amphibia_Dendropsophus_pauiniensis.tif
1 0.24 1 ../dd_rasters/Amphibia_Ecnomiohyla_phantasmagoria.tif
1 0.787 1 ../dd_rasters/Amphibia_Dendropsophus_rhea.tif
1 0.015 1 ../dd_rasters/Amphibia_Ecnomiohyla_thysanota.tif
1 0.462 1 ../dd_rasters/Amphibia_Isthmohyla_xanthosticta.tif
1 0.266 1 ../dd_rasters/Amphibia_Hyla_zhaopingensis.tif
1 0.54 1 ../dd_rasters/Amphibia_Litoria_albolabris.tif
1 0.117 1 ../dd_rasters/Amphibia_Litoria_aruensis.tif
1 0.16 1 ../dd_rasters/Amphibia_Litoria_capitula.tif
1 0.093 1 ../dd_rasters/Amphibia_Litoria_longicrus.tif
1 0.114 1 ../dd_rasters/Amphibia_Litoria_mystax.tif
1 0.164 1 ../dd_rasters/Amphibia_Litoria_obtusirostris.tif
1 0.128 1 ../dd_rasters/Amphibia_Litoria_pratti.tif
1 0.227 1 ../dd_rasters/Amphibia_Litoria_quadrilineata.tif
1 0.172 1 ../dd_rasters/Amphibia_Litoria_umbonata.tif
1 0.184 1 ../dd_rasters/Amphibia_Litoria_vagabunda.tif
1 0.107 1 ../dd_rasters/Amphibia_Litoria_wapogaensis.tif
1 0.189 1 ../dd_rasters/Amphibia_Litoria_wisselensis.tif
1 0.129 1 ../dd_rasters/Amphibia_Nyctimystes_montanus.tif
1 0.394 1 ../dd_rasters/Amphibia_Nyctimystes_obsoletus.tif
1 0.12 1 ../dd_rasters/Amphibia_Nyctimystes_tyleri.tif
1 0.053 1 ../dd_rasters/Amphibia_Dryaderces_pearsoni.tif
1 0.257 1 ../dd_rasters/Amphibia_Phrynomedusa_bokermanni.tif
1 0.243 1 ../dd_rasters/Amphibia_Agalychnis_danieli.tif
1 0.148 1 ../dd_rasters/Amphibia_Callimedusa_duellmani.tif
1 0.123 1 ../dd_rasters/Amphibia_Ololygon_atrata.tif
1 0.005 1 ../dd_rasters/Amphibia_Scinax_baumgardneri.tif
1 0.068 1 ../dd_rasters/Amphibia_Scinax_danae.tif
1 0.011 1 ../dd_rasters/Amphibia_Ololygon_jureia.tif
1 0.013 1 ../dd_rasters/Amphibia_Stefania_evansi.tif
1 0.009 1 ../dd_rasters/Amphibia_Stefania_tamacuarina.tif
1 0.012 1 ../dd_rasters/Amphibia_Stefania_woodleyi.tif
1 0.618 1 ../dd_rasters/Amphibia_Afrixalus_lindholmi.tif
1 0.937 1 ../dd_rasters/Amphibia_Afrixalus_schneideri.tif
1 0.164 1 ../dd_rasters/Amphibia_Afrixalus_upembae.tif
1 0.134 1 ../dd_rasters/Amphibia_Cryptothylax_minutus.tif
1 0.142 1 ../dd_rasters/Amphibia_Hyperolius_atrigularis.tif
1 0.296 1 ../dd_rasters/Amphibia_Hyperolius_bicolor.tif
1 0.196 1 ../dd_rasters/Amphibia_Hyperolius_brachiofasciatus.tif
1 0.189 1 ../dd_rasters/Amphibia_Hyperolius_diaphanus.tif
1 0.199 1 ../dd_rasters/Amphibia_Hyperolius_ferrugineus.tif
1 0.156 1 ../dd_rasters/Amphibia_Hyperolius_fuscigula.tif
1 0.103 1 ../dd_rasters/Amphibia_Hyperolius_ghesquieri.tif
1 0.186 1 ../dd_rasters/Amphibia_Hyperolius_gularis.tif
1 0.167 1 ../dd_rasters/Amphibia_Hyperolius_inornatus.tif
1 0.198 1 ../dd_rasters/Amphibia_Hyperolius_kibarae.tif
1 0.327 1 ../dd_rasters/Amphibia_Hyperolius_lucani.tif
1 0.327 1 ../dd_rasters/Amphibia_Hyperolius_maestus.tif
1 0.188 1 ../dd_rasters/Amphibia_Hyperolius_obscurus.tif
1 0.348 1 ../dd_rasters/Amphibia_Hyperolius_polli.tif
1 0.327 1 ../dd_rasters/Amphibia_Hyperolius_protchei.tif
1 0.607 1 ../dd_rasters/Amphibia_Hyperolius_pustulifer.tif
1 0.247 1 ../dd_rasters/Amphibia_Hyperolius_quadratomaculatus.tif
1 0.327 1 ../dd_rasters/Amphibia_Hyperolius_rhizophilus.tif
1 0.085 1 ../dd_rasters/Amphibia_Congolius_robustus.tif
1 0.007 1 ../dd_rasters/Amphibia_Hyperolius_sankuruensis.tif
1 0.426 1 ../dd_rasters/Amphibia_Hyperolius_sheldricki.tif
1 0.143 1 ../dd_rasters/Amphibia_Hyperolius_stenodactylus.tif
1 0.05 1 ../dd_rasters/Amphibia_Hyperolius_vilhenai.tif
1 0.155 1 ../dd_rasters/Amphibia_Hyperolius_xenorhinus.tif
1 0.225 1 ../dd_rasters/Amphibia_Leptopelis_bequaerti.tif
1 0.127 1 ../dd_rasters/Amphibia_Leptopelis_brevipes.tif
1 0.158 1 ../dd_rasters/Amphibia_Leptopelis_fenestratus.tif
1 0.186 1 ../dd_rasters/Amphibia_Leptopelis_fiziensis.tif
1 0.542 1 ../dd_rasters/Amphibia_Leptopelis_jordani.tif
1 0.164 1 ../dd_rasters/Amphibia_Leptopelis_lebeaui.tif
1 0.724 1 ../dd_rasters/Amphibia_Leptopelis_marginatus.tif
1 0.198 1 ../dd_rasters/Amphibia_Leptopelis_parvus.tif
1 0.015 1 ../dd_rasters/Amphibia_Alsodes_kaweshkari.tif
1 0.131 1 ../dd_rasters/Amphibia_Alsodes_vittatus.tif
1 0.551 1 ../dd_rasters/Amphibia_Ceratophrys_testudo.tif
1 0.4 1 ../dd_rasters/Amphibia_Crossodactylodes_pintoi.tif
1 0.377 1 ../dd_rasters/Amphibia_Cycloramphus_asper.tif
1 0.1 1 ../dd_rasters/Amphibia_Cycloramphus_duseni.tif
1 0.346 1 ../dd_rasters/Amphibia_Phantasmarana_jordanensis.tif
1 0.129 1 ../dd_rasters/Amphibia_Edalorhina_nasuta.tif
1 0.245 1 ../dd_rasters/Amphibia_Niceforonia_aderca.tif
1 0.236 1 ../dd_rasters/Amphibia_Pristimantis_anemerus.tif
1 0.25 1 ../dd_rasters/Amphibia_Pristimantis_atrabracus.tif
1 0.009 1 ../dd_rasters/Amphibia_Pristimantis_avius.tif
1 0.12 1 ../dd_rasters/Amphibia_Craugastor_batrachylus.tif
1 0.428 1 ../dd_rasters/Amphibia_Pristimantis_bearsei.tif
1 0.313 1 ../dd_rasters/Amphibia_Pristimantis_cabrerai.tif
1 0.194 1 ../dd_rasters/Amphibia_Pristimantis_nebulosus.tif
1 0.237 1 ../dd_rasters/Amphibia_Craugastor_cuaquero.tif
1 0.186 1 ../dd_rasters/Amphibia_Pristimantis_cuneirostris.tif
1 0.181 1 ../dd_rasters/Amphibia_Oreobates_discoidalis.tif
1 0.25 1 ../dd_rasters/Amphibia_Pristimantis_floridus.tif
1 0.174 1 ../dd_rasters/Amphibia_Pristimantis_infraguttatus.tif
1 0.253 1 ../dd_rasters/Amphibia_Pristimantis_ixalus.tif
1 0.041 1 ../dd_rasters/Amphibia_Strabomantis_laticorpus.tif
1 0.419 1 ../dd_rasters/Amphibia_Pristimantis_melanoproctus.tif
1 0.009 1 ../dd_rasters/Amphibia_Pristimantis_memorans.tif
1 0.4 1 ../dd_rasters/Amphibia_Pristimantis_mondolfii.tif
1 0.186 1 ../dd_rasters/Amphibia_Pristimantis_pataikos.tif
1 0.178 1 ../dd_rasters/Amphibia_Pristimantis_pecki.tif
1 0.419 1 ../dd_rasters/Amphibia_Haddadus_plicifer.tif
1 0.034 1 ../dd_rasters/Amphibia_Ischnocnema_pusilla.tif
1 0.508 1 ../dd_rasters/Amphibia_Pristimantis_reticulatus.tif
1 0.288 1 ../dd_rasters/Amphibia_Pristimantis_riveroi.tif
1 0.472 1 ../dd_rasters/Amphibia_Pristimantis_rozei.tif
1 0.231 1 ../dd_rasters/Amphibia_Pristimantis_scitulus.tif
1 0.099 1 ../dd_rasters/Amphibia_Craugastor_silvicola.tif
1 0.214 1 ../dd_rasters/Amphibia_Pristimantis_taciturnus.tif
1 0.247 1 ../dd_rasters/Amphibia_Pristimantis_tubernasus.tif
1 0.319 1 ../dd_rasters/Amphibia_Pristimantis_turpinorum.tif
1 0.739 1 ../dd_rasters/Amphibia_Eleutherodactylus_verruculatus.tif
1 0.248 1 ../dd_rasters/Amphibia_Pristimantis_wiensi.tif
1 0.567 1 ../dd_rasters/Amphibia_Leptodactylus_hylodes.tif
1 0.134 1 ../dd_rasters/Amphibia_Leptodactylus_pascoensis.tif
1 0.034 1 ../dd_rasters/Amphibia_Phantasmarana_bocainensis.tif
1 0.079 1 ../dd_rasters/Amphibia_Phrynopus_bracki.tif
1 0.021 1 ../dd_rasters/Amphibia_Niceforonia_fallaciosa.tif
1 0.187 1 ../dd_rasters/Amphibia_Lynchius_flavomaculatus.tif
1 0.486 1 ../dd_rasters/Amphibia_Phrynopus_thompsoni.tif
1 0.369 1 ../dd_rasters/Amphibia_Proceratophrys_phyllostomus.tif
1 0.166 1 ../dd_rasters/Amphibia_Telmatobius_colanensis.tif
1 0.239 1 ../dd_rasters/Amphibia_Telmatobius_degener.tif
1 0.205 1 ../dd_rasters/Amphibia_Telmatobius_hockingi.tif
1 0.114 1 ../dd_rasters/Amphibia_Telmatobius_necopinus.tif
1 0.239 1 ../dd_rasters/Amphibia_Telmatobius_thompsoni.tif
1 0.035 1 ../dd_rasters/Amphibia_Mixophyes_hihihorlo.tif
1 0.185 1 ../dd_rasters/Amphibia_Boophis_burgeri.tif
1 0.214 1 ../dd_rasters/Amphibia_Boophis_mandraka.tif
1 0.261 1 ../dd_rasters/Amphibia_Mantidactylus_ambohimitombi.tif
1 0.196 1 ../dd_rasters/Amphibia_Wakea_madinika.tif
1 0.157 1 ../dd_rasters/Amphibia_Leptobrachella_natunae.tif
1 0.21 1 ../dd_rasters/Amphibia_Leptobrachella_nahangensis.tif
1 0.212 1 ../dd_rasters/Amphibia_Leptobrachella_pelodytoides.tif
1 0.221 1 ../dd_rasters/Amphibia_Oreolalax_weigoldi.tif
1 0.045 1 ../dd_rasters/Amphibia_Scutiger_adungensis.tif
1 0.085 1 ../dd_rasters/Amphibia_Scutiger_bhutanensis.tif
1 0.254 1 ../dd_rasters/Amphibia_Scutiger_brevipes.tif
1 0.156 1 ../dd_rasters/Amphibia_Philautus_kempii.tif
1 0.133 1 ../dd_rasters/Amphibia_Megophrys_pachyproctus.tif
1 0.616 1 ../dd_rasters/Amphibia_Megophrys_shuichengensis.tif
1 0.691 1 ../dd_rasters/Amphibia_Megophrys_wawuensis.tif
1 0.07 1 ../dd_rasters/Amphibia_Choerophryne_rhenaurum.tif
1 0.086 1 ../dd_rasters/Amphibia_Choerophryne_variegata.tif
1 0.207 1 ../dd_rasters/Amphibia_Austrochaperina_archboldi.tif
1 0.111 1 ../dd_rasters/Amphibia_Austrochaperina_brevipes.tif
1 0.12 1 ../dd_rasters/Amphibia_Austrochaperina_kosarek.tif
1 0.128 1 ../dd_rasters/Amphibia_Austrochaperina_parkeri.tif
1 0.276 1 ../dd_rasters/Amphibia_Austrochaperina_polysticta.tif
1 0.07 1 ../dd_rasters/Amphibia_Barygenys_cheesmanae.tif
1 0.382 1 ../dd_rasters/Amphibia_Barygenys_flavigularis.tif
1 0.191 1 ../dd_rasters/Amphibia_Callulops_boettgeri.tif
1 0.193 1 ../dd_rasters/Amphibia_Callulops_dubius.tif
1 0.07 1 ../dd_rasters/Amphibia_Asterophrys_eurydactyla.tif
1 0.18 1 ../dd_rasters/Amphibia_Callulops_fuscus.tif
1 0.168 1 ../dd_rasters/Amphibia_Callulops_glandulosus.tif
1 0.178 1 ../dd_rasters/Amphibia_Callulops_kopsteini.tif
1 0.038 1 ../dd_rasters/Amphibia_Callulops_marmoratus.tif
1 0.07 1 ../dd_rasters/Amphibia_Callulops_sagittatus.tif
1 0.175 1 ../dd_rasters/Amphibia_Chiasmocleis_centralis.tif
1 0.168 1 ../dd_rasters/Amphibia_Choerophryne_allisoni.tif
1 0.108 1 ../dd_rasters/Amphibia_Cophixalus_bewaniensis.tif
1 0.162 1 ../dd_rasters/Amphibia_Cophixalus_daymani.tif
1 0.197 1 ../dd_rasters/Amphibia_Cophixalus_montanus.tif
1 0.076 1 ../dd_rasters/Amphibia_Cophixalus_pulchellus.tif
1 0.129 1 ../dd_rasters/Amphibia_Cophixalus_tagulensis.tif
1 0.09 1 ../dd_rasters/Amphibia_Cophixalus_tetzlaffi.tif
1 0.167 1 ../dd_rasters/Amphibia_Copiula_exspectata.tif
1 0.108 1 ../dd_rasters/Amphibia_Copiula_major.tif
1 0.108 1 ../dd_rasters/Amphibia_Copiula_obsti.tif
1 0.161 1 ../dd_rasters/Amphibia_Ctenophryne_minor.tif
1 0.105 1 ../dd_rasters/Amphibia_Hylophorbus_rufescens.tif
1 0.157 1 ../dd_rasters/Amphibia_Kalophrynus_bunguranus.tif
1 0.048 1 ../dd_rasters/Amphibia_Kalophrynus_eok.tif
1 0.252 1 ../dd_rasters/Amphibia_Micryletta_menglienica.tif
1 0.092 1 ../dd_rasters/Amphibia_Kalophrynus_robinsoni.tif
1 0.287 1 ../dd_rasters/Amphibia_Sphenophryne_rubra.tif
1 0.1 1 ../dd_rasters/Amphibia_Sphenophryne_similis.tif
1 0.153 1 ../dd_rasters/Amphibia_Hylophorbus_infulatus.tif
1 0.148 1 ../dd_rasters/Amphibia_Microhyla_maculifera.tif
1 0.721 1 ../dd_rasters/Amphibia_Microhyla_picta.tif
1 0.175 1 ../dd_rasters/Amphibia_Oreophryne_asplenicola.tif
1 0.108 1 ../dd_rasters/Amphibia_Oreophryne_atrigularis.tif
1 0.145 1 ../dd_rasters/Amphibia_Oreophryne_brevicrus.tif
1 0.108 1 ../dd_rasters/Amphibia_Oreophryne_clamata.tif
1 0.165 1 ../dd_rasters/Amphibia_Oreophryne_flava.tif
1 0.165 1 ../dd_rasters/Amphibia_Oreophryne_frontifasciata.tif
1 0.12 1 ../dd_rasters/Amphibia_Oreophryne_kampeni.tif
1 0.644 1 ../dd_rasters/Amphibia_Oreophryne_loriae.tif
1 0.115 1 ../dd_rasters/Amphibia_Aphantophryne_parkeri.tif
1 0.374 1 ../dd_rasters/Amphibia_Oreophryne_pseudasplenicola.tif
1 0.108 1 ../dd_rasters/Amphibia_Oreophryne_sibilans.tif
1 0.09 1 ../dd_rasters/Amphibia_Oreophryne_unicolor.tif
