"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.08552 0.0565 0.0114
0.08562 0.0559 0.0114
0.08572 0.0571 0.0114
0.08582 0.0583 0.0126
0.08592 0.0565 0.0114
0.08602 0.0565 0.0114
0.08612 0.0571 0.0120
0.08621 0.0589 0.0114
0.08631 0.0559 0.0132
0.08641 0.0565 0.0114
0.08651 0.0589 0.0120
0.08661 0.0571 0.0114
0.08671 0.0559 0.0114
0.08681 0.0559 0.0126
0.08691 0.0595 0.0126
0.08701 0.0571 0.0114
0.08711 0.0565 0.0114
0.08721 0.0559 0.0114
0.08730 0.0595 0.0114
0.08740 0.0559 0.0120
0.08750 0.0613 0.0120
0.08760 0.0565 0.0120
0.08770 0.0583 0.0120
0.08780 0.0565 0.0120
0.08790 0.0565 0.0114
0.08800 0.0595 0.0126
0.08810 0.0571 0.0114
0.08820 0.0553 0.0126
0.08830 0.0559 0.0114
0.08839 0.0602 0.0114
0.08849 0.0565 0.0114
0.08859 0.0565 0.0114
0.08869 0.0559 0.0126
0.08879 0.0589 0.0114
0.08889 0.0565 0.0120
0.08899 0.0565 0.0120
0.08909 0.0565 0.0120
0.08919 0.0583 0.0114
0.08929 0.0577 0.0114
0.08939 0.0583 0.0126
0.08948 0.0571 0.0126
0.08958 0.0559 0.0114
0.08968 0.0613 0.0114
0.08978 0.0559 0.0114
0.08988 0.0595 0.0114
0.08998 0.0565 0.0120
0.09008 0.0559 0.0120
0.09018 0.0577 0.0126
0.09028 0.0577 0.0114
0.09038 0.0571 0.0120
0.09048 0.0565 0.0114
0.09057 0.1125 0.0132
0.09067 0.1137 0.0138
0.09077 0.1149 0.0132
0.09087 0.1167 0.0132
0.09097 0.1161 0.0138
0.09107 0.1149 0.0132
0.09117 0.1167 0.0138
0.09127 0.1173 0.0132
0.09137 0.1161 0.0132
