rank,remaining_area,remaining_cost,mean,max,min,mean_positive,weighted_mean_positive,max_positive,min_positive
0.00327,352034,0,0.9999,1,0.9503,0.9999,1,1,0.9503
0.00337,351999,0,0.9999,1,0.9487,0.9999,1,1,0.9487
0.00347,351964,0,0.9999,1,0.9472,0.9999,1,1,0.9472
0.00357,351929,0,0.9999,1,0.9457,0.9999,1,1,0.9457
0.00367,351894,0,0.9999,1,0.9442,0.9999,1,1,0.9442
0.00377,351859,0,0.9999,1,0.9426,0.9999,1,1,0.9426
0.00386,351824,0,0.9999,1,0.9411,0.9999,1,1,0.9411
0.00396,351789,0,0.9999,1,0.9396,0.9999,1,1,0.9396
0.00406,351754,0,0.9999,1,0.9381,0.9999,1,1,0.9381
0.00416,351719,0,0.9999,1,0.9365,0.9999,1,1,0.9365
0.00426,351684,0,0.9999,1,0.935,0.9999,1,1,0.935
0.00436,351649,0,0.9999,1,0.9335,0.9999,1,1,0.9335
0.00446,351614,0,0.9999,1,0.9319,0.9999,1,1,0.9319
0.00456,351579,0,0.9999,1,0.9304,0.9999,1,1,0.9304
0.00466,351544,0,0.9999,1,0.9289,0.9999,1,1,0.9289
0.00476,351509,0,0.9999,1,0.9274,0.9999,1,1,0.9274
0.00486,351474,0,0.9999,1,0.9258,0.9999,1,1,0.9258
0.00495,351439,0,0.9999,1,0.9243,0.9999,1,1,0.9243
0.00505,351404,0,0.9999,1,0.9228,0.9999,1,1,0.9228
0.00515,351369,0,0.9999,1,0.9212,0.9999,1,1,0.9212
0.00525,351334,0,0.9999,1,0.9197,0.9999,1,1,0.9197
0.00535,351299,0,0.9999,1,0.9182,0.9999,1,1,0.9182
0.00545,351264,0,0.9999,1,0.9167,0.9999,1,1,0.9167
0.00555,351229,0,0.9999,1,0.9151,0.9999,1,1,0.9151
0.00565,351194,0,0.9999,1,0.9136,0.9999,1,1,0.9136
0.00575,351159,0,0.9999,1,0.9121,0.9999,1,1,0.9121
0.00585,351124,0,0.9999,1,0.9106,0.9999,1,1,0.9106
0.00595,351089,0,0.9999,1,0.909,0.9999,1,1,0.909
0.00604,351054,0,0.9999,1,0.9075,0.9999,1,1,0.9075
0.00614,351019,0,0.9999,1,0.906,0.9999,1,1,0.906
0.00624,350984,0,0.9999,1,0.9044,0.9999,1,1,0.9044
0.00634,350949,0,0.9999,1,0.9029,0.9999,1,1,0.9029
0.00644,350914,0,0.9999,1,0.9014,0.9999,1,1,0.9014
0.00654,350879,0,0.9999,1,0.8999,0.9999,1,1,0.8999
0.00664,350844,0,0.9999,1,0.8983,0.9999,1,1,0.8983
0.00674,350809,0,0.9999,1,0.8968,0.9999,1,1,0.8968
0.00684,350774,0,0.9999,1,0.8953,0.9999,1,1,0.8953
0.00694,350739,0,0.9999,1,0.8937,0.9999,1,1,0.8937
0.00704,350704,0,0.9999,1,0.8922,0.9999,1,1,0.8922
0.00713,350669,0,0.9999,1,0.8907,0.9999,1,1,0.8907
0.00723,350634,0,0.9999,1,0.8892,0.9999,1,1,0.8892
0.00733,350599,0,0.9999,1,0.8876,0.9999,1,1,0.8876
0.00743,350564,0,0.9999,1,0.8861,0.9999,1,1,0.8861
0.00753,350529,0,0.9999,1,0.8846,0.9999,1,1,0.8846
0.00763,350494,0,0.9999,1,0.883,0.9999,1,1,0.883
0.00773,350459,0,0.9998,1,0.8815,0.9998,1,1,0.8815
0.00783,350424,0,0.9998,1,0.88,0.9998,1,1,0.88
0.00793,350389,0,0.9998,1,0.8785,0.9998,1,1,0.8785
0.00803,350354,0,0.9998,1,0.8769,0.9998,1,1,0.8769
0.00813,350319,0,0.9998,1,0.8754,0.9998,1,1,0.8754
0.00823,350284,0,0.9998,1,0.8739,0.9998,1,1,0.8739
0.00832,350249,0,0.9998,1,0.8724,0.9998,1,1,0.8724
0.00842,350214,0,0.9998,1,0.8708,0.9998,1,1,0.8708
0.00852,350179,0,0.9998,1,0.8693,0.9998,1,1,0.8693
0.00862,350144,0,0.9998,1,0.8678,0.9998,1,1,0.8678
0.00872,350109,0,0.9998,1,0.8662,0.9998,1,1,0.8662
0.00882,350074,0,0.9998,1,0.8647,0.9998,1,1,0.8647
0.00892,350039,0,0.9998,1,0.8632,0.9998,1,1,0.8632
0.00902,350004,0,0.9998,1,0.8617,0.9998,1,1,0.8617
0.00912,349969,0,0.9998,1,0.8601,0.9998,1,1,0.8601
0.00922,349934,0,0.9998,1,0.8586,0.9998,1,1,0.8586
0.00932,349899,0,0.9998,1,0.8571,0.9998,1,1,0.8571
0.00941,349864,0,0.9998,1,0.8555,0.9998,1,1,0.8555
0.00951,349829,0,0.9998,1,0.854,0.9998,1,1,0.854
0.00961,349794,0,0.9998,1,0.8525,0.9998,1,1,0.8525
0.00971,349759,0,0.9998,1,0.851,0.9998,1,1,0.851
0.00981,349724,0,0.9998,1,0.8494,0.9998,1,1,0.8494
0.00991,349689,0,0.9998,1,0.8479,0.9998,1,1,0.8479
0.01001,349654,0,0.9998,1,0.8464,0.9998,1,1,0.8464
0.01011,349619,0,0.9998,1,0.8449,0.9998,1,1,0.8449
0.01021,349584,0,0.9998,1,0.8433,0.9998,1,1,0.8433
0.01031,349549,0,0.9998,1,0.8418,0.9998,1,1,0.8418
0.01041,349514,0,0.9998,1,0.8403,0.9998,1,1,0.8403
0.0105,349479,0,0.9998,1,0.8387,0.9998,1,1,0.8387
0.0106,349444,0,0.9998,1,0.8372,0.9998,1,1,0.8372
0.0107,349409,0,0.9998,1,0.8357,0.9998,1,1,0.8357
0.0108,349374,0,0.9998,1,0.8342,0.9998,1,1,0.8342
0.0109,349339,0,0.9998,1,0.8326,0.9998,1,1,0.8326
0.011,349304,0,0.9998,1,0.8311,0.9998,1,1,0.8311
0.0111,349269,0,0.9998,1,0.8296,0.9998,1,1,0.8296
0.0112,349234,0,0.9998,1,0.828,0.9998,1,1,0.828
0.0113,349199,0,0.9998,1,0.8265,0.9998,1,1,0.8265
0.0114,349164,0,0.9998,1,0.825,0.9998,1,1,0.825
0.0115,349129,0,0.9998,1,0.8235,0.9998,1,1,0.8235
0.01159,349094,0,0.9998,1,0.8219,0.9998,1,1,0.8219
0.01169,349059,0,0.9998,1,0.8204,0.9998,1,1,0.8204
0.01179,349024,0,0.9998,1,0.8189,0.9998,1,1,0.8189
0.01189,348989,0,0.9998,1,0.8173,0.9998,1,1,0.8173
0.01199,348954,0,0.9998,1,0.8158,0.9998,1,1,0.8158
0.01209,348919,0,0.9998,1,0.8143,0.9998,1,1,0.8143
0.01219,348884,0,0.9998,1,0.8128,0.9998,1,1,0.8128
0.01229,348849,0,0.9998,1,0.8112,0.9998,1,1,0.8112
0.01239,348814,0,0.9998,1,0.8097,0.9998,1,1,0.8097
0.01249,348779,0,0.9998,1,0.8082,0.9998,1,1,0.8082
0.01259,348744,0,0.9998,1,0.8067,0.9998,1,1,0.8067
0.01268,348709,0,0.9998,1,0.8051,0.9998,1,1,0.8051
0.01278,348674,0,0.9997,1,0.8036,0.9997,1,1,0.8036
0.01288,348639,0,0.9997,1,0.8021,0.9997,1,1,0.8021
0.01298,348604,0,0.9997,1,0.8005,0.9997,1,1,0.8005
0.01308,348569,0,0.9997,1,0.799,0.9997,1,1,0.799
0.01318,348534,0,0.9997,1,0.7975,0.9997,1,1,0.7975
0.01328,348499,0,0.9997,1,0.796,0.9997,1,1,0.796
0.01338,348464,0,0.9997,1,0.7944,0.9997,1,1,0.7944
0.01348,348429,0,0.9997,1,0.7929,0.9997,1,1,0.7929
0.01358,348394,0,0.9997,1,0.7914,0.9997,1,1,0.7914
0.01368,348359,0,0.9997,1,0.7898,0.9997,1,1,0.7898
0.01377,348324,0,0.9997,1,0.7883,0.9997,1,1,0.7883
0.01387,348289,0,0.9997,1,0.7868,0.9997,1,1,0.7868
0.01397,348254,0,0.9997,1,0.7853,0.9997,1,1,0.7853
0.01407,348219,0,0.9997,1,0.7837,0.9997,1,1,0.7837
0.01417,348184,0,0.9997,1,0.7822,0.9997,1,1,0.7822
0.01427,348149,0,0.9997,1,0.7807,0.9997,1,1,0.7807
0.01437,348114,0,0.9997,1,0.7792,0.9997,1,1,0.7792
0.01447,348079,0,0.9997,1,0.7776,0.9997,1,1,0.7776
0.01457,348044,0,0.9997,1,0.7761,0.9997,1,1,0.7761
0.01467,348009,0,0.9997,1,0.7746,0.9997,1,1,0.7746
0.01477,347974,0,0.9997,1,0.773,0.9997,1,1,0.773
0.01486,347939,0,0.9997,1,0.7715,0.9997,1,1,0.7715
0.01496,347904,0,0.9997,1,0.77,0.9997,1,1,0.77
0.01506,347869,0,0.9997,1,0.7685,0.9997,1,1,0.7685
0.01516,347834,0,0.9997,1,0.7669,0.9997,1,1,0.7669
0.01526,347799,0,0.9997,1,0.7654,0.9997,1,1,0.7654
0.01536,347764,0,0.9997,1,0.7639,0.9997,1,1,0.7639
0.01546,347729,0,0.9997,1,0.7623,0.9997,1,1,0.7623
0.01556,347694,0,0.9997,1,0.7608,0.9997,1,1,0.7608
0.01566,347659,0,0.9997,1,0.7593,0.9997,1,1,0.7593
0.01576,347624,0,0.9997,1,0.7578,0.9997,1,1,0.7578
0.01586,347589,0,0.9997,1,0.7562,0.9997,1,1,0.7562
0.01595,347554,0,0.9997,1,0.7547,0.9997,1,1,0.7547
0.01605,347519,0,0.9997,1,0.7532,0.9997,1,1,0.7532
0.01615,347484,0,0.9997,1,0.7516,0.9997,1,1,0.7516
0.01625,347449,0,0.9997,1,0.7501,0.9997,1,1,0.7501
0.01635,347414,0,0.9997,1,0.7486,0.9997,1,1,0.7486
0.01645,347379,0,0.9997,1,0.7471,0.9997,1,1,0.7471
0.01655,347344,0,0.9997,1,0.7455,0.9997,1,1,0.7455
0.01665,347309,0,0.9997,1,0.744,0.9997,1,1,0.744
0.01675,347274,0,0.9997,1,0.7425,0.9997,1,1,0.7425
0.01685,347239,0,0.9997,1,0.741,0.9997,1,1,0.741
0.01695,347204,0,0.9997,1,0.7394,0.9997,1,1,0.7394
0.01704,347169,0,0.9997,1,0.7379,0.9997,1,1,0.7379
0.01714,347134,0,0.9997,1,0.7364,0.9997,1,1,0.7364
0.01724,347099,0,0.9997,1,0.7348,0.9997,1,1,0.7348
0.01734,347064,0,0.9997,1,0.7333,0.9997,1,1,0.7333
0.01744,347029,0,0.9997,1,0.7318,0.9997,1,1,0.7318
0.01754,346994,0,0.9997,1,0.7303,0.9997,1,1,0.7303
0.01764,346959,0,0.9997,1,0.7287,0.9997,1,1,0.7287
0.01774,346924,0,0.9997,1,0.7272,0.9997,1,1,0.7272
0.01784,346889,0,0.9996,1,0.7257,0.9996,1,1,0.7257
0.01794,346854,0,0.9996,1,0.7241,0.9996,1,1,0.7241
0.01804,346819,0,0.9996,1,0.7226,0.9996,1,1,0.7226
0.01813,346784,0,0.9996,1,0.7211,0.9996,1,1,0.7211
0.01823,346749,0,0.9996,1,0.7196,0.9996,1,1,0.7196
0.01833,346714,0,0.9996,1,0.718,0.9996,1,1,0.718
0.01843,346679,0,0.9996,1,0.7165,0.9996,1,1,0.7165
0.01853,346644,0,0.9996,1,0.715,0.9996,1,1,0.715
0.01863,346609,0,0.9996,1,0.7135,0.9996,1,1,0.7135
0.01873,346574,0,0.9996,1,0.7119,0.9996,1,1,0.7119
0.01883,346539,0,0.9996,1,0.7104,0.9996,1,1,0.7104
0.01893,346504,0,0.9996,1,0.7089,0.9996,1,1,0.7089
0.01903,346469,0,0.9996,1,0.7073,0.9996,1,1,0.7073
0.01913,346434,0,0.9996,1,0.7058,0.9996,1,1,0.7058
0.01922,346399,0,0.9996,1,0.7043,0.9996,1,1,0.7043
0.01932,346364,0,0.9996,1,0.7028,0.9996,1,1,0.7028
0.01942,346329,0,0.9996,1,0.7012,0.9996,1,1,0.7012
0.01952,346294,0,0.9996,1,0.6997,0.9996,1,1,0.6997
0.01962,346259,0,0.9996,1,0.6982,0.9996,1,1,0.6982
0.01972,346224,0,0.9996,1,0.6966,0.9996,1,1,0.6966
0.01982,346189,0,0.9996,1,0.6951,0.9996,1,1,0.6951
0.01992,346154,0,0.9996,1,0.6936,0.9996,1,1,0.6936
0.02002,346119,0,0.9996,1,0.6921,0.9996,1,1,0.6921
0.02012,346084,0,0.9996,1,0.6905,0.9996,1,1,0.6905
0.02022,346049,0,0.9996,1,0.689,0.9996,1,1,0.689
0.02031,346014,0,0.9996,1,0.6875,0.9996,1,1,0.6875
0.02041,345979,0,0.9996,1,0.6859,0.9996,1,1,0.6859
0.02051,345944,0,0.9996,1,0.6844,0.9996,1,1,0.6844
0.02061,345909,0,0.9996,1,0.6829,0.9996,1,1,0.6829
0.02071,345874,0,0.9996,1,0.6814,0.9996,1,1,0.6814
0.02081,345839,0,0.9996,1,0.6798,0.9996,1,1,0.6798
0.02091,345804,0,0.9996,1,0.6783,0.9996,1,1,0.6783
0.02101,345769,0,0.9996,1,0.6768,0.9996,1,1,0.6768
0.02111,345734,0,0.9996,1,0.6753,0.9996,1,1,0.6753
0.02121,345699,0,0.9996,1,0.6737,0.9996,1,1,0.6737
0.02131,345664,0,0.9996,1,0.6722,0.9996,1,1,0.6722
0.0214,345629,0,0.9996,1,0.6707,0.9996,1,1,0.6707
0.0215,345594,0,0.9996,1,0.6691,0.9996,1,1,0.6691
0.0216,345559,0,0.9996,1,0.6676,0.9996,1,1,0.6676
0.0217,345524,0,0.9996,1,0.6661,0.9996,1,1,0.6661
0.0218,345489,0,0.9996,1,0.6646,0.9996,1,1,0.6646
0.0219,345454,0,0.9996,1,0.663,0.9996,1,1,0.663
0.022,345419,0,0.9996,1,0.6615,0.9996,1,1,0.6615
0.0221,345384,0,0.9996,1,0.66,0.9996,1,1,0.66
0.0222,345349,0,0.9996,1,0.6584,0.9996,1,1,0.6584
0.0223,345314,0,0.9996,1,0.6569,0.9996,1,1,0.6569
0.0224,345279,0,0.9996,1,0.6554,0.9996,1,1,0.6554
0.0225,345244,0,0.9996,1,0.6539,0.9996,1,1,0.6539
0.02259,345209,0,0.9996,1,0.6523,0.9996,1,1,0.6523
0.02269,345174,0,0.9996,1,0.6508,0.9996,1,1,0.6508
0.02279,345139,0,0.9996,1,0.6493,0.9996,1,1,0.6493
0.02289,345104,0,0.9996,1,0.6477,0.9996,1,1,0.6477
0.02299,345069,0,0.9995,1,0.6462,0.9995,1,1,0.6462
0.02309,345034,0,0.9995,1,0.6447,0.9995,1,1,0.6447
0.02319,344999,0,0.9995,1,0.6432,0.9995,1,1,0.6432
0.02329,344964,0,0.9995,1,0.6416,0.9995,1,1,0.6416
0.02339,344929,0,0.9995,1,0.6401,0.9995,1,1,0.6401
0.02349,344894,0,0.9995,1,0.6386,0.9995,1,1,0.6386
0.02359,344859,0,0.9995,1,0.6371,0.9995,1,1,0.6371
0.02368,344824,0,0.9995,1,0.6355,0.9995,1,1,0.6355
0.02378,344789,0,0.9995,1,0.634,0.9995,1,1,0.634
0.02388,344754,0,0.9995,1,0.6325,0.9995,1,1,0.6325
0.02398,344719,0,0.9995,1,0.6309,0.9995,1,1,0.6309
0.02408,344684,0,0.9995,1,0.6294,0.9995,1,1,0.6294
0.02418,344649,0,0.9995,1,0.6279,0.9995,1,1,0.6279
0.02428,344614,0,0.9995,1,0.6264,0.9995,1,1,0.6264
0.02438,344579,0,0.9995,1,0.6248,0.9995,1,1,0.6248
0.02448,344544,0,0.9995,1,0.6233,0.9995,1,1,0.6233
0.02458,344509,0,0.9995,1,0.6218,0.9995,1,1,0.6218
0.02468,344474,0,0.9995,1,0.6202,0.9995,1,1,0.6202
0.02477,344439,0,0.9995,1,0.6187,0.9995,1,1,0.6187
0.02487,344404,0,0.9995,1,0.6172,0.9995,1,1,0.6172
0.02497,344369,0,0.9995,1,0.6157,0.9995,1,1,0.6157
0.02507,344334,0,0.9995,1,0.6141,0.9995,1,1,0.6141
0.02517,344299,0,0.9995,1,0.6126,0.9995,1,1,0.6126
0.02527,344264,0,0.9995,1,0.6111,0.9995,1,1,0.6111
0.02537,344229,0,0.9995,1,0.6096,0.9995,1,1,0.6096
0.02547,344194,0,0.9995,1,0.608,0.9995,1,1,0.608
0.02557,344159,0,0.9995,1,0.6065,0.9995,1,1,0.6065
0.02567,344124,0,0.9995,1,0.605,0.9995,1,1,0.605
0.02577,344089,0,0.9995,1,0.6034,0.9995,1,1,0.6034
0.02586,344054,0,0.9995,1,0.6019,0.9995,1,1,0.6019
0.02596,344019,0,0.9995,1,0.6004,0.9995,1,1,0.6004
0.02606,343984,0,0.9995,1,0.5989,0.9995,1,1,0.5989
0.02616,343949,0,0.9995,1,0.5973,0.9995,1,1,0.5973
0.02626,343914,0,0.9995,1,0.5958,0.9995,1,1,0.5958
0.02636,343879,0,0.9995,1,0.5943,0.9995,1,1,0.5943
0.02646,343844,0,0.9995,1,0.5927,0.9995,1,1,0.5927
0.02656,343809,0,0.9995,1,0.5912,0.9995,1,1,0.5912
0.02666,343774,0,0.9995,1,0.5897,0.9995,1,1,0.5897
0.02676,343739,0,0.9995,1,0.5882,0.9995,1,1,0.5882
0.02686,343704,0,0.9995,1,0.5866,0.9995,1,1,0.5866
0.02695,343669,0,0.9995,1,0.5851,0.9995,1,1,0.5851
0.02705,343634,0,0.9995,1,0.5836,0.9995,1,1,0.5836
0.02715,343599,0,0.9995,1,0.582,0.9995,1,1,0.582
0.02725,343564,0,0.9995,1,0.5805,0.9995,1,1,0.5805
0.02735,343529,0,0.9995,1,0.579,0.9995,1,1,0.579
0.02745,343494,0,0.9995,1,0.5775,0.9995,1,1,0.5775
0.02755,343459,0,0.9995,1,0.5759,0.9995,1,1,0.5759
0.02765,343424,0,0.9995,1,0.5744,0.9995,1,1,0.5744
0.02775,343389,0,0.9995,1,0.5729,0.9995,1,1,0.5729
0.02785,343354,0,0.9995,1,0.5714,0.9995,1,1,0.5714
0.02795,343319,0,0.9995,1,0.5698,0.9995,1,1,0.5698
0.02804,343284,0,0.9994,1,0.5683,0.9994,1,1,0.5683
0.02814,343249,0,0.9994,1,0.5668,0.9994,1,1,0.5668
0.02824,343214,0,0.9994,1,0.5652,0.9994,1,1,0.5652
0.02834,343179,0,0.9994,1,0.5637,0.9994,1,1,0.5637
0.02844,343144,0,0.9994,1,0.5622,0.9994,1,1,0.5622
0.02854,343109,0,0.9994,1,0.5607,0.9994,1,1,0.5607
0.02864,343074,0,0.9994,1,0.5591,0.9994,1,1,0.5591
0.02874,343039,0,0.9994,1,0.5576,0.9994,1,1,0.5576
0.02884,343004,0,0.9994,1,0.5561,0.9994,1,1,0.5561
0.02894,342969,0,0.9994,1,0.5545,0.9994,1,1,0.5545
0.02904,342934,0,0.9994,1,0.553,0.9994,1,1,0.553
0.02913,342899,0,0.9994,1,0.5515,0.9994,1,1,0.5515
0.02923,342864,0,0.9994,1,0.55,0.9994,1,1,0.55
0.02933,342829,0,0.9994,1,0.5484,0.9994,1,1,0.5484
0.02943,342794,0,0.9994,1,0.5469,0.9994,1,1,0.5469
0.02953,342759,0,0.9994,1,0.5454,0.9994,1,1,0.5454
0.02963,342724,0,0.9994,1,0.5439,0.9994,1,1,0.5439
0.02973,342689,0,0.9994,1,0.5423,0.9994,1,1,0.5423
0.02983,342654,0,0.9994,1,0.5408,0.9994,1,1,0.5408
0.02993,342619,0,0.9994,1,0.5393,0.9994,1,1,0.5393
0.03003,342584,0,0.9994,1,0.5377,0.9994,1,1,0.5377
0.03013,342549,0,0.9994,1,0.5362,0.9994,1,1,0.5362
0.03022,342514,0,0.9994,1,0.5347,0.9994,1,1,0.5347
0.03032,342479,0,0.9994,1,0.5332,0.9994,1,1,0.5332
0.03042,342444,0,0.9994,1,0.5316,0.9994,1,1,0.5316
0.03052,342409,0,0.9994,1,0.5301,0.9994,1,1,0.5301
0.03062,342374,0,0.9994,1,0.5286,0.9994,0.9999,1,0.5286
0.03072,342339,0,0.9994,1,0.527,0.9994,0.9999,1,0.527
0.03082,342304,0,0.9994,1,0.5255,0.9994,0.9999,1,0.5255
0.03092,342269,0,0.9994,1,0.524,0.9994,0.9999,1,0.524
0.03102,342234,0,0.9994,1,0.5225,0.9994,0.9999,1,0.5225
0.03112,342199,0,0.9994,1,0.5209,0.9994,0.9999,1,0.5209
0.03122,342164,0,0.9994,1,0.5194,0.9994,0.9999,1,0.5194
0.03131,342129,0,0.9994,1,0.5179,0.9994,0.9999,1,0.5179
0.03141,342094,0,0.9994,1,0.5163,0.9994,0.9999,1,0.5163
0.03151,342059,0,0.9994,1,0.5148,0.9994,0.9999,1,0.5148
0.03161,342024,0,0.9994,1,0.5133,0.9994,0.9999,1,0.5133
0.03171,341989,0,0.9994,1,0.5118,0.9994,0.9999,1,0.5118
0.03181,341954,0,0.9994,1,0.5102,0.9994,0.9999,1,0.5102
0.03191,341919,0,0.9994,1,0.5087,0.9994,0.9999,1,0.5087
0.03201,341884,0,0.9994,1,0.5072,0.9994,0.9999,1,0.5072
0.03211,341849,0,0.9994,1,0.5057,0.9994,0.9999,1,0.5057
0.03221,341814,0,0.9994,1,0.5041,0.9994,0.9999,1,0.5041
0.03231,341779,0,0.9994,1,0.5026,0.9994,0.9999,1,0.5026
0.0324,341744,0,0.9994,1,0.5011,0.9994,0.9999,1,0.5011
0.0325,341709,0,0.9994,1,0.4995,0.9994,0.9999,1,0.4995
0.0326,341674,0,0.9994,1,0.498,0.9994,0.9999,1,0.498
0.0327,341639,0,0.9994,1,0.4965,0.9994,0.9999,1,0.4965
0.0328,341604,0,0.9994,1,0.495,0.9994,0.9999,1,0.495
0.0329,341569,0,0.9994,1,0.4934,0.9994,0.9999,1,0.4934
0.033,341534,0,0.9994,1,0.4919,0.9994,0.9999,1,0.4919
0.0331,341499,0,0.9993,1,0.4904,0.9993,0.9999,1,0.4904
0.0332,341464,0,0.9993,1,0.4888,0.9993,0.9999,1,0.4888
0.0333,341429,0,0.9993,1,0.4873,0.9993,0.9999,1,0.4873
0.0334,341394,0,0.9993,1,0.4858,0.9993,0.9999,1,0.4858
0.03349,341359,0,0.9993,1,0.4843,0.9993,0.9999,1,0.4843
0.03359,341324,0,0.9993,1,0.4827,0.9993,0.9999,1,0.4827
0.03369,341289,0,0.9993,1,0.4812,0.9993,0.9999,1,0.4812
0.03379,341254,0,0.9993,1,0.4797,0.9993,0.9999,1,0.4797
0.03389,341219,0,0.9993,1,0.4782,0.9993,0.9999,1,0.4782
0.03399,341184,0,0.9993,1,0.4766,0.9993,0.9999,1,0.4766
0.03409,341149,0,0.9993,1,0.4751,0.9993,0.9999,1,0.4751
0.03419,341114,0,0.9993,1,0.4736,0.9993,0.9999,1,0.4736
0.03429,341079,0,0.9993,1,0.472,0.9993,0.9999,1,0.472
0.03439,341044,0,0.9993,1,0.4705,0.9993,0.9999,1,0.4705
0.03449,341009,0,0.9993,1,0.469,0.9993,0.9999,1,0.469
0.03458,340974,0,0.9993,1,0.4675,0.9993,0.9999,1,0.4675
0.03468,340939,0,0.9993,1,0.4659,0.9993,0.9999,1,0.4659
0.03478,340904,0,0.9993,1,0.4644,0.9993,0.9999,1,0.4644
0.03488,340869,0,0.9993,1,0.4629,0.9993,0.9999,1,0.4629
0.03498,340834,0,0.9993,1,0.4613,0.9993,0.9999,1,0.4613
0.03508,340799,0,0.9993,1,0.4598,0.9993,0.9999,1,0.4598
0.03518,340764,0,0.9993,1,0.4583,0.9993,0.9999,1,0.4583
0.03528,340729,0,0.9993,1,0.4568,0.9993,0.9999,1,0.4568
0.03538,340694,0,0.9993,1,0.4552,0.9993,0.9999,1,0.4552
0.03548,340659,0,0.9993,1,0.4537,0.9993,0.9999,1,0.4537
0.03558,340624,0,0.9993,1,0.4522,0.9993,0.9999,1,0.4522
0.03567,340589,0,0.9993,1,0.4506,0.9993,0.9999,1,0.4506
0.03577,340554,0,0.9993,1,0.4491,0.9993,0.9999,1,0.4491
0.03587,340519,0,0.9993,1,0.4476,0.9993,0.9999,1,0.4476
0.03597,340484,0,0.9993,1,0.4461,0.9993,0.9999,1,0.4461
0.03607,340449,0,0.9993,1,0.4445,0.9993,0.9999,1,0.4445
0.03617,340414,0,0.9993,1,0.443,0.9993,0.9999,1,0.443
0.03627,340379,0,0.9993,1,0.4415,0.9993,0.9999,1,0.4415
0.03637,340344,0,0.9993,1,0.44,0.9993,0.9999,1,0.44
0.03647,340309,0,0.9993,1,0.4384,0.9993,0.9999,1,0.4384
0.03657,340274,0,0.9993,1,0.4369,0.9993,0.9999,1,0.4369
0.03667,340239,0,0.9993,1,0.4354,0.9993,0.9999,1,0.4354
0.03677,340204,0,0.9993,1,0.4338,0.9993,0.9999,1,0.4338
0.03686,340169,0,0.9993,1,0.4323,0.9993,0.9999,1,0.4323
0.03696,340134,0,0.9993,1,0.4308,0.9993,0.9999,1,0.4308
0.03706,340099,0,0.9993,1,0.4293,0.9993,0.9999,1,0.4293
0.03716,340064,0,0.9993,1,0.4277,0.9993,0.9999,1,0.4277
0.03726,340029,0,0.9993,1,0.4262,0.9993,0.9999,1,0.4262
0.03736,339994,0,0.9993,1,0.4247,0.9993,0.9999,1,0.4247
0.03746,339959,0,0.9993,1,0.4231,0.9993,0.9999,1,0.4231
0.03756,339924,0,0.9993,1,0.4216,0.9993,0.9999,1,0.4216
0.03766,339889,0,0.9993,1,0.4201,0.9993,0.9999,1,0.4201
0.03776,339854,0,0.9993,1,0.4186,0.9993,0.9999,1,0.4186
0.03786,339819,0,0.9993,1,0.417,0.9993,0.9999,1,0.417
0.03795,339784,0,0.9993,1,0.4155,0.9993,0.9999,1,0.4155
0.03805,339749,0,0.9993,1,0.414,0.9993,0.9999,1,0.414
0.03815,339714,0,0.9992,1,0.4125,0.9992,0.9999,1,0.4125
