"number" "dsum" "count" "missing" "quant_error" "fname"
136 12.0 12 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Bolitoglossa_capitana.tif"
137 4.0 4 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Bolitoglossa_nussbaumi.tif"
138 1645.0 1645 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Mammalia_Bos_sauveli.tif"
139 181.0 181 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Brachycephalus_nodoterga.tif"
140 83.0 83 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brachymeles_dalawangdaliri.tif"
141 21.0 21 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brachymeles_isangdaliri.tif"
142 18.0 18 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brachymeles_ligtas.tif"
143 358.0 358 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brachymeles_lukbani.tif"
144 113.0 113 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brachymeles_vermis.tif"
145 11.0 11 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brachymeles_wrighti.tif"
146 2.0 2 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Bronchocela_orlovi.tif"
147 56.0 56 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Brookesia_lambertoni.tif"
148 4.0 4 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Bufoides_kempi.tif"
149 21.0 21 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Mammalia_Calcochloris_tytonis.tif"
150 1.0 1 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Caledoniscincus_cryptos.tif"
151 3.0 3 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Caledoniscincus_terma.tif"
152 6735.0 6735 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Callaeas_cinereus.tif"
153 359.0 359 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Callixalus_pictus.tif"
154 8.0 8 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Calotes_bhutanensis.tif"
155 153.0 153 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Calyptura_cristata.tif"
156 17522.0 17522 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Campephilus_imperialis.tif"
157 35469.0 35469 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Campephilus_principalis.tif"
158 221.0 221 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Campylopterus_phainopeplus.tif"
159 1703.0 1703 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Caprimulgus_prigoginei.tif"
160 3.0 3 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Caribicus_anelpistus.tif"
161 4.0 4 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Carinascincus_palfreymani.tif"
162 2.0 2 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Carlia_sukur.tif"
163 15.0 15 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Celatiscincus_euryotis.tif"
164 2.0 2 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Celestus_fowleri.tif"
165 4.0 4 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Celestus_microblepharis.tif"
166 27.0 27 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Celestus_occiduus.tif"
167 525.0 525 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Centrolene_geckoidea.tif"
168 8.0 8 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Centrolene_pipilata.tif"
169 6.0 6 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Cercosaura_steyeri.tif"
170 19.0 19 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Chalcides_ebneri.tif"
171 14.0 14 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Chalcides_pentadactylus.tif"
172 858.0 858 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Charmosyna_amabilis.tif"
173 10.0 10 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Aves_Charmosyna_diadema.tif"
174 134.0 134 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Chiasmocleis_sapiranga.tif"
175 6.0 6 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Chirindia_mpwapwaensis.tif"
176 2.0 2 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Amphibia_Chiropterotriton_casasi.tif"
177 26.0 26 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Mammalia_Chrysochloris_visagiei.tif"
178 3.0 3 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Cnemaspis_andersonii.tif"
179 4.0 4 21566491 0.0 "C:\Users\Usuario\Desktop\JP\priorityRediscovery\setup\lost_rasters\Reptilia_Cnemaspis_bayuensis.tif"
